	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	535742.2	87192	44181.5	22365.8	34104.3	27463.3	26575.8	105.9	44820	20933.3	53670.4	5224.1	43872.9	10195.2	44813.9	44.5	48970.5	165.2	46410.2	284.8	41800.3	242.1	59313.2	76.2	47209.3	91.5
INDUSTRIAS AGROPECUARIAS	35.2	109.8	0.9	0	0.1	0	0.1	0	0.1	27.6	22.1	27.6	0.1	0	1.1	17.8	1.7	0	4.4	0	0	0	2.4	36.7	2.4	0
ARROZ	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	22.1	0	0	0	0	0	0	0	0	0	22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE	0.7	73.1	0	0	0	0	0	0	0	27.6	0	27.6	0	0	0	17.8	0.3	0	0	0	0	0	0.3	0	0	0
ESPECIAS	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0
FRIJOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0
LEGUMBRES Y HORTALIZAS	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0
MATERIAS VEGETALES	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.2	0	0	0
MIEL DE ABEJAS	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.3	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	4.7	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0.2	0	0.2	0	2.4	0	0	0	1.4	0	0.3	0
