	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	499901.3	8364.2	46269.1	189.6	34576.4	492.8	38499.9	104.4	49104.6	5831.3	43142.8	235.8	44912.2	207.9	41547.7	284.7	36414.6	82.8	35402.8	282.1	37633.8	29.4	49601.7	65.4	42795.7	558
INDUSTRIAS AGROPECUARIAS	85.2	82.9	7.5	0	1.1	2.5	0	0	2.7	5.2	0.7	7.5	0	1.3	2.2	11	0.1	22.3	0	0	26.8	0	5.4	33.2	38.5	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	15.5	75.4	0	0	0	2.5	0	0	0	5.2	0	0	0	1.3	0	11	0	22.3	0	0	0	0	0	33.2	15.5	0
CARDAMOMO	0	7.5	0	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	0.3	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRIJOL	22.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.9	0
LEGUMBRES Y HORTALIZAS	29.6	0	0	0	0.5	0	0	0	0.6	0	0.1	0	0	0	0.3	0	0	0	0	0	26.8	0	1.2	0	0.1	0
MATERIAS VEGETALES	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	1.2	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	8	0	0	0	0.6	0	0	0	2.1	0	0.6	0	0	0	1.4	0	0.1	0	0	0	0	0	3	0	0	0
PIMIENTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
