	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	444164.1	74761.8	42347	13329.2	26112.5	35518	45216.3	1527.3	36016.8	8707.4	40634.6	1619.1	40987.3	1537.3	37758.6	10096.9	26945.1	264	29941.3	555.1	28362.5	488.7	62230.9	400.1	27611	718.8
INDUSTRIAS AGROPECUARIAS	135	319.6	6.5	0.2	10.7	50.2	6.9	0	0.4	0.2	62.7	47.2	0.4	56.8	0.9	43.8	11.6	24.6	0	44.3	10.4	52.3	21.4	0	3.1	0
AJO	0.3	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	68.1	0.7	6.4	0.2	0	0	0	0	0	0.2	61.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE	0	232.4	0	0	0	50.2	0	0	0	0	0	46.9	0	39.3	0	43.8	0	0	0	0	0	52.3	0	0	0	0
CARDAMOMO	0	44.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0
LEGUMBRES Y HORTALIZAS	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	62.9	0	0.1	0	9.4	0	6.9	0	0.4	0	1	0	0.4	0	0.9	0	9	0	0	0	10.4	0	21.2	0	3.1	0
PIMIENTA	1.1	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
SEMILLA DE AJONJOLI	0	38.1	0	0	0	0	0	0	0	0	0	0	0	13.5	0	0	0	24.6	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	388890.9	71449	38825.7	13258.5	26082.7	35390.5	38973.8	908.6	35467.6	8584.6	37034.6	1359.7	36808.1	1125	36293.8	9996	26900.6	188.3	25200.4	258.4	28093.7	147.1	31890.4	3.1	27319.5	229.2
APARATOS ELECTROMECANICOS DE USO DOMESTICO	6957.1	492.9	550.7	110.7	466.9	57.5	485.2	28	1278.1	0.6	693	8.8	649.4	190.6	1171.8	34.4	406.6	0	466.5	16.4	265.3	45.6	277.2	0	246.4	0.4
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	192.3	41.9	0.6	0.2	0	6.4	0.6	0	39.1	0	0.3	17.2	56.7	0	20.4	0	0.5	0	52.6	0.1	18.3	0.2	0	0	3.1	17.9
APARATOS TRANSMISORES Y RECEPTORES	446.4	41.5	99.5	0.2	1.2	3	20.6	0	36.7	0	152.7	6.3	13.6	0	15.7	6.5	42	14.9	1.7	0	49.9	6.2	0	0	12.7	4.5
ARMAS Y MUNICIONES	721.1	0	0	0	0	0	0	0	276.3	0	0	0	0	0	0	0	149.4	0	0	0	0	0	0	0	295.4	0
ARTICULOS DE VESTUARIO	4277.7	4001.8	264.8	752.5	286.7	827.9	242.8	706.9	1288.4	18.3	1589.6	955.2	150.7	357.8	26.2	0.9	19.8	144.6	64.1	170.2	131.6	59.5	154.6	1.5	58.3	6.6
AZUCAR	0	64011.6	0	12089.6	0	33797.7	0	0	0	8515	0	0	0	0	0	9609.3	0	0	0	0	0	0	0	0	0	0
AZUCARES Y ARTICULOS DE CONFITERIA	60.5	0	0.2	0	0.8	0	2.4	0	20.1	0	1	0	0	0	26.2	0	1.9	0	0.9	0	0	0	6.4	0	0.6	0
BATERIAS ELECTRICAS	5616.8	0	201.2	0	282	0	473	0	514.6	0	536.4	0	279	0	862.3	0	655.9	0	266.4	0	400.8	0	762.4	0	382.8	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	130.3	5	15.5	0	8.6	0	8.4	0	1.3	0	5.5	0	10.1	0	6.3	0	22.5	5	13.4	0	10.1	0	20.7	0	8	0
CAFE SOLUBLE Y MOLIDO	2.9	0	0	0	0	0	0.3	0	0	0	0.4	0	0	0	0	0	0.5	0	0	0	0	0	1.7	0	0	0
CALZADO	100.3	0.2	0	0	78.1	0	14.3	0	0	0	0.3	0	0.3	0	0.8	0	0	0	0.3	0	0.1	0.1	0.3	0	5.8	0
CERAS	38.2	0	0	0	0	0	4.8	0	12.6	0	6.5	0	0	0	0.9	0	0.5	0	0	0	12.9	0	0	0	0	0
CLAVOS Y TORNILLOS	204.9	0	10.2	0	0.4	0	9.5	0	0.3	0	12.3	0	4.4	0	3.8	0	11.1	0	3.4	0	14	0	74.8	0	60.7	0
DETERGENTES Y JABONES	148.1	1.2	27	0	0.5	0.1	15.8	0	0.1	0	8.1	0	8	0	0.4	0	4.2	0	15	0.4	61	0	7.8	0	0.1	0.8
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	25.6	0	0	0	13.1	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	10.8	0	0	0	0.5	0
HARINAS DE CEREALES	0.6	0	0	0	0.5	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	338.1	0.1	29.8	0	3.2	0	5.8	0	2	0	14.7	0	9.1	0	107.3	0	0.3	0	137.6	0	4.6	0	9.8	0	13.9	0
HILOS E HILAZAS	16329.4	542	1616.6	171.8	1287.2	82.5	1505.4	102.2	829.5	0	1799.9	4.2	1431	174.5	1631.9	0	1463.3	0	944.8	3.2	857.4	3	1580.7	0.5	1381.7	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	137.8	0	37.6	0	0	0	0	0	0	0	37.6	0	0	0	16.7	0	0	0	0	0	45.9	0	0	0	0	0
INSTRUMENTAL MEDICO Y OTROS	1336.7	276.1	74.8	0.5	16.5	92.1	151.5	0	65.1	0	128.5	94.9	55.9	0	88.7	0	182.5	0	23.4	10	299.7	0	46	0	204.1	78.7
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	307.3	17.4	15.3	0.2	0.1	2.7	1.3	0	6.4	0	32.2	7.3	16.9	0.1	0.2	0	0	0	8.4	0.2	2	0	146.3	0	78.1	7
LAMINA Y ALAMBRE	5341.3	0.1	660.7	0	580.4	0	344	0	59.6	0	1057.6	0.1	887.1	0	1167.7	0	57.1	0	324.2	0	81.4	0	52.2	0	69.3	0
LECHE Y OTROS PRODUCTOS LACTEOS	4	0	0	0	0	0	1.5	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0.8	0	0	0	0	0
MANUFACTURAS DE CAUCHO	999.8	0	66.4	0	97.1	0	88.8	0	145.7	0	74.3	0	48.3	0	47.6	0	31.5	0	143.6	0	7.3	0	217.8	0	31.4	0
MANUFACTURAS DE CERAMICA	321	0.4	0	0	6.4	0	47.5	0	27.5	0	77	0	91.4	0	0	0	0	0	1	0.3	68.6	0.1	1.3	0	0.1	0
MANUFACTURAS DE CUERO	6.8	0.4	0	0	0	0.4	0	0	0	0	6	0	0	0	0.3	0	0.4	0	0	0	0	0	0	0	0	0
MANUFACTURAS DE MADERA	95.5	0.2	6	0	8	0	18.1	0	0.1	0	12.7	0	18.9	0	15.5	0	6.2	0	3.2	0.1	0.1	0.1	0.2	0	6.4	0
MANUFACTURAS DE PAPEL Y CARTON	11739.9	69.6	1302.2	5	643.3	1.3	1037.8	0	669.2	25.1	1173.1	23.7	981	14.2	921.1	0	894.3	0	635.7	0.1	1042.2	0	1237.5	0	1202.5	0.1
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC"	175.3	0	21.4	0	0	0	8.3	0	0	0	8.4	0	41.7	0	8.8	0	10.3	0	24.9	0	29.9	0	5.9	0	15.7	0
