	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	364973.1	31763.7	44625.4	10617.5	32178.1	677.3	26937.5	762.7	32054.7	11325	29290.2	1594.1	32339	1421.9	38248.7	1679.8	20760.7	1169.4	31142.3	707.7	24373.3	586.2	25563.2	644.2	27460.2	577.8
INDUSTRIAS AGROPECUARIAS	351.7	246.5	4.3	6.9	52.4	0.8	9.5	11.5	3.8	0	0	0	37.9	167	100.1	60.1	0	0.1	7.4	0	97.7	0	4.8	0.1	33.6	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	0	2.6	0	1.6	0	0.8	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0
CAFE	0	238.6	0	0	0	0	0	11.5	0	0	0	0	0	167	0	60	0	0	0	0	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	133	0	0	0	0	0	0	0	3.2	0	0	0	0	0	10.5	0	0	0	0	0	86.7	0	0	0	32.5	0
HUEVOS DE AVES	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0
LEGUMBRES Y HORTALIZAS	147.4	0	0	0	52.4	0	0	0	0	0	0	0	21.4	0	73.6	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	54.9	5.2	0	5.2	0	0	9.5	0	0.6	0	0	0	13.2	0	16	0	0	0	0.8	0	9	0	4.8	0	1.1	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	14.2	0	4.3	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	4.5	0	2	0	0	0	0	0
INDUSTRIAS EXTRACTIVAS	34603.4	8730	17023.5	391.9	382.8	577.9	173.2	687.1	972.6	983.2	64.1	1456.5	2739	1136.6	4494.1	1494.7	332.9	1020.8	2230.7	392.9	494.7	487.8	5433.6	0	262.1	100.6
ALUMINIO	108.2	3756.7	20.4	361.9	3.3	543.4	3.5	342.8	2.4	82.4	33.7	72.4	12.1	180.3	14.6	591.3	0	614.1	1	379.9	0.7	487.6	9.7	0	6.7	100.6
CEMENTO	3394.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394.4	0	0	0
COBRE Y SUS MANUFACTURAS	72.5	268.5	0	0	0	14.4	0.3	17	1.6	0	0	31.6	70.5	28	0	28.9	0	148.6	0	0	0	0	0	0	0	0
DESPERDICIOS Y DESECHOS DE METALES (CHATARRA)	0	4704.5	0	30	0	20	0	327.3	0	900.9	0	1352.5	0	928.3	0	874.4	0	258.1	0	13	0	0	0	0	0	0
DIESEL	16801.9	0	14772.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029.4	0	0	0
ESTA&O	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GASES INDUSTRIALES	54.2	0	0	0	15.6	0	0	0	0	0	0	0	0	0	28.2	0	0	0	0	0	10.4	0	0	0	0	0
HIERRO Y ACERO	13398.4	0.2	1691.9	0	355.3	0	103.3	0	946.2	0	0	0	2628.4	0	4442.8	0	327.1	0	2176.8	0	483.6	0.2	0	0	243	0
MAGNESIO	16.5	0	0	0	0	0	0	0	16.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARMOL	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
