	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	90227.9	32015.5	6899.9	1740.1	11531.8	2026.1	8019.8	3824.1	6583.9	3334.7	4208.4	4430.4	8460.5	3542.6	7972.1	4433.3	6650.4	1676.7	13929.8	3545.4	3746.3	1232.6	6542.5	1423.4	5682.4	806.1
INDUSTRIAS AGROPECUARIAS	125.5	23535.5	2	1312.7	3.4	1438.6	0.1	3213	4	2984.2	38.9	3317.5	2.2	2857	0	3357.8	0	1519.5	31.5	2010.7	7.1	602.7	34.1	660.6	2.3	261
ANIMALES VIVOS DIVERSOS	0	2.8	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0
BANANO	0	59.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7.7	0	47.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	8.2	146.6	2	1.9	0.5	8.7	0	3.7	0.2	18.8	3.3	21.7	0	2.4	0	4.6	0	18.3	0	15.9	0	12.7	0.3	27.6	1.9	10.3
CAFE	0.1	21849.5	0	1284.8	0	980.7	0	3128.7	0	2887.4	0	3219.4	0.1	2674.2	0	3346.6	0	1481	0	1759.6	0	453.7	0	531.2	0	102.3
CAUCHO NATURAL (HULE)	31	755.5	0	0	0	440	0	0	0	0	0	0	0	112.7	0	0	0	0	31	115.5	0	87.3	0	0	0	0
ESPECIAS	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
FLORES Y FOLLAJES	0	7.9	0	0	0	2.5	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0
FRIJOL	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	15.3	564.3	0	0	0	6.7	0	39.6	0	78	0	73.8	0	47	0	6.7	0	20.1	0	94	0	28.8	15.3	89	0	80.6
LEGUMBRES Y HORTALIZAS	4.6	0	0	0	0	0	0	0	2.5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	61.7	0	0	0	2.9	0	0	0	0	0	33.1	0	0	0	0	0	0	0	0.5	0	6.4	0	18.6	0	0.2	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	4.4	0	0	0	0	0	0.1	0	1.3	0	2.5	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0
SEMILLA DE AJONJOLI	0	107.6	0	26.1	0	0	0	0	0	0	0	0	0	20.7	0	0	0	0	0	20.3	0	20.3	0	0	0	20.3
INDUSTRIAS MANUFACTURERAS	89382.3	8472.9	6733.8	427.4	11397.4	587.5	8015.1	610.2	6508.3	350.4	4166.2	1112.8	8380.4	685.6	7966.1	1072.2	6625.7	157.3	13833.7	1534.6	3729.8	626.9	6408	762.8	5617.6	545.1
ABONOS Y FERTILIZANTES	324.9	0	82.2	0	0	0	0	0	57.3	0	0	0	64.9	0	0	0	53.5	0	0	0	0	0	50.5	0	16.5	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	1111.2	20.2	195.6	0	30.8	0	224.3	20.1	244.2	0	66.2	0	51.8	0	20.7	0	87.9	0	48.6	0	55.9	0.1	30.4	0	54.9	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	2.4	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0
APARATOS TRANSMISORES Y RECEPTORES	58.7	0.6	3.1	0	22.3	0	1.6	0	5.1	0	0	0	9.9	0	11.2	0	5.1	0	0	0	0.1	0.6	0	0	0.3	0
ARMAS Y MUNICIONES	277.2	0	0	0	0	0	0	0	0	0	80.3	0	0	0	0	0	131.7	0	0.2	0	62.5	0	0	0	2.4	0
ARTICULOS DE VESTUARIO	2265.4	99.4	63.1	0	337.3	1.9	311	0.2	124	1	81.6	86.3	42.1	0	338.8	4.1	275.6	0	262.8	4.3	136.9	0.7	136.3	0.9	156.1	0
AZUCARES Y ARTICULOS DE CONFITERIA	20.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	18.1	0
BATERIAS ELECTRICAS	23	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	15.8	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	477.4	5318.3	35	292.8	17.4	154.3	5.6	376.7	109.2	187.3	20.4	779	13.6	546.6	27.3	543	6.9	0	14.9	1107.6	62.7	403.7	34.5	662.4	129.9	264.7
CAFE SOLUBLE Y MOLIDO	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0
CALZADO	136.4	0.1	0	0	12.3	0	18.2	0	4.4	0.1	5.1	0	17.8	0	9.3	0	6.4	0	4	0	1.1	0	23.2	0	34.7	0
CERAS	53.2	0.8	1.3	0	0.2	0	1.6	0	12.3	0	0.1	0	0	0.8	1.7	0	0	0	31.4	0	0	0	1.1	0	3.6	0
CLAVOS Y TORNILLOS	52.8	0	0.7	0	6.8	0	2.3	0	3.8	0	6.2	0	17.7	0	0.8	0	1	0	7.6	0	1.3	0	2.4	0	2.2	0
DETERGENTES Y JABONES	641.1	0	88.8	0	0	0	93.2	0	31.7	0	145.7	0	0	0	1.4	0	109.1	0	64.3	0	2.8	0	0.9	0	103.2	0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	10.3	0	0	0	1	0	3.1	0	0	0	0.2	0	0.5	0	1.1	0	0.1	0	2.3	0	0.7	0	0	0	1.3	0
GRASAS Y ACEITES COMESTIBLES	97.8	0	0	0	5.3	0	0	0	16.6	0	0.5	0	0.7	0	0.2	0	0	0	13.4	0	0	0	61.1	0	0.2	0
