	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	118325	84633.8	6803.9	7034.9	10445	12613.4	6701.6	9809.7	6500.1	8428.3	9530.6	10864.5	9739.4	7629.8	9997.6	6166.6	8452.2	5562.2	14204.3	8268.7	12428.4	2068.2	9873.4	3666.4	13648.5	2521
INDUSTRIAS AGROPECUARIAS	1040.6	59488.9	178.7	3740.3	122.8	7069.8	192.6	9153	42	5668.5	138.1	6256.5	9.1	6634	137	5494.9	42.5	4344.7	39.5	5229.6	47.1	1353.4	49.1	2933.1	42.1	1611.1
BANANO	0	9734	0	0	0	0	0	0	0	0	0	0	0	1433.6	0	1364.4	0	1367.1	0	3849.4	0	0	0	1719.5	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	13	402.1	0	38.3	0	30.6	0	25.1	0.1	11.1	0.3	59.8	7.6	101	0	45.8	4.9	17.1	0	26.1	0	8.7	0	8.8	0.1	29.5
CAFE	0.1	47029.4	0	3637	0	6863.6	0	8933.6	0.1	5452.7	0	5974.3	0	4881.3	0	3684.9	0	2825.7	0	1320.7	0	1108.2	0	1192.1	0	1155.2
CARDAMOMO	0	11.6	0	1.1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2.5	0	0
CAUCHO NATURAL (HULE)	650.7	1660.6	155	0	0	103.6	122.6	106.5	41.8	107.5	67.6	202.2	0.9	195.1	125.8	298.6	37.6	41.2	32.2	0	32.6	205.9	34.6	0	0	400.1
FLORES Y FOLLAJES	0	256.1	0	23.5	0	21.4	0	20.5	0	29.9	0	20.1	0	10.1	0	10.1	0	20.1	0	33.5	0	30.6	0	10.1	0	26.2
"FRUTAS FRESCAS, SECAS O CONGELADAS"	127.6	39	0	0	18.4	0	70	0	0	0	0	0	0	13	0	15.8	0	10.2	0	0	0	0	0	0	39.2	0
LEGUMBRES Y HORTALIZAS	0.6	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	265.2	0	0	0	0	0	67.3	0	67.3	0	0	0	0	0	67.3	0	63.2	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	2.1	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	242.6	37.9	21.8	0	104.4	37.9	0	0	0	0	70.1	0	0	0	9.3	0	0	0	7.3	0	14.5	0	14.5	0	0.8	0
SEMILLA DE AJONJOLI	0	53.1	0	40.5	0	12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	116324.4	25144.8	6545.5	3294.6	10240.4	5543.6	6347	656.7	6323	2759.7	9284.7	4608	9711.2	995.8	9817.1	671.7	8303.9	1217.5	14049.6	3039.1	12373.8	714.9	9723.6	733.3	13604.7	909.9
ABONOS Y FERTILIZANTES	657.4	0	30.1	0	166.4	0	68.8	0	0	0	32.2	0	36.7	0	30.7	0	163.6	0	0.4	0	40.7	0	87.9	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6	0	0	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	911.6	36.1	43.1	0	5.2	0	116.8	0	40.5	0.1	53	10.3	99.2	0.1	62.4	0	18.9	25	170.4	0	118.9	0	89	0	94.2	0.6
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	196.9	9.4	3	0	22.6	3.4	0.2	0	21.2	0	1.5	0	19.1	0	8.5	0.1	1.9	0	9.1	0	0.8	0	6.3	0	102.8	5.8
APARATOS TRANSMISORES Y RECEPTORES	517.1	12.1	0	0	1.4	0	1.1	0	104.2	0	85.4	0	122.4	0	2.9	12	2.2	0	3.8	0	78.1	0	15.5	0	100	0
ARMAS Y MUNICIONES	75.8	0	0	0	59.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5	0	0	0	0	0
ARTICULOS DE VESTUARIO	490.2	2763.7	22.1	530.1	92.2	110.5	40.5	67.5	10.1	75.7	56.9	729	61.5	372.6	1.5	147.8	100.5	88.8	5.8	272.9	74.5	152.2	18.1	100.8	6.8	115.9
AZUCAR	0	428.8	0	0	0	0	0	70.9	0	70.9	0	70.9	0	68.1	0	68.1	0	68.1	0	11.8	0	0	0	0	0	0
AZUCARES Y ARTICULOS DE CONFITERIA	57.6	0	0	0	0.3	0	0	0	0.1	0	0	0	0	0	0	0	57.1	0	0.1	0	0	0	0	0	0	0
