	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	107968.3	66039	10774.9	3228.5	10544.7	13512.2	9387.1	6515.6	11578.4	5684	8409.1	10243.1	4504.9	5227.1	11333.4	4981.5	6348.3	3632.9	4911.9	2565.6	15711	4950.1	6971.3	1519.3	7493.2	3979.1
INDUSTRIAS AGROPECUARIAS	285.1	36393.5	75.9	2639.4	19.1	4731.1	23.2	5713	1.3	4416.5	1	5066.2	63	3615.7	5.7	3694	3.3	2568.8	6	1808.6	11.2	755.3	33.6	822.7	41.8	562.3
ANIMALES VIVOS DIVERSOS	0	13.1	0	0	0	0	0	0	0	3.2	0	1.7	0	0	0	0	0	4.9	0	0	0	0	0	3.3	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	12.2	255.9	0	16	0	38.1	0	29.5	0	28.2	0	18.1	5.8	30.8	0	3.4	0	6.1	0	36.5	0	7.9	0.7	20.5	5.7	20.8
CAFE	0	32450.8	0	2493.4	0	4244.8	0	5543.3	0	4152.9	0	4746.4	0	3469.7	0	3336.9	0	2206.8	0	1325.7	0	265.5	0	364.8	0	300.7
CARDAMOMO	0	158.5	0	0	0	94.9	0	0	0	0	0	0	0	61.3	0	0	0	0	0	0	0	2.4	0	0	0	0
CAUCHO NATURAL (HULE)	0.3	2655.8	0	105.8	0	308.5	0	0	0	155.9	0	237.1	0	0	0	349.5	0	348.1	0	320.2	0	311.4	0	325.9	0.3	193.3
ESPECIAS	14.8	0	0	0	0	0	0	0	0	0	0	0	14.8	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	1.5	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	45.7	33.3	45.7	0	0	5.1	0	0	0	0.1	0	4.1	0	14.3	0	4.1	0	2.9	0	2.6	0	0	0	0	0	0
MIEL DE ABEJAS	0	253.5	0	0	0	0	0	60.8	0	69.9	0	58.8	0	0	0	0	0	0	0	0	0	0	0	64.1	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	46.9	6.3	0	0	19.1	0	0	0	0	6.3	0	0	0	0	4.6	0	0	0	0	0	11.2	0	0	0	12	0
PIMIENTA	25.7	0	0	0	0	0	0	0	0	0	0	0	25.7	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	139.4	0	30.2	0	0	0	23.2	0	1.3	0	1	0	16.7	0	1.1	0	3.3	0	6	0	0	0	32.8	0	23.9	0
SEMILLA DE AJONJOLI	0	314.2	0	24.3	0	39.7	0	79.4	0	0	0	0	0	39.7	0	0	0	0	0	39.7	0	0	0	44.2	0	47.4
TABACO EN RAMA O SIN ELABORAR	0	250.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.7	0	166.7	0	0	0	0
INDUSTRIAS EXTRACTIVAS	875.2	97.6	142.8	0	66.7	0	88.8	0	163.9	0	171.2	0	2.6	0	9.7	0	53	48.7	101.7	48.8	70.1	0	3.2	0	1.6	0
ALUMINIO	621.8	97.6	135.2	0	36.1	0	42.9	0	151.7	0	119.8	0	2.6	0	0.8	0	9.1	48.7	88.7	48.8	34	0	0.3	0	0.7	0
CEMENTO	10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0	1.6	0	0	0	0	0
