	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	75641.7	20961.3	7061.9	588.4	3394.1	1281.2	5381.1	2345.5	6808.3	2652.5	6989.8	3077	6702	3273.9	10726.1	1489.6	7927.8	3438.1	4552.4	752.4	4140.8	943.2	5791.4	639.4	6165.8	480.1
INDUSTRIAS AGROPECUARIAS	1884	17677.6	40.2	524.9	32.8	1039.1	84.6	2104.4	18.5	2156.3	16.3	2859.6	8.5	3088	89.6	1210	8.8	3375.1	27.7	625	36.3	366.9	13.8	165.8	1507	162.6
ANIMALES VIVOS DIVERSOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARROZ	1443.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443.2	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	8.4	424.5	0	82.9	0	23.3	0	22.7	0	83.3	4.4	15.7	0	76.7	0	9.7	0	25.5	0	26.9	0	27.8	4	12.6	0	17.3
CAFE	0	15076.9	0	423.2	0	959.5	0	2003.9	0	2039.1	0	2836.4	0	2352.7	0	1200.3	0	2186.6	0	563.1	0	321.2	0	88.4	0	102.5
CAUCHO NATURAL (HULE)	284.1	69.1	26.9	0	20.2	0	73.7	0	18.5	0	11.9	0	0	0	30.3	0	0	0	27.7	0	28.9	17.2	0	34.5	46	17.4
FLORES Y FOLLAJES	0	101.7	0	2.2	0	35.5	0	28.1	0	3.2	0	4.2	0	0	0	0	0	14.4	0	12.9	0	0	0	0	0	1.2
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	31.9	0	0	0	0	0	7.7	0	10	0	3.3	0	0	0	0	0	0	0	0	0	0.6	0	8.2	0	2.1
MANZANA	13.3	0	13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	42	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	117.1	0	0	0	8	0	10.9	0	0	0	0	0	8.5	0	48.1	0	8.8	0	0	0	6.2	0	8.9	0	17.7	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	17.9	0	0	0	4.7	0	0	0	0	0	0	0	0	0	11.2	0	0	0	0	0	1.2	0	0.9	0	0	0
SEMILLA DE AJONJOLI	0	167	0	16.7	0	20.7	0	0	0	20.7	0	0	0	20.7	0	0	0	22.1	0	22.1	0	0	0	22.1	0	22.1
TABACO EN RAMA O SIN ELABORAR	0	1764.5	0	0	0	0	0	0	0	0	0	0	0	637.8	0	0	0	1126.6	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	72440.4	3240	6465	63.5	3361.2	242.1	5222	226.7	6782.1	478.2	6873.6	217.5	6640.1	185.3	10580.9	274.4	7868.7	63	4388.4	127.4	4035.1	576.2	5589.9	468.2	4633.4	317.5
