	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	84287.6	15023.7	8534.5	733	4073.3	1128.3	5266.4	1465.3	10870.1	1702.6	8393.9	2934.6	8965.8	1464.1	8968.2	1519	6631.8	958.5	6088.2	1065.3	5702.2	1009.2	6956.4	714.5	3836.8	329.4
INDUSTRIAS AGROPECUARIAS	1822.2	12494.1	25.3	464.2	53.8	967.3	19.5	1201.7	42.9	1452	1	2664	97.3	1449	1376.4	1166.9	22.8	860.6	26.7	1023.7	73.9	739.3	46.7	293	35.9	212.6
ANIMALES VIVOS DIVERSOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARROZ	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	8	339.2	0	3.5	0	22.7	0	48	0	9.8	0	48.6	2.3	4.7	0	92	0	16.7	1.5	20.7	0	54.1	4.2	10.3	0	8.1
CAFE	0.2	12035.2	0	460.7	0.1	944.6	0	1149.9	0	1422.3	0	2592.5	0	1437.3	0	1057.8	0	840.6	0	962.9	0.1	684.7	0	281.4	0	200.6
CARDAMOMO	0	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	434.8	0	15.4	0	38.2	0	19.5	0	42.9	0	0	0	86.3	0	61.6	0	20.5	0	25.2	0	70.6	0	25	0	29.4	0
FLORES Y FOLLAJES	0	18.8	0	0	0	0	0	3.4	0	4.3	0	1	0	0.4	0	0.4	0	3.2	0	1.7	0	0	0	0.6	0	3.9
FRIJOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0.1	18.9	0	0	0	0	0	0.5	0	12.1	0	5.2	0	0	0.1	0	0	0	0	0	0	0.5	0	0.7	0	0
LEGUMBRES Y HORTALIZAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	60.3	6.7	9.8	0	14.3	0	0	0	0	0	0	0	8.5	6.7	3.1	0	2.3	0	0	0	3.2	0	17.5	0	1.6	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	7.1	0	0	0	1.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0
SEMILLA DE AJONJOLI	0	33.3	0	0	0	0	0	0	0	0	0	16.7	0	0	0	16.7	0	0	0	0	0	0	0	0	0	0
TABACO EN RAMA O SIN ELABORAR	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
TRIGO	1311.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.6	0	0	0	0	0	0	0	0	0	0	0
YUCA	0	3.5	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	80033.9	2506.8	8137.3	255.7	3987.9	151.7	4708.8	263.6	10433.3	250.6	8347.6	270.1	8819.6	15.1	7565.9	352.1	6590.1	97.9	6002.6	41.6	4777	270	6864.7	421.6	3799.2	116.8
ABONOS Y FERTILIZANTES	245.7	0	17.2	0	0	0	17.9	0	10.2	0	19.7	0	0.2	0	0	0	43	0	36.5	0	0.7	0	86.9	0	13.4	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	1278	4.7	44.8	0	27.6	0	144.9	0	4.3	0	12.9	0.3	158.1	0	20.8	1.1	23.1	0	427.7	2.5	17.6	0	261.3	0.8	135	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0.1	0	0
APARATOS TRANSMISORES Y RECEPTORES	865.5	0.7	407.1	0	64.5	0	16	0	147	0	26.1	0	5.4	0	19.2	0	75.9	0	0	0	24.2	0	29.8	0.7	50.2	0
ARMAS Y MUNICIONES	75	0	3.3	0	0	0	0	0	0	0	2.6	0	0	0	40.6	0	5.8	0	0	0	0	0	22.6	0	0	0
ARTICULOS DE VESTUARIO	788.7	17.7	26	0.3	10.6	0.8	53	1.6	44.4	2.8	132.9	2.3	28.8	2.2	135.8	3.7	20.7	0	163.8	1.1	33.4	0	84.9	0.9	54.3	2.1
AZUCARES Y ARTICULOS DE CONFITERIA	4.6	0	0	0	0	0	0	0	0	0	0.3	0	0.1	0	0	0	0.8	0	0	0	1.3	0	2	0	0.1	0
BATERIAS ELECTRICAS	134.2	0	40.7	0	0	0	8.3	0	0.4	0	0	0	0	0	0	0	7.2	0	0	0	71.4	0	0	0	6.2	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	503	1188.7	28.6	30.4	66.4	104.5	22.2	77	38.1	60.8	32	169.1	19.3	0	25.6	136.8	7.1	0	15.5	0	44.3	228.5	110.8	305.6	93	76
CAFE SOLUBLE Y MOLIDO	9.2	0	0	0	0	0	0	0	0	0	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALZADO	211.3	3.3	1.3	0	2.2	0	35.1	0.2	6.8	0	32.9	0.1	19.1	0	20.9	3	10.6	0	17.7	0	0	0	26.7	0	38	0
CARNE	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
CERAS	21.2	1.3	6.7	0	2.7	0	0.3	0	0	0.1	0	0	0	0	0.1	0	0.1	0	8.9	0	0.2	0.6	0.1	0	2.2	0.6
CLAVOS Y TORNILLOS	38	0	2.4	0	0.5	0	1.7	0	5	0	1.8	0	0.4	0	0.9	0	13.1	0	7.7	0	1.4	0	2	0	1	0
DETERGENTES Y JABONES	281.9	5.7	0	0	20.2	0	17.8	0	0	0	0	0	69.9	0	27	0	28.4	5.7	18.3	0	12.1	0	35.2	0	52.9	0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	11.6	0.1	0	0	0.2	0	0	0	1.5	0	0	0	0.8	0	0.2	0	4.1	0	1.7	0	0	0	1	0.1	2	0
GRASAS Y ACEITES COMESTIBLES	87	0	4.1	0	0	0	0	0	1	0	1.8	0	66.8	0	0.2	0	5.3	0	0	0	3.6	0	4.1	0	0	0
HARINAS DE CEREALES	2.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	332.3	0.2	23	0.1	19.9	0	14.9	0	21.6	0	30	0	49.4	0	20.3	0	70.3	0	27.4	0	24.2	0	21.9	0.1	9.4	0
HILOS E HILAZAS	71.8	0	0	0	3.9	0	1.6	0	24	0	0	0	3.9	0	2.2	0	0.3	0	35.4	0	0	0	0.5	0	0	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSTRUMENTAL MEDICO Y OTROS	993.6	2.6	46.1	0	8.9	0	370.3	0	23.9	0	59.5	0.6	12	0	206.8	0	41.3	0	111.3	0	15.9	0	78.8	1.5	18.9	0.4
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	761.2	10.7	280.2	1.8	50.1	0	0.1	0	342.8	0.7	0.7	0.7	3	0.4	0.3	6.3	7.9	0	2.7	0.4	35.1	0	36.4	0.3	1.7	0.2
LAMINA Y ALAMBRE	184.4	0	7.7	0	0.7	0	21.3	0	11.3	0	0.8	0	28.9	0	0	0	0.1	0	69.1	0	2.2	0	41.7	0	0.5	0
LECHE Y OTROS PRODUCTOS LACTEOS	28.4	0	0	0	0	0	1.1	0	0	0	0.9	0	1.6	0	14.3	0	4.4	0	2.1	0	2.4	0	0	0	1.6	0
MANUFACTURAS DE CAUCHO	243.9	2.4	29.9	0	2.9	0	4.4	0	36.3	0	54.7	0	29.4	0	11.3	2.4	10.1	0	28.7	0	5.3	0	27.8	0	3.1	0
MANUFACTURAS DE CERAMICA	1647.8	32.6	199.2	1	64.3	0	125.4	3.6	157.4	16.6	172.4	3.8	150.7	0	79.6	4.7	242.8	0	162.9	0.2	139.4	0	106.6	1.4	47.2	1.3
MANUFACTURAS DE CUERO	54.4	0.2	0	0	3	0	1.4	0	4.2	0	4.5	0.1	9.3	0	5.6	0.1	3.7	0	3.2	0	2.6	0	8.8	0	8	0
MANUFACTURAS DE MADERA	55	580.9	0	86.9	0.1	0	18.2	89.9	0	110.5	0	54.9	0	0	4.9	49.1	11.1	65.6	13.3	30.3	4.6	39.3	2.5	54.4	0.3	0
MANUFACTURAS DE PAPEL Y CARTON	1606.4	5.9	33.8	0	27.3	0.1	39.1	0	309.8	0	130.3	0	100.5	0	205.2	5.6	206.9	0	200.6	0	33.4	0	169.7	0.2	149.9	0.1
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC"	149.2	214	0	63.6	10.9	42.8	9	9.9	11.4	0	1.8	0.5	22.5	8.1	30.3	57.7	15.2	0	11.6	0	12.8	0	23.8	15.9	0	15.5
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	540.9	0	18.6	0	21.1	0	27.8	0	79.1	0	60	0	71	0	25.2	0	42.5	0	4.7	0	63	0	98.9	0	29	0
MANUFACTURAS DE PIELES	4004.1	30	395	0	270.5	0	2.8	0	151.2	0	289.8	30	566.7	0	509.5	0	850.5	0	240.9	0	221.1	0	404.8	0	101.3	0
MANUFACTURAS DIVERSAS	1655.7	9.7	103.5	0.1	37.2	0	112.1	0.6	88	0.7	162.9	0.6	102.7	0.8	199.4	1	238.4	0	138.7	2.4	157.2	1.5	213.1	0.5	102.4	1.5
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	30797.4	98	3136.7	15.2	1476.8	0	1888.4	8.1	4402.1	35.3	2847.1	0	3524.5	0	2537.9	11.5	2094.2	26.6	2679.3	0.1	1627.4	0	2857.5	1.2	1725.5	0
MATERIALES PLASTICOS Y SUS MANUFACTURAS	2917.1	26.6	237.1	3.5	147.5	0	294.5	0	381.8	5.1	351	0.8	227.6	2.8	200.7	8.3	285.7	0	144.6	2.2	235	0	267.1	3	144.4	0.8
MATERIALES TEXTILES (TEJIDOS O TELAS)	11019.4	2	903.5	0.1	419.1	0	757.2	0.1	1902.3	0.2	1941.7	1.4	1847.6	0.1	1920.3	0.2	748.6	0	209.2	0	274.3	0	53.3	0	42.1	0
MOTA DE ALGODON	0	0.7	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC."	1220.2	113.4	97.3	24.7	5	0	49	72.2	160.2	0	93.2	3.2	133.6	0	192.2	9.1	15.9	0	205	0.6	108.3	0	84.4	2.3	76	1.3
NEUMATICOS Y TUBOS	61.3	0	0	0	5.5	0	1.2	0	0	0	11.2	0	16.1	0	2.2	0	9.1	0	0	0	11.7	0	3.2	0	1.2	0
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES"	1.2	0.9	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0.5	0	0.5
OTRAS MANUFACTURAS DE METALES COMUNES	2220.8	11.7	275.1	0	111.1	3.5	154.8	0	383.9	2.7	235	0	167.3	0	185.4	3.9	125.5	0	73.6	0.5	73.1	0	236.1	0.6	199.9	0.6
OTROS ACEITES ESENCIALES	5	5.1	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
PAPEL Y CARTON	160.2	0	14.2	0	14	0	0.4	0	62	0	22.2	0	24.1	0	11.8	0	0	0	1.1	0	0	0	0	0	10.3	0
PIELES Y CUEROS	33.6	0	0	0	0	0	7.4	0	0	0	0	0	0	0	5.2	0	0	0	4.7	0	0	0	13.9	0	2.3	0
PINTURAS Y BARNICES	1032.3	0	80.9	0	58.6	0	14.6	0	74.7	0	106.2	0	117.2	0	146.7	0	121.4	0	49.4	0	124.8	0	97.4	0	40.3	0
PREPARADOS A BASE DE CEREALES	439.8	0	31.4	0	27.7	0	2.4	0	59.6	0	20.8	0	64.9	0	33.2	0	39.3	0	19.2	0	44.6	0	58.6	0	38.2	0
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS"	13.7	0	0	0	0	0	0.1	0	0	0	1.2	0	0	0	12.4	0	0	0	0	0	0	0	0	0	0	0
PREPARADOS DE LEGUMBRES Y HORTALIZAS	100.7	0	6.8	0	6	0	0.1	0	8	0	9.4	0	21	0	12.6	0	2.3	0	0	0	13.6	0	18	0	2.9	0
PREPARADOS DE FRUTAS	161.7	0	30.7	0	0	0	1.4	0	14.8	0	19.5	0	0.2	0	14.9	0	0.1	0	29.6	0	20.7	0	0.1	0	29.6	0
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS"	543.6	0	7	0	10	0	0	0	22.1	0	153.9	0	8.4	0	0	0	131	0	9.9	0	170.4	0	1	0	29.9	0
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	1216	15	231.2	0	54.9	0	78.5	0	79.8	0.2	82.5	0	156.5	0	95.3	0	73.8	0	75.4	0	129.6	0	108.9	0	49.6	14.8
PRODUCTOS FARMACEUTICOS	6369.9	0	672.6	0	315.5	0	232.7	0	1055.6	0	524.5	0	705	0	263.7	0	644.5	0	176.9	0	866.6	0	740.3	0	172	0
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O"	4.8	6.7	1	0	0.2	0	0	0.2	1.1	0.7	0	0.6	0	0.5	0.2	3.2	0.8	0	0.6	1.2	0.2	0	0.3	0.3	0.3	0
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS"	15.2	0	0	0	5.6	0	0	0	0	0	0	0	2.1	0	0.6	0	0	0	2.7	0	0.4	0	3.8	0	0	0
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS"	20.8	2.1	0.1	0.1	0.1	0	0.2	0.3	0.1	0.6	0.9	0.1	4.3	0.2	5.9	0	2.8	0	1.7	0	0.1	0	2.9	0.7	1.6	0
TABACO ELABORADO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
