,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),404890.9,151509.1,23505.6,36202.9,33906.3,22680.3,32628.6,13906.4,38108.8,2371.8,33124.9,20710.4,26413.4,1594.7,33816.5,19630,43254,1265,32599.5,1494.1,37685.5,3557.8,30930.2,6717.6,38917.5,21378.1
INDUSTRIAS AGROPECUARIAS,2536.8,10343.7,110.7,178,241.5,1104.6,142.2,1193.2,165.1,1021.1,178.2,1301.8,449.8,1132.5,310.1,746.6,304,1064.8,63,1141.9,331.2,446.5,121.5,839.9,119.5,172.7
ARROZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANANO,0,1423.7,0,95.9,0,88.7,0,114.8,0,133.8,0,169,0,140.8,0,112.6,0,119.5,0,98.1,0,133.2,0,91.1,0,126.2
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",106.4,26.7,0,0,0.1,2.5,0,0.1,6.3,3,15.8,0.1,84.3,1,0,0,0,5.4,0,5.8,0,8.5,0,0.4,0,0
CAFE,0,8404.1,0,82.1,0,831.1,0,913.3,0,884.4,0,1132.8,0,990.7,0,540.6,0,893.2,0,1036.3,0,304.8,0,748.4,0,46.5
CARDAMOMO,0,349.1,0,0,0,182.4,0,165,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
CAUCHO NATURAL (HULE),2129.9,0,101.3,0,239.3,0,139.5,0,157.9,0,146.2,0,208.8,0,297.9,0,296.1,0,46,0,308.8,0,109.2,0,79,0
ESPECIAS,2.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",3.4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,0,46.7,0,0,0,0,3.4,0,0,0
LEGUMBRES Y HORTALIZAS,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
MAIZ,132,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,45.3,0,0.5,0,2.1,0,2.3,0,0.9,0,1.5,0,0,0,2.4,0,1.5,0,0,0,11.1,0,8.9,0,14.1,0
PIMIENTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",117.1,0,8.9,0,0,0,0,0,0,0,14.6,0,24.8,0,9.8,0,4.4,0,17,0,11.3,0,0,0,26.3,0
INDUSTRIAS MANUFACTURERAS,350054.2,126620.2,23214.7,35930.4,31726.6,21313.2,28414.7,12563,34761.3,1158.2,27751.2,19256,25618.5,309.8,27072.6,18767.5,33742.4,52.5,28224.3,175.8,32180.3,316.1,28461.3,27.9,28886.3,16749.7
ABONOS Y FERTILIZANTES,0.3,423.4,0,0,0.3,0,0,0,0,63.5,0,174,0,185.9,0,0,0,0,0,0,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,3901.7,37.5,273.4,0,84.4,0.8,649.7,0.5,660.7,16.4,174.8,2.7,87.3,15.2,437.4,0.3,240.3,0.7,251.5,0,520.2,0.2,267.9,0,253.9,0.7
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,50.8,1.1,1.3,0,5.8,0.1,8.4,0,1.8,0,27.1,0,0.2,0,1.9,0.1,1.3,0.2,0.1,0,2.6,0.6,0.2,0,0.2,0
APARATOS TRANSMISORES Y RECEPTORES,849.7,0.6,66.9,0,167.3,0.3,7.7,0,98.4,0,230.8,0,39.1,0.2,13.7,0,77.6,0,22.7,0,4.8,0.1,2,0,118.7,0.1
ARMAS Y MUNICIONES,588,0,0,0,359.9,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,380.7,446.7,48.2,20.9,4.6,58.1,83.9,168.7,33.2,12.4,27.9,25,24.9,35.2,21,24.6,5.8,16.6,5.8,8.6,11.5,13.3,29.7,0,84.1,63.4
AZUCAR,0,123149.3,0,35792,0,21011.1,0,12341.8,0,0,0,19025.5,0,0,0,18718.7,0,0,0,0,0,0,0,0,0,16260.3
AZUCARES Y ARTICULOS DE CONFITERIA,1.9,0,0.1,0,0,0,0.2,0,0.2,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0,0.5,0
BATERIAS ELECTRICAS,2719.9,24,339.6,0,230.8,0,127,0,543,0,137.2,0,97.8,0,203.3,0,370.5,0,116.8,0,133.8,0,225.8,0,194.3,24
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,1476.7,0,66.3,0,91.6,0,115.9,0,64.2,0,250.2,0,147.8,0,87.4,0,152.1,0,152.5,0,162.5,0,75.4,0,110.8,0
CAFE SOLUBLE Y MOLIDO,3.9,0,0,0,0,0,1.1,0,0.1,0,0,0,0.7,0,0.3,0,0,0,0,0,1.6,0,0,0,0,0
CALZADO,193.4,1.2,0.9,0,1.6,0,0.2,0.3,2,0.2,58.1,0,6.8,0.1,51.1,0.2,12.4,0.3,17.9,0,21.4,0.2,0.2,0,20.9,0
CERAS,26.8,0,9.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,4.1,0,9.2,0,2.7,0,0,0
CLAVOS Y TORNILLOS,222,0,9.8,0,12.3,0,9.9,0,34.4,0,5.3,0,6.8,0,12.9,0,25.9,0,7.3,0,73.8,0,1.8,0,21.7,0
DETERGENTES Y JABONES,397.9,0,35.8,0,0,0,5.7,0,64,0,0.7,0,81.5,0,30.5,0,26.2,0,73.6,0,24.3,0,1.4,0,54.1,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",29.6,4.2,0,0,2,0,3,0,8.5,4.2,1,0,3.2,0,2.5,0,0.3,0,6.2,0,0.4,0,0.4,0,2.1,0
GRASAS Y ACEITES COMESTIBLES,27.7,0,0,0,10.5,0,0.2,0,0.1,0,0.5,0,0.2,0,1.6,0,0,0,0,0,6.1,0,8.3,0,0.1,0
HARINAS DE CEREALES,8.3,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,396.2,0.4,18.1,0,47.7,0.1,0.1,0,20.1,0,15.1,0,27.1,0.1,89.2,0.1,13.4,0.1,21.1,0,28.4,0.1,5.8,0,110.1,0
HILOS E HILAZAS,26111.2,16.2,2238.3,0,1706.9,0,1368,0,3717.7,0,1620.9,0,2452.8,0,1900,0,2201.4,0,2720.2,0,2429.6,0,2065.3,0,1690.1,16.2
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
INSTRUMENTAL MEDICO Y OTROS,4004,1.3,304.3,0,263,0.8,370.4,0,311.4,0.1,487.8,0,363.1,0.1,558.7,0,172.5,0,158.9,0,410.8,0,349.7,0,253.3,0.3
JOYERIA DE FANTASIA,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",153.5,26.4,6.1,2.3,0.9,2.5,0.6,2.9,17.8,0,5.3,4,44,3.1,14.6,1.4,31.3,0.7,7,0,3.2,5.2,4.7,1.3,17.9,3
LAMINA Y ALAMBRE,2550.9,0,75.7,0,667.6,0,95.9,0,374.3,0,952.7,0,33.7,0,11.4,0,93.6,0,99.8,0,83.3,0,3.2,0,59.6,0
LECHE Y OTROS PRODUCTOS LACTEOS,51.8,0.2,23.6,0,0,0,0,0,1.7,0,22.9,0,0.1,0.2,3.6,0,0,0,0,0,0,0,0,0,0,0
MANUFACTURAS DE CAUCHO,1231.7,0.1,127.3,0,54.3,0,150.4,0,109.7,0,121,0,35.3,0,65.4,0,238.7,0,89.2,0,140.4,0,29.6,0,70.3,0
MANUFACTURAS DE CERAMICA,32.4,2.6,2.1,0,0.8,0.1,1.6,0.1,5.2,0,2.5,0.6,0.8,0,11,0.9,0.8,0.1,0.4,0,3.1,0.8,4.2,0,0,0
MANUFACTURAS DE CUERO,52.2,3.3,24.1,0,0,0,0.3,0.1,0,1,0,0,0,0.1,0.6,0.6,1.7,0.1,0,1.4,0,0,5.3,0,20.2,0
MANUFACTURAS DE MADERA,61.4,0.3,19.9,0,2.9,0,0.1,0,3.1,0,0.9,0,2.2,0.1,2.3,0,3,0.1,0,0,12.9,0.1,8.1,0,5.8,0
MANUFACTURAS DE PAPEL Y CARTON,9479.7,216.4,867.4,13.3,802.6,13.4,630.4,16.2,973.3,18.7,659.9,24.2,968.8,20.4,604.9,17.7,1254.1,18.2,684.1,15,760.1,21.2,690.5,13.9,583.5,24.3
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",68.1,16.5,0,0,7.2,0,0,0,7.5,0,0,0,2.1,0,0.2,0,2.7,0,0,0,0.9,16.5,46.8,0,0.7,0
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,725.1,0.9,125.1,0,20.2,0,10.4,0,139.1,0.4,65.6,0,67,0,70.4,0,38.8,0,33.5,0,67.1,0.5,35.1,0,52.8,0
MANUFACTURAS DE PIELES,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7,0
MANUFACTURAS DIVERSAS,4265.3,3.4,230.1,0,152,0,261.2,0,508.1,0,1029.5,0,497.8,0.1,197.9,0,291.6,0.2,203.5,2,312.5,1.1,373.8,0,207.2,0
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,48056.4,262.7,1797.5,16,5551.5,176.1,5766.1,0.7,2688.5,12.4,1469,0,3630.4,0.2,881.6,0.2,12328.2,13.5,10522.4,0,1396,25,730.3,0,1295,18.7
MATERIALES PLASTICOS Y SUS MANUFACTURAS,27789.1,11.3,1812.7,0,2195.3,0.5,2864.1,0.3,2264.6,0,1012.4,0,1867.3,0.1,2321.3,0,2432.5,0.3,1697.3,0,3841.2,7.1,3372.1,0,2108.5,3
MATERIALES TEXTILES (TEJIDOS O TELAS),84008.7,699.4,8673.9,85.9,6720.8,0.1,4972.5,31.2,8983.9,0,7746.9,0,7045.5,47.6,6545.8,0.1,6841.6,0,4475,148.9,7886.5,59.1,8170.2,12.6,5946.2,313.9
MELAZAS DE AZUCAR,0,1008.4,0,0,0,0,0,0,0,1008.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",1087.9,7,3.3,0,0.3,1.7,147.6,0.2,18.1,0,17.5,0,86,0.8,102.7,0.6,16.8,0.9,553.2,0,36.7,1.7,74.4,0,31.2,1.2
NEUMATICOS Y TUBOS,12157.9,0,1050.1,0,904.6,0,1024.5,0,977.4,0,935.5,0,1072.9,0,1221.3,0,1094.2,0,909.2,0,1107,0,1061.6,0,799.6,0
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",0.7,0.5,0.2,0,0,0.2,0,0,0.2,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0
OTRAS MANUFACTURAS DE METALES COMUNES,2957,3.8,397.8,0,212.6,1.8,185.2,0.1,267.3,0,341.5,0,242.6,0.1,334.4,1.3,77.6,0,231.1,0,276.7,0.2,151.8,0,238.5,0.4
OTROS ACEITES ESENCIALES,207.3,0,0.1,0,79,0,0.1,0,39.8,0,10.3,0,55.1,0,16.5,0,0.2,0,0,0,0,0,0,0,6.4,0
PAPEL Y CARTON,603.3,0,101.1,0,5.8,0,17.3,0,75.7,0,63.1,0,4,0,49.4,0,67.6,0,2.4,0,37.7,0,93.9,0,85.4,0
PESCADO Y MOLUSCOS,28,0,0,0,5.4,0,0.7,0,0,0,2.1,0,0,0,0.3,0,0,0,0,0,18.1,0,0,0,1.3,0
PIELES Y CUEROS,9.1,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINTURAS Y BARNICES,10678.4,191.3,796.3,0,856.7,0,721.3,0,878.5,14.2,863.4,0,1087.4,0,1107.1,0,1114.6,0,411.1,0,906.3,157,1221.4,0,714.4,20.2
PREPARADOS A BASE DE CEREALES,191.3,0,1.2,0,3.7,0,48.6,0,10.3,0,5.1,0,1.2,0,19.7,0,29.5,0,0,0,24.3,0,26.8,0,20.8,0
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS",299.1,0,31.7,0,36.9,0,40.5,0,33,0,4.6,0,29.2,0,15.4,0,3.9,0,0,0,43.3,0,22.6,0,38,0
PREPARADOS DE LEGUMBRES Y HORTALIZAS,13,0,0,0,0,0,0,0,0.6,0,8,0,0,0,3.4,0,1,0,0,0,0,0,0,0,0,0
PREPARADOS DE FRUTAS,91.9,0,0.1,0,1.1,0,16,0,8.8,0,5,0,1.3,0,2.5,0,12.9,0,13.4,0,8.7,0,15.3,0,6.6,0
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS",78.2,0,0.5,0,25,0,4.5,0,0.5,0,0.3,0,14.7,0,0.1,0,0,0,0.1,0,32.4,0,0,0,0,0
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,6996.5,5.2,451.5,0,276.4,0,395.5,0,665.3,0,404.1,0,475.9,0,1236.6,0,832.4,0,570.4,0,414.7,5.2,455.5,0,818.2,0
PRODUCTOS FARMACEUTICOS,2191.3,0,136.6,0,196.1,0,174.7,0,92.9,0,176.7,0,369,0,251.1,0,223,0,101.5,0,123.7,0,135.3,0,210.6,0
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS,69.1,0,4.9,0,0,0,0.4,0,3.8,0,0,0,7.8,0,17.7,0,12.8,0,1,0,1.2,0,13.9,0,5.6,0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O",156.1,1.1,1,0,50.6,0,0,0,1.9,0,0.9,0,0.3,0.3,0.4,0.2,6.5,0,0.1,0,19.7,0.4,23.5,0,51.3,0.1
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS",28,0,1.6,0,0.5,0,3.7,0,1.1,0,1.2,0,0.5,0,8.3,0,1.5,0,0,0,4.7,0,1.6,0,3.3,0
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",45.2,0.1,4.5,0,0,0,0,0,2.4,0,14.5,0,1.2,0,10.6,0,2.7,0,0,0,4.1,0.1,2,0,3.1,0
TUBERIA Y SUS ACCESORIOS,2399.1,0,44.3,0,149.5,0,84.9,0,71,0,237.1,0,37.5,0,145.2,0,353.5,0,100,0,910.4,0,20.5,0,245.1,0
VEHICULOS Y MATERIAL DE TRANSPORTE,89665.7,52.4,2952.3,0,9739,45.5,8024.5,0,9962.7,6.4,8514,0,4591.4,0.1,8151.3,0,3028.4,0.3,3954.5,0,9840.8,0.1,8630.2,0,12276.6,0.1
VIDRIO Y SUS MANUFACTURAS,145.6,1,28.5,0,17.9,0.1,19.9,0.1,6.2,0,18.7,0,5.9,0.1,7.3,0.3,4.7,0.1,5.5,0,20.3,0.3,0.4,0,10.4,0
INDUSTRIAS EXTRACTIVAS,52299.8,14545.3,180.2,94.5,1938.3,262.4,4071.6,150.2,3182.3,192.6,5195.5,152.5,345.1,152.3,6433.8,116,9207.6,147.7,4312.3,176.4,5174,2795.2,2347.4,5849.9,9911.7,4455.6
ALUMINIO,639,1233.7,23.5,44.3,49.3,109,79,72.7,81.4,107.5,0,82.4,84.8,94.5,0,59.8,55.4,90.3,3.7,111.1,70,82.3,33.9,179.9,158.1,200
COBRE Y SUS MANUFACTURAS,40.6,0,0.1,0,2.6,0,0.2,0,0.1,0,3.7,0,10.7,0,3.2,0,4.3,0,8.3,0,5,0,0,0,2.5,0
DESPERDICIOS Y DESECHOS DE METALES (CHATARRA),0,914.3,0,50.1,0,153.4,0,77.5,0,85.1,0,70.1,0,57.8,0,56.1,0,57.4,0,65.3,0,72.4,0,89.4,0,79.5
DIESEL,8216.2,0,0,0,0,0,0,0,0,0,0,0,0,0,158.5,0,5993,0,0,0,490.6,0,0,0,1574.1,0
ESTA&O,1.2,0,0.3,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0
GASES INDUSTRIALES,267,0,0,0,22.8,0,4.5,0,56.5,0,20.5,0,22.3,0,4.5,0,49,0,0,0,39.5,0,0,0,47.3,0
