,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),427187.7,53067.5,36147.5,933,25839.5,1404.1,33003.7,19268.2,29303,1522,36885.5,902.4,32733.6,10610,26690.4,984.4,35234.9,14287.3,22497.6,880.3,31458.4,637.2,29022.8,732.9,88370.9,905.7
INDUSTRIAS AGROPECUARIAS,2188.9,9734.3,22.9,821.1,185.6,582.6,213.4,1386.5,276.9,1284.1,213,647.1,211,1318.7,227.8,751.6,207.3,511.4,130.9,631.7,248.1,475.6,83.5,621.1,168.7,702.6
ARROZ,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANANO,0,652.7,0,43.9,0,25.1,0,62.7,0,70.8,0,62.7,0,50.7,0,38.1,0,57.2,0,57.2,0,44.5,0,57.2,0,82.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",31.9,57.3,0,0,0,2,0,0.1,0,0.1,26.6,0,0,1.6,0,0,0,0,5.2,33.9,0,16.6,0,3,0,0
CAFE,0,9003.2,0,777.2,0,555.6,0,1321.9,0,1205,0,584.4,0,1266.5,0,702.4,0,454.2,0,540.6,0,414.6,0,560.9,0,620
CARDAMOMO,0,1.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0
CAUCHO NATURAL (HULE),2009.8,0,0,0,185.1,0,194.2,0,276.9,0,183.3,0,182.6,0,226.3,0,199.5,0,125.6,0,224.4,0,80.7,0,131,0
ESPECIAS,7.5,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.3,0,0,0,0.4,0
FRIJOL,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0
LEGUMBRES Y HORTALIZAS,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,10.8,0
MANZANA,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,72.6,19.8,3.2,0,0.5,0,19.2,1.3,0,8.2,3,0,28.4,0,1.5,10.3,1.8,0,0,0,11.3,0,2.7,0,1.1,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",43.1,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,17.9,0
INDUSTRIAS MANUFACTURERAS,337608.8,41456.3,33807.7,11.4,23067.2,550,29596.2,17584.5,27012.1,79.2,36284.8,102.6,28472.3,9211.6,26313.7,40.6,34776.7,13668.8,16637.9,35.9,29120.2,47.6,28710.8,17.5,23809.2,106.5
ABONOS Y FERTILIZANTES,12867.7,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,7667.7,0,0,0,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,3.7,0,0,0,0,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,4138.1,7.4,76.6,0.2,389.5,0.6,539.8,1.6,518.9,1.4,397.2,2.2,233.3,0.2,254.7,0.9,476.6,0,356.6,0,506.6,0,230.5,0,157.9,0.4
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,202.8,1.5,0,0,1,0.1,0.3,1.1,6.2,0,153.9,0,1.4,0,16.4,0,8.5,0,0.4,0,7.9,0,1.7,0,5.2,0.1
APARATOS TRANSMISORES Y RECEPTORES,1642.9,0.7,218.4,0.1,49.1,0.1,13.1,0,125.6,0,381.8,0,156.5,0,232.9,0.1,95.5,0.1,65.2,0,14,0,267.1,0,23.7,0.3
ARMAS Y MUNICIONES,216,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,482.4,960.9,5.3,0.6,4.1,10.1,29.9,33,10.8,42.8,42,87,41.1,23.5,2.8,4.4,33.7,707.6,163.7,2.1,43.7,23.9,94.8,0,10.5,25.8
AZUCAR,0,39595.4,0,0,0,0,0,17496.4,0,0,0,0,0,9166.1,0,0,0,12933,0,0,0,0,0,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,3.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0.3,0,0.2,0,0,0
