,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),440031.3,293034.1,66817.9,58613.2,42960.3,72972.3,27367.9,31510.2,30110.1,15910.6,43350.1,39122.4,36635.9,11343.5,30431.5,4300,22267.6,6972.3,33911.7,5802.8,37560.1,2124.9,31294.7,21004.8,37323.5,23357.3
INDUSTRIAS AGROPECUARIAS,2968.3,21919.3,303.1,1249.2,194.7,1305.7,170.7,1619.4,358.7,1822.8,145.9,5344.3,343.2,2193.4,421,2353.1,284.7,2036.2,209.3,1301.6,235.1,821.1,212.9,499.1,89,1373.2
ARROZ,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANANO,0,5246.7,0,322.6,0,490.9,0,379,0,379,0,473.9,0,505.4,0,434.6,0,454.6,0,419.2,0,485.7,0,412.7,0,489.2
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",39.7,3.3,0,0,6.5,0,0,0,0,1.5,0,0,5.5,0.1,0,0,0,0,0.1,0,23.4,1.6,4.3,0,0,0.1
CAFE,0,16134.9,0,924.4,0,809.8,0,1224.1,0,1319.7,0,4865.8,0,1605.6,0,1835.9,0,1518.5,0,852.6,0,299.9,0,67.5,0,811
CARDAMOMO,0,67.7,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,29.8,0,0,0,0,0,37
CAUCHO NATURAL (HULE),2856.7,0,303.1,0,182,0,168,0,324.2,0,142.8,0,334.7,0,413.7,0,284.3,0,208.3,0,208.3,0,205.1,0,82.3,0
ESPECIAS,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.3,0,0,0,0.1,0,0,0,0.1,0,0,0
FRIJOL,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,18.9
"FRUTAS FRESCAS, SECAS O CONGELADAS",1.2,171.4,0,0,0,0,0,0,0,85.7,0,0,0,42.8,0,42.8,0,0,0,0,0,0,1.2,0,0,0
LEGUMBRES Y HORTALIZAS,1,232,0,0,0,0,0,16.2,0,22.4,0,0,0,39.5,0,39.8,0,63.1,0,0,0,33.9,1,0,0,17
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,34.7,25.5,0,2.2,6.3,5.1,2.6,0.1,2.2,13.6,3.1,4.6,2.5,0,5.8,0,0.4,0,0.8,0,3.5,0,0.9,0,6.7,0
PIMIENTA,6.3,0,0,0,0,0,0,0,6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",26.4,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
YUCA,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
INDUSTRIAS MANUFACTURERAS,326419.5,168696.8,29631.7,37509.4,28073.5,54128.9,25535,18825.2,29043.6,774.4,32167.4,19538.4,24367.1,500.6,29162.8,708.4,21779.4,4281.1,27283.3,673.8,21984.7,881.4,28170.8,13807.3,29220.3,17067.9
ABONOS Y FERTILIZANTES,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0
ALIMENTOS PREPARADOS PARA ANIMALES,17.5,0,3.1,0,0,0,0,0,0,0,0,0,0.1,0,10.9,0,0,0,3.4,0,0,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,3389.2,117.9,179.6,0.1,96.8,0.2,340.5,0,209.3,0.2,385.2,0,469.3,0,324.7,0,225,115.8,341,0.6,286.7,0,291.8,0,239.1,1
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,97.5,0.4,12.3,0,2.2,0,2,0,20.5,0.3,30.2,0,8.2,0,14.9,0,1.8,0,3.3,0,0,0,0.4,0,1.8,0
