,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),387501,79324.5,21987.4,14750.1,35213.6,2887.9,26506.3,4433.6,50920.2,7861.7,26891.3,2723.2,38052,16250.4,30169,1028.6,32890.7,1337.1,36005.1,2850.3,23834.5,610.6,34332.3,5102.1,30698.6,19488.9
INDUSTRIAS AGROPECUARIAS,688.3,17674.6,1.1,1611.3,0.4,2736.8,5.9,4249.9,50.7,2032.9,5.3,2487.7,46,351,19,838.5,169.1,1001,120.6,3.7,122.4,13.5,46.6,983.9,101.2,1364.5
ARROZ,2.5,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,2,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",32.2,58.4,0,1,0,0.1,0,0,0.7,13.8,0,5.1,19.5,0.2,0,7.5,11.9,1.2,0.1,3.7,0,13.5,0,2.3,0.1,10.1
CAFE,0,17595.1,0,1610.3,0,2736.7,0,4249.9,0,2008.6,0,2482.6,0,340.3,0,831,0,999.9,0,0,0,0,0,981.6,0,1354.3
CAUCHO NATURAL (HULE),510.8,0,0,0,0.4,0,0,0,36.5,0,0,0,2.7,0,3.4,0,128.7,0,86.9,0,122.4,0,39.4,0,90.4,0
FLORES Y FOLLAJES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LEGUMBRES Y HORTALIZAS,2.1,0,0.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.9,0,0.2,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,104.6,0,1.1,0,0,0,5.2,0,12.1,0,5.3,0,13,0,5.8,0,26.1,0,33.7,0,0,0,0.9,0,1.4,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",32,0,0,0,0,0,0,0,1.4,0,0,0,10.2,0,5.8,0,0,0,0,0,0,0,5.4,0,9.2,0
SEMILLA DE AJONJOLI,0,21.1,0,0,0,0,0,0,0,10.5,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,311983.2,58847.7,21830.4,13072.8,21343.7,15,24252.5,56.9,27573.8,5686.5,22964.5,72.3,32333.4,15770.4,27582.8,153.1,28266.4,18.5,32014.4,2275,22632,263.1,22258,3792,28931.2,17672.2
ABONOS Y FERTILIZANTES,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,3755.6,47.4,133.1,0,309.4,6.2,176.3,4.6,603.5,0,137.8,0,186.7,0,538.2,0,392.2,3.2,314.7,31.5,242,1.6,461,0,260.8,0.2
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,474.6,0.2,0.3,0,74.2,0,22.6,0,30,0,10.7,0,23.4,0,0,0,2.1,0.2,0,0,300.7,0,5.5,0,5.1,0
APARATOS TRANSMISORES Y RECEPTORES,4185,0.3,38.8,0,6.4,0,63.2,0,202,0,12.1,0,257.7,0,740.4,0,533.4,0.2,825.1,0,181.6,0,687.9,0,636.3,0.1
ARMAS Y MUNICIONES,594.9,0,190,0,0,0,0,0,0,0,5.5,0,193.5,0,0,0,205.9,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,468.7,183.4,24.5,36.1,5.2,2.6,99.6,11,44.2,0,9.2,71.9,25.2,36.3,40.8,0.1,113.1,2.4,55.9,4.5,22.3,0,12.8,0.3,16.1,18.3
AZUCAR,0,49009.4,0,12879.7,0,0,0,0,0,5587,0,0,0,14365.9,0,0,0,0,0,0,0,0,0,0,0,16176.8
AZUCARES Y ARTICULOS DE CONFITERIA,39.9,0,3.8,0,0.6,0,6.7,0,0.8,0,5.5,0,6.5,0,8.1,0,0,0,0.5,0,0,0,7.5,0,0,0
BATERIAS ELECTRICAS,3678,0,287.9,0,45,0,576.6,0,324,0,346.8,0,506.7,0,324,0,305.8,0,176.3,0,189.5,0,332.3,0,263.1,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,108.2,0.6,0.9,0,4.3,0,24.2,0.6,8.5,0,3.5,0,17,0,2.5,0,8,0,14.8,0,2.5,0,17.7,0,4.1,0
CAFE SOLUBLE Y MOLIDO,20.9,0.5,2.5,0,0,0.5,2.1,0,3.8,0,0,0,0,0,6.1,0,0,0,1,0,0,0,4.6,0,0.9,0
CALZADO,37.5,0.3,0.1,0,0.1,0,7.2,0,0.3,0,0.1,0,0.5,0,0,0,0.5,0.1,0.2,0,0.1,0,0.8,0,27.7,0.2
CERAS,28.3,0,0,0,0,0,0,0,0.3,0,16.3,0,0,0,0,0,0,0,0.2,0,4.7,0,0,0,6.7,0
CLAVOS Y TORNILLOS,83.1,0,0.5,0,3.5,0,23.9,0,0.7,0,0.9,0,9.9,0,2.1,0,10,0,5.1,0,18.8,0,5.9,0,1.6,0
DETERGENTES Y JABONES,54,0.8,0.8,0.8,0,0,0,0,2.5,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,37.2,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",56.4,0,3.4,0,0.6,0,8,0,8.9,0,4,0,3.9,0,12.5,0,1.4,0,4.7,0,1.5,0,6.5,0,1,0
GRASAS Y ACEITES COMESTIBLES,30.5,0,0.4,0,0.1,0,2.3,0,0,0,6.9,0,4.7,0,0.6,0,0.4,0,0,0,14.6,0,0.3,0,0.2,0
HARINAS DE CEREALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
