,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,317796.2,68029,21448.7,19992,21555.8,259.4,24198.3,10153.1,22307.8,482,24934.7,791.8,22969.6,21133.3,29702.8,11421.5,25842,583.1,43387.1,344.8,21001.2,681.4,19613.4,931.5,40834.8,1255
INDUSTRIAS AGROPECUARIAS,367.1,2630.1,23.1,77,115.8,0.7,4.6,404.2,26.5,235,8.6,295.1,11.5,403.6,47,345.7,35.1,220.4,15.9,0,2.8,48.4,11.5,269.7,64.7,330.3
ARROZ,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",0,66.2,0,0,0,0.7,0,0,0,45.5,0,0,0,6.2,0,0,0,0,0,0,0,3.7,0,8.7,0,1.4
CAFE,0,2343.5,0,77,0,0,0,404.2,0,189.5,0,295.1,0,397.4,0,345.7,0,0,0,0,0,44.7,0,261,0,328.8
CAUCHO NATURAL (HULE),176.1,0,0,0,88.2,0,0,0,25.9,0,0,0,0.5,0,0,0,29.1,0,0,0,0,0,0,0,32.4,0
HUEVOS DE AVES,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0
LEGUMBRES Y HORTALIZAS,2.3,0,0,0,0,0,0.3,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0,0,0,1,0
MAIZ,10.4,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,122.8,0,9.4,0,27.6,0,0,0,0.4,0,0.3,0,6,0,45.8,0,0,0,13.3,0,0,0,0,0,19.9,0
PIMIENTA,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",52.5,0,13.7,0,0,0,0,0,0,0,8.3,0,4.7,0,1.2,0,0,0,0,0,2,0,11.2,0,11.4,0
TABACO EN RAMA O SIN ELABORAR,0,220.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.4,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,274879.7,61324.7,18085.1,19688.2,21409.3,53.1,22426.4,9518.1,22187.1,42.8,24907.7,170.7,22006,20291.1,29584.9,10820.9,23264.1,87.1,24069.5,30.8,20766.5,81.5,19460.9,112.2,26711.9,428.2
ABONOS Y FERTILIZANTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,2506.2,108.5,214,0.6,149.5,15.3,277.6,0.1,231.5,20.4,196.4,6.3,141.5,22.7,200,12.9,103.7,14.3,212.4,0,402.6,1,200.7,14.7,176.3,0.1
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,167.3,1.2,1.4,0,0.1,0.1,4.2,0,30.4,0,15.9,0.3,59.2,0,50.2,0.2,0.9,0.2,0.5,0,2.6,0,1.8,0.1,0.2,0.3
APARATOS TRANSMISORES Y RECEPTORES,1490.9,8.2,12.1,0,28.1,0.2,31.2,7.6,28.2,0,164.3,0,167.5,0,274.9,0.4,146.6,0.1,22,0,425.5,0,57.4,0,133.2,0
