,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),433582.4,114557.3,32705.4,33083.1,47759.8,8798.7,26087.6,8781.2,33343.9,2552.6,26451.8,4133,31838.4,5350.6,38170.2,14677,36659.4,7200.8,44247,10827.4,38568.1,9628.7,47148.5,3500.4,30602.2,6023.8
INDUSTRIAS AGROPECUARIAS,3021.6,25113.9,350.7,1745.5,314.8,1660.7,308.6,2431.7,262,1412.7,387.8,3122.1,140.7,3984,195.2,3845.2,90.4,1540,330.5,2012.3,217.6,1280.9,234.3,820.4,188.9,1258.2
ARROZ,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0
BANANO,0,9251.8,0,441.1,0,434.5,0,521.2,0,393.5,0,475,0,1977.7,0,1957.5,0,637,0,682.4,0,629.6,0,354.2,0,748
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",46.9,2.7,0.1,0,0,0,0,1,0.1,0,0,0,3.7,0,0,0,43,0,0,0,0,0,0,0.7,0,1
CAFE,0,14678,0,1261.2,0,845.6,0,1774.7,0,926.7,0,2518.8,0,1850.1,0,1863.2,0,873.1,0,1310.7,0,585,0,416.1,0,452.9
CARDAMOMO,0,60.2,0,0,0,0,0,0,0,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5
CAUCHO NATURAL (HULE),2909.7,0,346.8,0,312.5,0,302.3,0,255.9,0,385.2,0,135.7,0,181.9,0,45.7,0,319.5,0,216.9,0,218.9,0,188.4,0
ESPECIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRIJOL,0,193.3,0,0,0,38.5,0,18.9,0,39.1,0,0,0,38.5,0,0,0,0,0,19.2,0,0,0,19.6,0,19.6
"FRUTAS FRESCAS, SECAS O CONGELADAS",17,260,0,42.8,0,0,0,41.8,0,20.9,0,20.9,0,84.5,12.8,0,0,0,4.2,0,0,49,0,0,0,0
