	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	3673362.8	2660392.9	272701.6	201620.8	262029.5	191638.8	328208.8	218353.3	318242.9	209182.6	283658	199068.1	312411.2	260400.5	324429.2	247696.5	299016.2	239515.1	287280.3	225136.4	315410.4	224341.8	338528.8	210930.6	331445.8	232508.5
INDUSTRIAS AGROPECUARIAS	227952.8	583788.3	19251.7	46707.1	18627.8	43618.5	11519.6	53139.5	21510.1	56517.7	13330.6	55153.9	20762.8	54943.5	22388.4	54778.1	16471.6	47531.8	17607.8	42212.7	15204.7	35359.2	19633.8	32901.9	31644	60924.4
AJO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALGODON	31671.3	0	3704.4	0	1490.1	0	1907.5	0	1962.3	0	1892.6	0	5030.2	0	2563.8	0	3677.8	0	676	0	1295.1	0	4180.1	0	3291.5	0
ANIMALES VIVOS DE GANADERIA	608.6	8	6	0	238.2	0	14.5	1.5	0	1.5	15.6	0	0.7	0	0	5	7.1	0	0	0	9.6	0	0	0	317	0
ANIMALES VIVOS DIVERSOS	150.6	0.1	14.8	0	12.3	0	11.3	0	13.6	0	10.2	0	15.4	0	19.8	0	14.2	0	4.6	0	18.8	0	14	0.1	1.6	0
ARROZ	20037.7	8.9	943.5	0	4882.8	0	734	3.6	3364	0	3726.5	0	2127.9	1	2725.8	0	0	0	0	2.1	109.2	0	136.1	0	1287.8	2.1
AVES DE CORRAL VIVAS	2712.2	0	191	0	208.6	0	344.3	0	201.7	0	237.1	0	67.9	0	311.3	0	272.1	0	133.2	0	286.7	0	226.4	0	231.8	0
BANANO	2160.7	227676.1	0	11269.9	152.1	19214.9	160	20223.6	86.8	18103.7	352	15943	173.7	21122.9	255.9	18345.7	571.4	19124.3	182.8	20282.3	77.7	19773.3	77.7	15195.1	70.6	29077.4
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	9132	25560.4	505.7	3062.9	264.6	3482.9	684	2512.5	1149.9	988.9	369.3	1348.1	480.7	1543	888	3069.1	1110.7	1783.8	1079.6	1433.9	1016.6	1366.3	924.6	2491.8	658.5	2477.4
CACAO	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
CAFE	0.4	141947.5	0	9518.9	0	9976.9	0	15396.8	0	15898.3	0	19328.4	0.2	18318.7	0	17320.8	0	14157.7	0	5421.9	0.1	4351.1	0.1	3239.6	0	9018.3
CARDAMOMO	0	1731.3	0	202.8	0	327.7	0	49	0	171.7	0	115	0	130.9	0	147.6	0	179.1	0	47.3	0	114.1	0	150.4	0	95.8
CAUCHO NATURAL (HULE)	3287.3	3419	336.8	485.5	549.4	331.4	264.7	102.1	250.2	312	201.7	161.3	161.6	212.1	476.3	677.4	151.1	384	285.8	93.6	364.3	281	156.5	255.1	89	123.5
CEBOLLA	3.2	893.5	0	90.7	0	80.7	0	100	0	89.5	0	60.7	0	53.7	3.2	87.4	0	60.5	0	72.9	0	60.1	0	65.2	0	72.1
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	121	4.3	4.2	0.1	0	0	11.6	1	28.2	0	26.3	0	0	0.7	7.4	1	0.1	0	0	0.7	35	0	8.2	0.7	0	0.1
ESPECIAS	106.3	332.3	4.7	0.1	14.3	17	13.4	8	6	19.6	14.8	80.9	4.8	24	6.8	72.4	9.8	0.5	1.4	27.7	17.7	13.3	2.4	27.7	10.3	41
FLORES Y FOLLAJES	94.4	7150.4	0	465.7	0.4	1050.9	2.6	463.3	0.1	788.6	12.6	837	1.4	570.1	0	497.2	3.4	455.3	6.9	574.5	1.5	502.6	65.4	458.7	0.1	486.6
FRIJOL	41.6	483.2	3.1	37.5	8	27.8	4.8	43.5	4.3	36.4	2.8	53.1	5.2	49.2	1.7	28.1	3	19.7	1.2	25.7	2.4	38.6	5.2	45.8	0	78
"FRUTAS FRESCAS, SECAS O CONGELADAS"	9845.4	76933.1	138.5	12566.4	159.2	2326.7	161.1	6988.6	330.9	14638.3	117.1	9283.9	158.9	4786.8	389.6	6057	553	1785.2	806.5	2043.2	829.4	1449	2337.9	3160.6	3863.4	11847.4
HUEVOS DE AVES	464.2	0	12.6	0	25.7	0	8	0	24.9	0	41.2	0	64.1	0	51.7	0	26.3	0	37.2	0	57.7	0	59.7	0	54.9	0
LEGUMBRES Y HORTALIZAS	3382.5	60971.2	145.9	5923.8	105.1	4814.4	385.1	5743.8	135.2	3615.6	446.7	4538.6	400.7	3673.9	959.3	6089.2	112.4	5792.5	65.1	6164.4	172.9	4861.8	377.1	4569.4	77	5183.7
MAIZ	83850.7	5.3	2465.5	0	7032.5	0.1	4421	0.7	7485.5	0.6	5241.3	0.1	8190.4	0.2	8138.3	0.5	5371.8	1.2	9384.3	0.4	7721.8	0	5953.2	1.3	12445	0.1
MANZANA	3145.9	0	195.5	0	247.2	0	147.4	0	7	0	0	0	0	0	0	0	0	0	0	0	59.9	0	695.8	0	1793.2	0
MATERIAS VEGETALES	40.6	59.2	0	0	0.6	7.6	0	0	0	0	1.5	4.2	11.1	0.3	0	21.5	11.1	2.5	0	4.8	1.5	0	13.2	11.4	1.5	6.7
MIEL DE ABEJAS	20.3	229.1	0.5	0	1.6	0	0.5	1.5	5.6	0	0	0	2.3	179.6	0	0	1.1	0	0	45.2	8.7	0	0	2.8	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	2589.1	259.8	87.1	0	342.2	0.2	117.6	1.7	429.4	75.3	435.2	3.8	107.5	0	152.4	33.2	85.1	0	138.1	0.7	280.4	8.3	128.1	51.5	286	85.1
PAPA	109.5	18.3	0	1.3	1.6	1.7	17.3	1.8	2.1	1.4	2.5	1.9	7.5	1.1	0	1.5	27.9	1.1	0.9	1.4	30.3	1.5	6	1.6	13.4	2.1
PIMIENTA	163.5	708.5	14.1	135.5	8.6	53.1	21.8	53.7	21.7	0	1.4	0	0.5	0.4	1.9	0	17.4	106	27.1	93.1	11.1	166	1.8	7.8	36	92.9
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	969.4	0.5	107.7	0	6.9	0	158.5	0.5	110.6	0	33	0	125.8	0	110.8	0	16.5	0	124	0	25.2	0	132.6	0	17.7	0
PLATANO	440	17067.8	0	1265.9	6.8	1031.8	0	929.7	0	1112.3	108.9	1702.8	267.1	1660.1	27.2	1719	13.5	1614.8	6.8	1460.4	0	1648.5	9.1	1331.6	0.5	1591
SEMILLA DE ALGODON	0	0.7	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMILLA DE AJONJOLI	0.2	7434.8	0	1201.2	0	871.7	0	511.8	0.1	266	0.1	327.9	0	441.7	0	602.2	0	358	0	660.9	0	696.9	0	853.7	0	643.1
TABACO EN RAMA O SIN ELABORAR	0.2	10875.3	0	478.7	0	0	0.2	0	0.1	397.7	0	1363.3	0	2173.2	0	2.2	0	1705.5	0	3752.5	0	22.4	0	979.9	0	0
TRIGO	52803.9	0	10370.2	0	2869.1	0	1928.4	0	5889.7	0	40.3	0	3357.3	0	5297.2	0	4414.8	0	4646.2	0	2771.3	0	4122.4	0	7097	0
YUCA	0.1	9.3	0	0	0	0.6	0.1	0.7	0	0.5	0	0.1	0	0	0	0	0	0	0	3	0	4.3	0	0	0	0.1
INDUSTRIAS MANUFACTURERAS	2825590.9	1887670.4	199816.2	136850.3	200518.4	138068	255735.1	150185.4	246977.5	133066.1	221904.2	137852.5	250807	187167.4	246714.7	170528.4	233130.1	178808.1	220565.8	162732.8	253127.6	179986.2	251679.3	153390.2	244615.1	159034.9
ABONOS Y FERTILIZANTES	89037	35.8	848.2	0	1831.1	0	6159.7	23.5	14577.4	0	7091.6	12.3	22629.5	0	9321.5	0	8858.4	0	5947.8	0	2095.8	0	7615.5	0	2060.4	0
ACEITE DE SEMILLA DE ALGODON	301.3	0	0.2	0	0.1	0	0	0	0.6	0	0	0	292.8	0	0.3	0	1.9	0	0	0	0	0	5.4	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	65171.5	95.7	5834.2	6.6	6614.5	0	3349.5	0	10760	0	3346.5	0	7422.4	20.6	4006	0	2862.4	5.8	5114.8	8.7	3169.3	0	7288.6	47.2	5403.2	6.7
APARATOS ELECTROMECANICOS DE USO DOMESTICO	41796.4	942.2	2826.4	4	2856.5	64.1	3303	84.4	4252.1	1	3484.3	16.9	2752.1	5	3063.8	19.3	2352.3	43	2940.7	356.5	3982.4	127.3	5180.5	183.3	4802.3	37.3
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	6460.5	36.9	302.1	0.3	356.3	3.5	419.7	0.4	474.1	0.2	410.4	0.1	477.7	0.7	471.1	1.1	780.5	0.4	645.3	11	668.5	18.9	649.3	0.1	805.7	0.2
APARATOS TRANSMISORES Y RECEPTORES	169009.8	566.6	8278.9	108.7	10699.2	0.3	19531.5	27.1	12099.9	0.6	12471.4	0.1	16093.3	39.5	20174.3	291.5	12084.6	17.5	15141.5	25	12135.6	12.9	12295.8	11.3	18003.9	32.3
ARMAS Y MUNICIONES	901.5	11.3	163.9	0	78	0	60.7	0	129.1	0	63.2	1.2	26.5	1.9	75.7	1.1	107	0.7	76.3	0	70.4	5.4	20.8	0	30	1
ARTICULOS DE VESTUARIO	66028.3	1510116	5471.8	97336.1	4805.9	116233.6	5703.8	126664.6	5857.5	109129.4	5738	116374.2	4864.1	146951.8	4894.6	122992.3	6130.9	144176.2	5231	126117.8	5811.2	154134	5831.7	122987.4	5687.8	127018.6
AVES DE CORRAL BENEFICIADAS	26007.9	0	1522.4	0	1383.5	0	1548.4	0	2322.4	0	2134.7	0	1549.6	0	1677.2	0	2483.9	0	2067.2	0	2635.2	0	3181.6	0	3501.9	0
AZUCAR	50.1	52165.5	5.6	2914	1.2	0	0.8	1080.4	6.9	0	0.8	0	0.4	15203.4	2.2	11121.8	7.5	8280.4	16.6	7310.5	2.3	0	2.8	1098.4	3	5156.5
AZUCARES Y ARTICULOS DE CONFITERIA	7207.8	1451.1	652.8	173.2	486.1	148.8	530.7	64.8	441.7	32.1	523.6	84.6	508.7	94.9	577.2	209	563.9	99.7	928.4	168.3	889.1	88.6	752.3	219	353.4	68.1
BATERIAS ELECTRICAS	8172.6	19.6	762.5	0.1	510.3	19.5	751.1	0	446.1	0	745.4	0	540.1	0	577.3	0	598.3	0	537.5	0	773.5	0	824.2	0	1106.4	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	3979.9	2403.3	242.7	221.5	240.3	96.4	260.1	150.2	265.9	145	379.2	277.8	245	313.7	228.2	303.4	430.9	154.6	366.2	105.8	600.2	343.4	347.6	208.1	373.7	83.7
BORRA DE ALGODON (LINTERS)	1610.1	0	0	0	11.2	0	0	0	0	0	5.6	0	11.5	0	1418.8	0	136.1	0	4.3	0	0	0	11.2	0	11.4	0
CAFE SOLUBLE Y MOLIDO	293	51.3	33.1	0	4.4	0.2	38.5	1.1	8.3	0.1	32	0.5	36.8	49.2	18.2	0.1	27.5	0.1	0.4	0	69.4	0	10.5	0	13.9	0
CALZADO	12965.9	1998	754	68.2	586.5	139.6	1070.4	193.8	746.4	130	890.6	254.6	715.2	131.8	931.2	326.2	1047.7	73.5	953.3	265.3	1325.1	194.3	1982.9	80	1962.4	140.7
CAMARON Y LANGOSTA	5964.8	34578.3	459.9	3069.7	53.8	2917.9	443.6	1152.1	45.9	2182.8	799.9	1402.9	778.2	1568.7	524.3	2118.4	1608.6	3139.7	575.9	4726.8	96.8	4303.2	470.7	4480.9	107.2	3515.2
CARNE	5235.1	0	528.8	0	416.3	0	518.4	0	260	0	367.9	0	308.9	0	371.7	0	399.5	0	416.8	0	352.9	0	671.8	0	622.2	0
CERAS	1740	11058.9	118.5	1592.9	127.1	384.1	132.2	743	206.5	768.8	135	537.2	125.8	591.8	121.4	1703.2	153.8	1059.5	185.2	51.4	131.6	1190.7	170.1	1881.1	132.9	555.1
CLAVOS Y TORNILLOS	4872.5	94.6	276.1	9.2	355.9	7.8	513.5	11.4	563.1	7.9	388	7.9	552.2	6.4	395.5	7.2	380.5	6.9	186.2	7.8	411.8	7.4	495.5	6.7	354.4	8.1
DETERGENTES Y JABONES	5497.8	10308.4	487.6	459.6	338.3	893.6	551.3	1036	541.9	698.9	427.7	997.8	336.7	710.3	579.5	923.5	524.4	860.3	333.9	1119.7	529	1270	510.7	426	336.8	912.6
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	5227.8	31.9	410.9	6.3	373.2	0.2	543.1	1.9	457.4	1.4	375.1	0.1	478.7	1	447.6	2.2	392.5	0.6	432.7	13.9	421.1	1.3	483.1	1.9	412.5	1.1
GLICERINA CRUDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRASAS Y ACEITES COMESTIBLES	85588.9	516.8	8048.4	37.3	7277.9	110.4	6678.1	44.1	10283.5	40	4315.5	49.8	10225.9	9.7	5235.9	25.6	8649.1	37.8	2284.7	24.4	9265.1	15.8	2754.7	48.2	10570	73.8
HARINAS DE CEREALES	6629.2	10	691.7	0	152.4	0.6	297.9	1.7	314.4	0	686.1	0	417.5	2.5	644.6	0.6	750.1	0	252.6	0.2	603	0	807.4	1.8	1011.5	2.5
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	11371.8	401.4	813.6	3.8	1003	1.3	1124.9	0.3	943.2	164.9	824.3	8.5	895.1	5.6	815.4	3.5	900.2	8.1	812.4	0.2	1363.8	82.1	916.4	1.3	959.7	121.7
HILOS E HILAZAS	107204	6010.4	9739.1	210	8566.1	917.3	9794.8	396.8	10611.9	249.8	10026.3	592.4	9483.1	1184.2	9971	470.5	9956.5	414.3	7791.6	445.2	7678.5	400.4	7159.5	454	6425.7	275.4
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	26759.6	668.2	1714.5	299	1865	35.6	2355	22.5	2986.3	13.1	3128	256.8	3939.9	0	3428.7	0	1500.5	22.9	1660.1	7.9	1654.1	0	944.9	5.5	1582.6	4.9
