	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones
PREPARADOS A BASE DE CEREALES	6999.7	33714.8	305.9	2595.7	535.1	3193.2	426	3405.9	983.5	2397.1	494.1	2586.7	652.2	2385.5	655	2406.4	550.2	2988.7	461.3	2449.2	869.6	3688.9	630.3	2936	436.6	2681.5
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS"	19575	48764.6	1540.9	3849.8	1587.3	3406.6	1887.5	4453.9	1789.9	3607.4	1190.7	3517.9	1635.7	4156.1	1433.5	3702.3	1419	4205.4	1826.3	4434.2	1608.4	4396.3	1470.4	4839.8	2185.5	4194.9
PREPARADOS DE LEGUMBRES Y HORTALIZAS	19763.9	43537.6	1412.8	2866.8	1488.5	3867.9	1363.8	3225.3	1854	2787.4	1685.4	3260.3	1853	3916.6	1647.3	3477.9	914.7	4318.7	1973.1	3679.6	1950.1	4210.8	1883.8	3698.9	1737.5	4227.6
PREPARADOS DE FRUTAS	23377.9	12020.3	1570.6	1260.8	2061	818.3	2074	1125.4	1942.3	792.2	2013.3	1118.1	1965.6	755.3	2178.6	878.7	1836	1060.1	1697.4	831.5	2103.8	1337.7	2172.8	1213.4	1762.5	828.8
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS"	4003.8	20977.9	395.2	1591	251.4	1886.6	354.2	1957.9	310.2	1903.6	399.9	1287.3	384.7	1497.8	316.1	1719.5	322.8	1975	325.5	1682.8	306.4	2167.7	316.2	1527.5	321.3	1781.1
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	6708.6	164000.4	915.8	11435.4	609	12148.2	486.6	14750.7	724.4	11366.5	324.2	20451.7	279.6	8290.4	535.2	14189.1	1253.5	13407.4	892.4	12479.6	656.7	17435.1	9.2	14852.1	22	13194.2
PRODUCTOS FARMACEUTICOS	1660.6	44112.5	240.4	2794.9	76.2	1970.4	115	2516.2	134.3	3535.1	265.8	4551.3	123.8	3591.7	141.6	2142.5	156.4	2145	89.7	11147.8	119	2636.8	106.3	3630.6	92.1	3450.3
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS	0.4	11920.1	0.1	1010.9	0.1	822.1	0	1288.8	0.1	794.2	0	659.7	0	729.3	0.1	1258.1	0	1041	0	686.3	0	1143	0	1243.2	0	1243.4
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O"	7866.5	9578.8	404.2	825.8	607.9	756.1	436.8	758.1	722.9	576.9	843.3	654.6	773	780.9	830.3	719.2	1100.3	949.7	542.7	699.3	632.9	755.1	441.5	1007.2	530.7	1095.9
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS"	3202.7	20813.2	234.7	1604.8	228.6	1289.2	243.5	1642	314.7	1460.8	249.8	1949.1	302.7	1594.6	194.4	1671.3	185.8	1862.2	255.2	1942.5	347	2183.7	288.1	1633.6	358.2	1979.2
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS"	687.3	1775.7	58.3	144.1	65.3	71.8	66.9	153.9	63.7	217.1	103.5	148.3	61.3	100.3	66.3	157.7	43.5	213.6	45	95.4	88	130.6	25.4	159.4	0.1	183.4
TABACO ELABORADO	456	10.6	33	0.3	33.3	3.9	38.4	0.2	45.5	0.2	39.4	0.3	40.9	0.2	34.2	0.5	39.5	0.6	37	1.1	38.6	1.2	34.1	0.9	41.9	1.1
TUBERIA Y SUS ACCESORIOS	1756.6	27973.8	42.7	2235.1	120.2	1802	107.9	2659.7	81.9	2060.5	102.2	2388.8	110	2633.6	42.4	2385.1	97.7	2322	168.3	2371.4	289.9	2971.2	136.1	1926.5	457.3	2217.9
VEHICULOS Y MATERIAL DE TRANSPORTE	3313.9	746973.8	317.3	37496	28.1	49237.7	294.6	66506.4	680.1	49912.5	229.6	59014.3	720.8	88830.1	199.3	63449.9	212.4	83261	131.5	62394.1	154.7	61281.8	270.9	50398.5	74.7	75191.4
VIDRIO Y SUS MANUFACTURAS	427.9	5316.4	3.8	522.7	28.9	504.7	50	533.6	7.6	437.7	12.2	392.1	21.9	442.4	28.8	445.2	17.9	471.5	117.9	449.6	14.4	446	85.8	348	38.6	322.7
