	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	5123981.3	3258622.4	342199	264460.8	391565.2	226612	482319	353338.5	410460.2	279281.2	450395.5	269679.6	443252.2	289031.7	391873.8	263856.9	385869.5	240392.9	401228.8	238716.2	444513.5	275382.9	461267.3	226759.7	519037.3	331109.9
INDUSTRIAS AGROPECUARIAS	411609.6	954799	16776.3	86099.1	42809.2	77510.8	34754	111406	31546.4	111923.8	38858.5	81678.8	26928.3	72030.4	28617	78238.5	30831.1	66342	39381.8	68357.3	43350	52115.7	28170.3	55803	49586.7	93293.6
ALGODON	46659.4	0	2553.4	0	2626.9	0	3817.1	0	2301.8	0	3874.2	0	3475.6	0	5492.8	0	4932.4	0	5359.9	0	3925.4	0	3835.1	0	4464.8	0
ANIMALES VIVOS DE GANADERIA	412	7	0	2	4.3	0	86.9	0	0	0	0	0	296.3	0	0	0	0	0	0	0	5.8	0	18.8	5	0	0
ANIMALES VIVOS DIVERSOS	223.2	0	20.2	0	11	0	19.3	0	16.8	0	6.9	0	14.8	0	35	0	21.6	0	12.5	0	21.1	0	24.5	0	19.5	0
ARROZ	30997.7	35.6	596.6	2.3	4134	2.5	5159.9	8.7	246.2	0.2	4605.9	4	1809.4	0.5	3063	3	1721	0.9	2172.7	1.3	1802.1	7.8	710.1	2.6	4976.8	1.8
AVES DE CORRAL VIVAS	5059.4	0	312.4	0	437.7	0	499.6	0	419.6	0	252.2	0	592.6	0	311.9	0	618.2	0	351.1	0	474.9	0	516.4	0	272.8	0
BANANO	51.7	326293.6	18.7	25289.3	1.6	21972.7	4.8	29514.4	0	32797.5	0	26216.2	6.7	21983.7	0	28186.3	0	27987.9	2	34983.9	4.1	28955.8	11.6	25016	2.1	23389.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	10172.1	26614	426.3	3465.5	258.2	3265.9	292.9	2381.9	418.6	1446.3	596.5	1346.4	653.8	2797.5	957.3	3454.5	1583.5	1636.2	1193.6	1468.2	752.1	1901.5	2333.3	1441.1	706	2009
CACAO	0	13.4	0	0	0	4.3	0	0.4	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	5.1
CAFE	0.6	260933.2	0	18693.3	0	25013.7	0	32538.6	0	34709.1	0	34654.5	0	26826.2	0.1	25332.4	0	16365.8	0.2	13296.8	0.3	6576.7	0	7912.4	0	19013.8
CARDAMOMO	0	8203	0	1103.9	0	1068.9	0	1369	0	823.2	0	700.5	0	245.7	0	537.5	0	182.6	0	343.1	0	260.6	0	538.5	0	1029.6
