	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones
CAFE	215421	0.1	12081.9	0	21122.2	0	22133	0.1	32243	0	24601	0	26929.6	0	25485	0	16348.2	0	13972.5	0	5998.1	0	6080	0	8426.5	0
CARDAMOMO	5412	0.1	531.4	0	271.4	0	592.8	0	530.9	0	650.1	0	375.7	0	161.9	0	103	0	580.5	0.1	200.5	0	517.4	0	896.3	0
CAUCHO NATURAL (HULE)	14160.1	709.1	1308.8	33.1	694.2	79.2	572.6	88.1	560.8	22.7	887.9	29.8	1207.4	57.3	963.6	47.7	1218.6	147.5	1662.4	70.1	1582.1	46.8	1761.6	72.5	1740.1	14.2
CEBOLLA	1136.2	106.1	147.8	0	98.5	0	121	0.5	96	0	48	0	60	0	48	0	58.5	0	70.5	58.1	58.5	32	89.6	15.5	239.6	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	2.5	441	0.3	48.4	0	0	0	46.4	0.1	1	0.9	44.6	0	65.4	0	66.8	0	95.6	0	41.6	0.7	16.6	0	14.6	0.5	0
ESPECIAS	421.2	553.3	3.2	65.3	20.6	44	6.5	71.2	110.1	19.1	115.8	59.5	83.3	45.8	8.5	24.7	10.2	51.7	13.6	43.6	23.1	26.3	21.7	64.6	4.4	37.7
FLORES Y FOLLAJES	16036.4	157.2	2264.4	0	1168.4	0	713.9	0	2195.3	0	1092.7	0	1410.9	0	1326.1	0	1100.8	0	1366.1	0	1251.3	0	1142	157.2	1004.7	0
FRIJOL	42478.4	1.6	3685.9	0.4	2997.4	1.2	3509.4	0	3291.5	0	2905.8	0	2590.6	0	2949.4	0	2628	0	3284.4	0	3732.4	0	5773.6	0	5129.9	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	268212.6	20451.8	25300.1	798.9	25840.8	563.3	52041.1	610	36014.2	625	10315.7	742.2	7201.6	898	10214.5	623.9	11641.6	1426.7	8630.1	1772.7	4746.3	1679	31749.9	3267.3	44516.8	7444.9
HUEVOS DE AVES	0	2540.5	0	145.6	0	140.2	0	300.5	0	436.2	0	189.6	0	208.2	0	200.9	0	365.4	0	270.3	0	270.5	0	0	0	13.1
LEGUMBRES Y HORTALIZAS	119023	6593.5	11737.3	381.8	11848.9	410.6	13914.3	717.7	9733.1	964.8	6709.1	288.2	4456.8	271.7	9116	440.1	8644.2	689.3	9740.7	375	9385.8	444.4	11189.6	1270.9	12547.3	338.8
MAIZ	6.6	202534.6	1.3	7452.8	0	24737.6	0.6	16946.9	1.4	16804.5	0	19097.4	1.6	19837.7	0	13981.7	0	17206.8	1.7	19444.5	0	15883.8	0	13898.9	0	17242.1
MANZANA	0	10790	0	1095.3	0	1025.5	0	970.2	0	386.9	0	418.8	0	467.4	0	181	0	545.8	0	326.9	0	953.7	0	2033.9	0	2384.8
MATERIAS VEGETALES	19.4	14.4	0	0	0	0	0	0	1.3	7.8	0.3	0	0	2.6	9.6	2.1	0	0	0	1.9	0	0	8.3	0	0	0
MIEL DE ABEJAS	118.4	0.5	0	0.5	0	0	0	0	7.4	0	49.5	0	0	0	0	0	0	0	50.4	0	3.7	0	3.7	0	3.7	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	3717	2626.7	713.5	87.7	704.4	227.1	395	302.1	241.3	187.4	183.9	313.6	159.3	230.1	260.1	185.6	187.7	155.8	187.5	169.3	203.3	155.9	257.6	401.1	223.3	210.9
PAPA	0	1406.5	0	25.3	0	17.9	0	28	0	16.8	0	25.4	0	556.1	0	385.3	0	16.3	0	143.4	0	153	0	25	0	13.9
PIMIENTA	604.8	200.8	55	21.1	29.3	19.7	15.3	16	2.3	12.8	16.4	18.2	4.6	9.7	0	7.3	68.4	35.5	139.6	17.7	162.6	8.8	109.8	22.7	1.5	11.4
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	1186.8	2110.2	185.3	48.1	120.1	45.9	210.8	30.3	74	506.4	2.2	64.4	92.9	52.2	169.3	743.5	106.7	32.3	0.1	48.1	94	98	131.3	327.8	0	113.3
PLATANO	66311.1	16.4	4175.6	0	4512.4	1.4	4938.1	0	4911.4	4.1	5118.4	2.7	5859.5	0	5795.6	0	6519.6	1.5	5529	5.4	5855	0	6310.3	1.4	6786.2	0
SEMILLA DE ALGODON	349.3	0	116.4	0	0	0	116.4	0	116.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMILLA DE AJONJOLI	8289.7	117.3	964.6	10.9	410.5	0	387.1	5.9	795.9	5.2	516.4	62.7	508.5	5.4	562.4	0	621.6	5.4	606.8	5.4	841.9	0.2	928.4	5.9	1145.7	10.3
TABACO EN RAMA O SIN ELABORAR	28634.1	0.1	343.5	0	68.5	0	0	0.1	0	0	635.1	0	3512.3	0	3573.9	0	9477.4	0	7927.4	0	3095.9	0	0	0	0	0
TOMATE	13657.4	0	1235.8	0	966.2	0	1174.3	0	853.4	0	326.9	0	203.3	0	139	0	112.9	0	613.8	0	1189.7	0	1961.6	0	4880.6	0
TRIGO	0.5	122019.7	0	8204	0	9729.9	0	10293.1	0.5	18504.2	0	9011.8	0	10153.8	0	8003.8	0	9131	0	18266.5	0	10397.9	0	9782.9	0	540.8
YUCA	18.8	13.9	15.8	0	2.2	0	0	0.6	0	6.3	0	0.2	0	0	0	0	0	0	0.6	6.6	0	0	0.2	0.1	0	0
INDUSTRIAS MANUFACTURERAS	1667941	4126910.5	127665.8	300500.3	129978.4	317056.5	128782.5	344913.4	143214.8	364176	170673.6	338284.5	146975.3	345108.8	140129.5	328319.4	151749.1	345991.1	145215.2	343682.5	117268.5	354056.6	134366.3	376381	131922.1	368440.4
ABONOS Y FERTILIZANTES	0	10751.9	0	646.3	0	1199.1	0	375.4	0	1839.5	0	134.4	0	1798.7	0	360.9	0	1375.6	0	2260.3	0	368.8	0	275.8	0	117.1
ACEITE DE SEMILLA DE ALGODON	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	456.2	190140.4	79.8	12975.9	5.3	19934.3	2.5	19555.8	132.9	14600.7	47	14392.8	0	11654.5	44.4	16999.1	3.3	16757.7	0	17588.3	46	12958.5	95	13441	0	19281.8
APARATOS ELECTROMECANICOS DE USO DOMESTICO	1233	59724.4	80.9	3895.6	273.4	4700.3	1.2	5280.3	28.4	5599.5	221.4	3783.5	199	5005.2	165.7	4098.6	35.3	4452.6	18.7	5569.8	111.3	4657.3	2.5	7135.9	95.1	5545.8
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	4127.9	48563.7	620.4	3522.4	46.2	4430.9	330.9	3503.4	390.2	5196.5	616	3876.6	139.2	2348.9	321.9	4567.8	637.9	2969.9	337.2	4279.9	114	2778.6	196.8	4413.6	377.4	6675.1
APARATOS TRANSMISORES Y RECEPTORES	1322.8	359924.8	239.4	27237.8	175.4	19622.7	37.7	27373.5	38	38432.1	61	33653.6	235.7	38199.8	62.7	23844	181.1	21790.3	129.5	21964.4	36.3	31144	23.5	42471.7	102.6	34190.8
ARMAS Y MUNICIONES	0.1	4156.9	0	130.6	0.1	368	0	200.6	0	183.5	0	509.6	0	42.5	0	921.8	0	380.4	0	135.4	0	332.8	0	366.2	0	585.6
ARTICULOS DE VESTUARIO	1167161.6	61397.5	95925.6	4791.2	92488.9	5373.9	91126.5	4654.9	101938.2	4249.5	109197.8	4129.4	102334.6	4862.4	106063.4	3737.5	100157	4965.9	95693.4	4844.8	83262.4	5013.8	96294.6	7593.3	92679.1	7180.9
AVES DE CORRAL BENEFICIADAS	10	97916.1	0	5711.4	0	6175.3	0	6927.1	10	8051.7	0	8205.8	0	9448.3	0	8436.8	0	8882.9	0	8473.4	0	7825.8	0	10739.6	0	9038
AZUCAR	83099.3	128.7	54.7	5.3	9426.6	12.2	7713.5	12.7	6417.7	5.6	19178.9	23.8	9334.2	1.5	226.2	14.9	12374	0.5	16779.3	35.5	1594.1	4.4	0	10.7	0	1.5
AZUCARES Y ARTICULOS DE CONFITERIA	4822.8	31693.3	220.8	2329.1	246.4	2322.6	225	1656.8	342.9	2974.6	449.8	1915.5	517.8	2174.1	555.7	2681.5	460	2379.2	608.3	2660.1	475.2	3622.5	445.8	3979.1	275.1	2998.3
BATERIAS ELECTRICAS	409	10181.5	44.8	779.6	0	1098.2	0.1	687.5	85.4	859.1	18.5	655.4	81.4	811.4	45.1	675.9	0.1	1094.3	42.2	993.3	0	772.3	91.3	913.7	0	841
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	19925.6	36257.6	984.6	1843.3	1327.5	2363.4	1231.4	2264.4	1254.5	3704.6	4863.9	2692.6	1711.1	2453.3	760.4	4340	1032	2690.5	1608.5	3560.4	1447.1	3308.2	1942.6	4264.9	1761.9	2772.2
CAFE SOLUBLE Y MOLIDO	41.6	669.6	2.9	64.3	7.1	34.4	0	100.7	3.6	63.4	1	32.9	5.6	34.3	2.3	32.6	4.1	75.6	2.2	79.1	4.8	31.1	6.5	65.3	1.5	55.9
CALZADO	12454.3	34167.4	700.2	1988.3	562.4	2580.8	800.6	2086	927.1	3587.4	1081.9	3205.7	906.2	2987	1042.3	2114	1235.8	2887.9	1185.1	2935.9	1293.6	2526.3	1459.8	3717.8	1259.5	3550.1
CAMARON Y LANGOSTA	19457.1	81.8	811.4	1.3	285.9	2.8	547.5	0.3	1868.5	1.9	2669.2	1.5	2671.3	0.6	1909.3	0.5	1417.3	0.4	698.4	0.3	1035.7	0.9	2087.6	71.2	3455	0.1
CARNE	2.3	49386.9	0	3151.6	0	4092.7	0	3978.8	0	3679.2	0	3494.1	1.7	3390.2	0	2999.9	0	4854.9	0	4385.9	0	4652.1	0.6	5988.9	0	4718.6
CERAS	7.8	2865.4	0	169.6	0	244.1	0	280.4	0.6	246.4	0.3	175	0.2	224.6	1.7	273.4	0.1	200.2	2.4	217.1	0.8	324.8	1.4	274.1	0.4	235.9
CLAVOS Y TORNILLOS	68.8	10398.9	3.2	693.6	11.6	864.7	0	676.2	2.1	988.6	0	839.6	14.6	1150.4	20.8	1048.2	14.2	885.2	0	751.6	0	893.1	0	769	2.3	838.6
DETERGENTES Y JABONES	1265.9	10083.1	178.2	837.3	99.7	839	36.1	720.7	105.3	928.3	67	844.4	74.5	851.1	76.4	745.7	88.8	968	99.8	998.3	119.3	731.3	167.9	967.1	153	651.9
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	7.7	2438.4	0	269.9	0	165.2	0	260.1	5	257.9	2.7	142.2	0	134.8	0	144	0	226.8	0	195.9	0	216.1	0	198.9	0	226.5
GRASAS Y ACEITES COMESTIBLES	2867	60206.1	78.1	10044.1	58.6	4725	66.3	3709.2	150.9	8865.8	94.3	1904.6	160.7	4364.5	111.5	9861.5	62.8	3798.2	69.6	2290.9	61.2	6497.5	118.7	2093.3	1834.3	2051.5
HARINAS DE CEREALES	234.8	10987.6	24	874.8	6.9	574.8	6.2	885.2	17.4	1617.7	24.9	804.2	9.1	865.9	24	670.9	10.2	772.1	15.2	728.5	21.7	1162.8	41.7	1415	33.5	615.6
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	196.5	20012.1	32.3	1704.3	2.4	1569.1	0	1644.9	4.6	1997.4	0.1	1859.7	43.5	1340.2	3.6	1693.7	104.6	1439.4	2.3	1520.6	0.1	1497.5	2	1890.2	1.1	1855
HILOS E HILAZAS	4904.1	80867.2	346.8	6921.6	603.3	7813.4	706.8	7999.9	475.9	6016.9	409.5	6956.5	445.7	6367.9	376.3	6570.4	109.5	6171.7	232.6	6771.9	551.8	6051.4	299.3	6472.9	346.5	6752.7
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	610.1	21638.9	0	1482.6	0	1277	0	2299.7	595.5	3138.4	0	1335.3	0	2172.7	0	1182	0	1409	0	1606.7	0	1241.7	14.3	2228.9	0.4	2265
INSTRUMENTAL MEDICO Y OTROS	22586.5	130153.2	2035.5	10594.5	1694.8	10134.9	1911.7	10805.1	1591.8	10792.9	1768.6	10319.3	1992	11193.2	2555.2	9869.1	1637	10286.5	1996.8	11089.1	1467.5	10312.6	2348.3	12772.8	1587.1	11983.2
JOYERIA DE FANTASIA	0	29.8	0	5.5	0	1.4	0	0.2	0	0.9	0	0.5	0	2.9	0	6.9	0	1.5	0	0.6	0	2.2	0	6.9	0	0.4
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	5864	37733.5	277.8	2162.8	299.7	2610.4	442.8	3370.3	426.6	2357	422.7	1759.9	379.3	2207.5	495.9	2055.7	955.3	3487	600.1	3188.8	361.1	4539.4	674.6	5250.1	528.1	4744.6
LAMINA Y ALAMBRE	5381.7	16133.7	2	1132.8	92.1	1447.9	87	1475.1	87.2	1522.4	0	1327.7	233	1719.1	185	1559.5	1704.9	1659	0.9	1274.7	1486.4	858.6	0.7	1077.6	1502.3	1079.4
LECHE Y OTROS PRODUCTOS LACTEOS	438.3	47004.3	21.1	2983.7	32.1	3279.8	24.4	4153.5	24.3	4273.9	47.1	3109.2	31	3217.5	35.2	3286.7	24.9	4590.7	45.5	4042	52.6	5242.7	39.5	5278.4	60.6	3546.2
MADERA EN TROZA	0	157	0	0	0	42.7	0	11.6	0	0	0	0	0	0.8	0	21.4	0	0	0	0	0	0	0	12.1	0	68.4
MANUFACTURAS DE CAUCHO	10814.4	19885.4	519.9	1283.8	560.6	1584.9	1010.1	1692.4	788.6	1463.5	1234.1	1730.5	1040.1	1984.7	668.7	1701.9	1025.6	1735.5	767.3	1714.9	857.6	1737.1	1163.7	1495.6	1178.1	1760.7
MANUFACTURAS DE CERAMICA	411.1	3666.7	44	220.6	21.7	324.1	20.7	319.6	38.9	319.8	11	278.5	34.7	228.4	40.6	259.5	7	314.5	56.7	388.1	36.8	314.2	28.9	495.2	70.1	204
MANUFACTURAS DE CUERO	18312.2	1822.5	1096.9	81.7	978.4	138.8	688.3	136.9	1800	145.9	1169.8	221.3	1294.1	328.8	2367.4	149.1	3715.4	126.3	1526.2	118.3	748.1	101.4	1698.5	181.6	1229.2	92.5
MANUFACTURAS DE MADERA	53106.4	10850.5	3771.3	824.3	3513	1476.3	3795.5	827.8	4193.4	1104.7	4887.6	1477.2	5305.1	901.3	4539.1	798.1	5177.1	676.5	4497.3	651.7	3501.5	868.7	4805.2	669.3	5120.3	574.6
MANUFACTURAS DE PAPEL Y CARTON	66520.2	62548.6	5001.1	4520.2	5390.8	4942.2	6749.8	5553.1	6590.7	9651	5202.9	4905.6	4813.9	4021.8	4499.6	4232.4	6560.4	4389	5757.1	4995.7	4890.9	5269.5	5872.7	5465.2	5190.5	4602.9
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC"	45.3	2001.7	13.3	187.2	1.1	90.2	0	252.6	1.8	180.4	0.8	136.5	14.7	177	0	282.1	0	128	0	197.6	0	144	13.4	83.2	0.1	143
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	2217.5	7166.9	214	491	214.5	550.9	177	431.3	115.8	602.6	208.4	473.8	303.7	542.1	38.2	575.1	429.4	798	115.7	487	97.5	833.8	137.7	726.1	165.5	655.2
MANUFACTURAS DE PIELES	0.4	14.7	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0.8	0	0	0	12.8	0	0	0.4	0
MANUFACTURAS DIVERSAS	6229.2	91124.1	629.9	6982.7	494.1	7474.6	379.1	7087.6	526.1	7421.1	583.9	7406	486.4	9344.4	439.3	7357.3	848.1	7959.2	554.2	6894.5	337	6990.6	540.2	8953.9	410.8	7252.2
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	14513	559354.9	2480.1	38410.2	1783.5	42294.4	658	46648.4	463.4	50298.4	887.7	48834.5	1656.9	50448.2	2224.8	50482.4	691.6	48802.4	756	48651.5	674	43958.4	1245.4	46382.7	991.6	44143.3
MATERIALES PLASTICOS Y SUS MANUFACTURAS	20407.8	346261.4	1648.4	27236.8	1705.2	27977.2	1301.8	27162.3	1884.8	30007.2	1407.5	32089	1724.5	26179.6	1647.7	24331.6	1970.8	32850.9	1869.9	30501.6	1545.3	31941.4	2020	30214.1	1682	25769.6
MATERIALES TEXTILES (TEJIDOS O TELAS)	4345.9	216851.2	237.1	14929.8	252.1	16700.9	273.1	15032.8	489.6	19188.9	699.7	20923.5	349.6	19296.2	350.4	17620.4	345.9	17028.8	549.6	19194.3	431.8	20220.2	197.1	19380.8	169.9	17334.5
MELAZAS DE AZUCAR	9942.2	0	2290.4	0	742.3	0	2031.7	0	3	0	3373.8	0	0	0	0	0	0	0	0	0	1501	0	0	0	0	0
MOTA DE ALGODON	33.2	357.7	0	13.6	0	119.4	0	11.8	31.7	25.9	0	13	0	12.8	0	15.6	0	26.4	1.6	13.4	0	26.3	0	52.8	0	26.7
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC."	1157.9	23748.4	46.6	1811.9	29	1606.6	88.2	1694.7	172.6	1823.4	69.2	1876	174.8	1666.5	82	1618.3	25.2	2530.3	88.7	2168.5	211.1	2202.7	80.1	2647.4	90.3	2102.2
NEUMATICOS Y TUBOS	11.4	13130.4	0	821.4	0	1445.7	0	1086.7	0	813.1	0	1066.9	0.8	1061.1	0.3	1020.6	2.3	1322.1	0	1361.9	8.1	1270.1	0	902.5	0	958.2
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES"	33.9	204	0.5	26.1	2.1	13.2	1.6	1.2	1.6	15.2	3.3	9.7	3.3	2.8	8.1	3.7	4.8	98.2	1.7	11.8	2.9	4.2	2	9.9	2.1	8
OTRAS MANUFACTURAS DE METALES COMUNES	838.9	39212.2	227.8	2586.1	36.9	2417.3	16.3	3013.5	208.6	3867.3	25.5	3136.2	213.5	3286.9	55.2	3303.9	15.9	4298.1	15.5	3176.3	7.3	3622.6	8.3	3570.2	8.1	2933.8
OTROS ACEITES ESENCIALES	2975.5	4936.5	37.4	281.2	162.4	125.2	202.8	422.5	304	438.6	259	288.8	201.9	784.1	277.2	181.8	379.7	563.4	311.2	321.3	169.9	589.9	480.6	363.2	189.4	576.5
PAPEL Y CARTON	109.7	216491.1	0.5	20173.7	0.3	21540.6	4.3	19742.3	0.2	18299.3	5.7	15639.7	12.4	14057.2	18.5	15938.2	0.3	18655.2	8.9	14423.4	0.4	21607.4	45.8	16091.5	12.3	20322.6
PESCADO Y MOLUSCOS	2118.5	5762.8	189	477.8	202.2	633.1	273.6	526.6	259.5	447.6	253.9	477.7	180.8	484.7	100.4	392.4	133	316.3	140.7	489.2	138.7	753.3	87.6	416.8	159.1	347.3
PINTURAS Y BARNICES	475.9	30696	26.8	2687.1	71.4	1993.5	8.4	2770.9	24.3	2960.3	58.7	2543.1	84.5	2369.8	16.8	2868.5	32	2350.1	23.2	2198.5	45.2	2295.1	75	2914.9	9.7	2744.2
"POLVORA, EXPLOSIVOS Y ARTICULOS DE PIROTECNIA"	0	43.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	39.7	0	0
PREPARADOS A BASE DE CEREALES	6843	32652.7	353.2	2105.4	634.3	2327.2	418.9	2884	703.7	2985	499.7	2872.3	535.9	2595.8	811.4	2604.1	391.6	2807	447.9	2676.1	506.3	3114.9	642.9	3826.2	897.2	1854.7
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS"	20702.8	41732.8	1534.6	3754.4	1266.9	3245.2	1320.3	3053.5	1558.7	3322.6	1254.6	2272.4	1614.6	3647.4	2321.1	3933.7	1823.3	4298.2	2268.9	3821.5	2202.3	3285	1775.7	4192.5	1761.8	2906.4
PREPARADOS DE LEGUMBRES Y HORTALIZAS	22934.5	42674.9	1236.1	3727.6	1413.1	3165.1	1425.3	4630.8	2461.5	2873.3	2804.1	3416.9	2095.5	3603.5	1779.9	3064.2	1475.2	3384.6	1632	3833.2	1596.8	4114.3	2708.9	3579.6	2306	3282
PREPARADOS DE FRUTAS	14681	11734	1572.8	832	1082.4	691.5	1179.4	968.9	1503.5	956.8	1224.5	1147.3	1042.4	901.5	1055.9	931.9	1190.3	1055.2	1147.2	871.2	1141.7	1026.4	1231.7	1461.3	1309.4	889.9
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS"	3527.8	21535.8	492.8	1975.5	197.1	1587.8	289.3	1707.2	264.1	1837.2	271.7	1880.5	284.8	1650.4	254.2	1684.5	233.2	1908.9	240.3	1753.4	290.6	2012.1	340.6	1860.2	369.1	1678.1
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	8129.3	155711.5	0.5	12243.7	0	9505.7	8.7	17386.3	475.3	12149	1435.6	14135	40.1	14446.7	5.7	9479.6	1618.1	13496.6	901.1	14769.6	1072.2	12602	1485.6	11287.2	1086.4	14210.3
PRODUCTOS FARMACEUTICOS	1409.8	37107.3	212.8	2092.7	42.3	2890	44.7	2928	133.6	3888.7	201.5	2320.1	90.1	3559.2	79.9	3910.9	70.5	2741.9	271	4859.2	61.9	2957.6	102.2	3105.1	99.2	1854
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS	5.2	11682.6	0.4	1189.1	0.3	681.3	1.3	904.8	0.2	1299.7	0.3	1076.6	0.1	868.6	0.4	727.8	0.3	1139.9	0.3	910.3	0.4	877.5	0.4	839.2	1	1167.8
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O"	7254.7	8449.7	423.4	610.7	791.1	639.9	524.2	757.7	584.1	531.8	729.5	490.8	886.4	744.3	519.9	891.4	674.5	696.2	374.8	743.6	527.1	523.8	477.9	1034	741.8	785.4
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS"	2918.2	19174.6	205.5	1496	208.1	1483.6	214.2	1790.1	292.6	1377.1	272.3	1582.5	248.7	1556.7	330.3	1398.7	130.1	1549.1	198.3	1764.3	245.4	1711.1	337.9	2011.6	234.9	1453.7
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS"	790.2	1480.9	59.7	145.8	77.1	161.6	53.1	107.3	68.5	122	64.7	83.1	84.3	137	103.7	103.1	58.4	128	76.6	126.8	63.9	95.4	49.7	125.3	30.5	145.5
TABACO ELABORADO	416.7	88.5	62.6	0.2	35.6	0.5	33.7	0.4	36	0.7	33	1.1	33.6	41.9	30.4	0.5	28.3	0.1	29.9	42.5	30.1	0.3	30.3	0.2	33.2	0
TORTA DE SEMILLA DE ALGODON	5.6	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
TUBERIA Y SUS ACCESORIOS	768.8	29918.4	130.7	1948.9	19.1	2346	67.5	1953.4	76.7	2602.9	73.3	2298.9	77	2723.9	39.1	2356.4	49.1	3817.2	19.2	2681.3	124.5	2170.9	19.2	2584.6	73.3	2434.1
VEHICULOS Y MATERIAL DE TRANSPORTE	3374	604848	128.7	34871.3	281.2	44492.6	204.1	53910.5	224.6	44424.8	168.5	48641.1	431.9	49950.9	328.6	48902.4	196.5	52047.6	295.5	51920.2	646.3	54780.3	303.7	52682.9	164.4	68223.4
VIDRIO Y SUS MANUFACTURAS	601.7	6135.9	12.9	508.2	22.1	488.3	19.2	564.8	8	696.6	54.1	452.1	92.6	477.1	9.8	382.6	190.2	496.8	102.8	503	10.4	452.3	2.2	578.6	77.4	535.4
INDUSTRIAS EXTRACTIVAS	345693.3	1917130.7	27150	140804	22912.9	135355.2	32279.6	175597.5	25927.9	158288.3	15302.8	167422.9	42801	207084.8	28367.5	97027.2	27681.3	147851.5	27955.8	181924.1	27131.7	140554.1	35538.5	149370.8	32644.3	215850.2
ALUMINIO	3338.1	83242.4	187	7660.9	130.5	7841.3	73.6	7655.4	182.4	6523.1	398.8	6084.1	184.1	4880.1	227.4	7074.8	417.9	7248.7	154.2	9838.4	205.2	6605.8	307.4	6632.3	869.6	5197.3
ANTIMONIO	0	53.8	0	25.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6	0	0
ASFALTO	0	449.3	0	15.6	0	34.8	0	48.2	0	30.2	0	47.6	0	50.1	0	64.4	0	17.3	0	17.3	0	17.3	0	72.6	0	34.1
CEMENTO	0	64.1	0	1	0	3	0	9.3	0	5	0	2.4	0	2.1	0	7.5	0	6.8	0	1.9	0	0.2	0	24.8	0	0.2
COBRE Y SUS MANUFACTURAS	339.9	1295.2	0	160.2	9.5	63.4	0	36.8	3.8	123.9	71	76	6.1	167.7	58.6	110.1	40.1	136.8	0	118.3	40	187.8	45.2	78.4	65.6	35.8
DESPERDICIOS Y DESECHOS DE METALES (CHATARRA)	13.5	3.8	0	0	0	0.3	0	0.2	0	0.7	0	0	0	0.5	13.5	0.3	0	0	0	0	0	1.7	0	0	0	0.2
