	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	3982416.9	2686447.9	277501.1	234962.4	280978.9	223914.2	351804.5	232794.7	353783.6	242529.2	332843.9	228419.9	406866.9	230378.8	344041	258008.3	358776.8	227089.1	296595.3	217702.9	261559.8	182385	348699.4	213751.2	368965.6	194512.4
INDUSTRIAS AGROPECUARIAS	247547.3	661144.9	14538	48310.7	14790.1	43121.1	24583	58771.4	19871.7	70740.5	17892.8	78540.8	20320.7	70004.7	22439.1	70519.4	25877	53196.7	15925.5	45090.4	13886.8	39285.7	19694.7	36707	37727.7	46856.7
AJO	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.2	0
ALGODON	32806.2	29	1747.1	0	2092.6	0	4510.5	0	4242.2	0	2182	0	2255.2	0	3178.8	0	5038.1	0	2209.5	29	1217.1	0	2296.2	0	1836.9	0
ANIMALES VIVOS DE GANADERIA	50.2	0	0	0	6.1	0	0	0	9.7	0	0	0	4.3	0	1.8	0	1.8	0	0	0	23	0	0	0	3.5	0
ANIMALES VIVOS DIVERSOS	175	2.3	21.1	0	9.6	0	14.9	0	10.5	2.3	16.1	0	15.5	0	17.8	0	14.6	0	11.8	0	14.1	0	13.2	0	15.7	0
ARROZ	20802.9	7.5	617.7	1.6	2536.1	0	1767.5	0	4584.3	0	1197.8	1	906.9	0	7368.6	3.1	458	1	153.5	0	154.3	0	206.7	0	851.7	0.8
AVES DE CORRAL VIVAS	3168.8	0	223.4	0	201.1	0	309.5	0	284	0	249.3	0	176.8	0	268	0	336.6	0	223	0	370.5	0	216.5	0	310.2	0
BANANO	73.1	233102.8	0	13822.4	32	10209.7	9.1	21807.9	0	19546.9	9.1	32069.3	0	19713.3	0	24454.9	22.9	16015.5	0	22649.5	0	17837.9	0	19977.2	0	14998.5
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	12216.7	27630.1	362.1	2804.6	301.4	3517	693.6	3109.8	645.6	1862.4	1487.4	1244.2	833.1	2179.8	1407.5	3505.1	1318.4	1914.6	761.8	1349.7	1586.7	2041.7	500.8	843.1	2318.3	3258.1
CAFE	0.3	198833.9	0.1	11522.8	0	15183.2	0	17130.4	0.2	22636.3	0	24193.3	0	27505.7	0	29941.9	0	17772.2	0	10224.5	0	7242.1	0	6797.2	0	8684.3
CARDAMOMO	0	1851	0	178.4	0	99	0	139.5	0	228.4	0	198.3	0	493.5	0	229.7	0	10	0	2.1	0	12.9	0	121.8	0	137.5
CAUCHO NATURAL (HULE)	1666.6	2150.1	53.1	310.6	90.9	20.4	14.6	203.1	83.7	66.2	267.9	0	194.9	113.4	326.8	203.7	155	245.2	221.5	361.3	64.3	0	151.4	271.1	42.6	355.2
CEBOLLA	197.3	921.8	0	60.2	0	90.9	0	74.6	0	171.6	0	67.3	0	83.3	20.5	54.3	73.3	77.4	48.8	49.5	33.1	79.5	19.1	61	2.6	52.2
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	376.1	24.2	9.1	0.1	23.9	0.9	17	0.2	62.1	0.1	76.6	0.3	19.6	20.3	107.8	0.3	51.2	0.1	3.8	0.5	2.5	0.2	2.4	0.8	0.2	0.5
ESPECIAS	179.2	465.7	3	2.1	31.5	13.9	6.3	8.4	17.2	58.9	12.3	90.6	26.3	188.6	5	23.4	13.2	10.9	18.1	21.6	19.9	21.3	19.4	3.8	7.1	22.3
FLORES Y FOLLAJES	57.8	7167.1	0	441.5	0.3	1404.3	2.4	615.7	0	701.3	0	667.8	0.6	526.4	0	455.4	0	447	0.8	530.7	0	423.6	53.6	550.2	0	403
FRIJOL	774.3	1544.9	307.6	63.5	57.2	92.9	4.2	25.6	5.9	90.4	1.1	134.5	185	137.3	106.9	102.8	78.6	112.4	5.4	118.5	10.3	160.9	4.4	210.6	7.8	295.6
"FRUTAS FRESCAS, SECAS O CONGELADAS"	8803.8	88411.6	107.7	10934.9	232.2	5695.3	55.3	5164.2	167.5	18192.3	82.9	12686.3	267.8	12693	171.7	3845.7	633.7	2635.6	604.6	1318.2	830.6	2276.3	2100.8	2695.2	3549	10274.5
HUEVOS DE AVES	1660.9	0	45.8	0	36.7	0	72.5	0	30.6	0	25.2	0	33.4	0	244.2	0	345	0	200.6	0	205.8	0	322.7	0	98.5	0
LEGUMBRES Y HORTALIZAS	4341.1	63303.5	688.9	5361.2	659.5	4938.4	336.2	8056.1	71.8	5593.8	393.3	4353.7	145.9	3736.9	226.2	4804.1	367	6568.1	378.4	5764.2	285.9	4620.4	474.5	3218.4	313.5	6288.1
MAIZ	84717	1.5	3324.4	0	4195.4	0	8404.3	0.2	6972.5	0	7914.8	0	8711.1	0	4579.3	0	11099.6	0	3462.4	0	6806.6	0	4293.5	0.5	14953.1	0.8
MANZANA	4465.6	0	211.9	0	610.1	0	305	0	61.9	0	64.1	0	65.1	0	103.5	0	16.8	0	196.4	0	383.9	0	894.4	0	1552.5	0
MATERIAS VEGETALES	119.3	31.1	0	0	7.9	1.1	12.5	3.9	12.6	0.1	7	2.8	12.9	0	14	0	17.1	1.6	3.6	0	14.1	0	14.3	2.8	3.3	18.8
MIEL DE ABEJAS	11.6	29.5	0	0	0	0	1.6	0	2.2	0	0	0	0	0	0.1	0	3.3	27	0	2.5	1.6	0	2.7	0	0.1	0
