	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	6509515.3	3753893.8	521155.4	327553.9	478009.6	272295.2	616394.4	393093	557947.8	306596.3	570003.7	324988.2	539680.6	297631.9	602777.1	316856.4	495489.8	319765.4	512837.5	306749.3	562184.3	295648.5	552586.3	264342.1	500448.9	328373.5
INDUSTRIAS AGROPECUARIAS	493131.1	1524563.1	43571.3	130665.4	25323.1	120597.7	47326.6	187402	49029.8	155674.2	23486.1	135016.4	38934.7	102913.4	60325.3	110988.7	45250.1	110709.4	32491.9	116481.6	41921.5	90077.9	43483.1	114972.1	41987.6	149064.3
AJO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALGODON	42386.9	0	4767.5	0	3682.4	0	3694.7	0	2815.4	0	4078	0	4311.4	0	4807.6	0	3204.1	0	3446.4	0	3838.7	0	2700.2	0	1040.5	0
ANIMALES VIVOS DE GANADERIA	274.7	67.8	0	11.5	23.9	0	14.3	0	29.7	12.8	7.6	0	6.7	10	42.9	0	146.3	0	2.4	1.5	0.8	0	0	0	0	32
ANIMALES VIVOS DIVERSOS	290.9	6.1	28	0	16.9	0	17.6	0.5	27.1	0	24.9	0.7	22.2	2.1	27.7	1	31.5	1	21.2	0	25.4	0	24.1	0.7	24	0
ARROZ	31592.3	104.5	1202.7	8.3	1738.3	17.8	2438.8	14.1	3110.3	4.5	2452.1	8.5	2545.6	6.3	2296.3	10.2	3286.7	5.9	2143.7	10.9	2841.9	3.4	1456.4	11.2	6079.6	3.4
AVES DE CORRAL VIVAS	7731.4	0	675.8	0	405.9	0	585	0	631.4	0	508.8	0	735.9	0	805.2	0	280.4	0	918.7	0	721.5	0	575.6	0	887.1	0
BANANO	168.7	668694.8	34.3	44832.9	47.8	51057.5	6.2	67567.2	0.5	58815.4	8.8	64595.9	9.2	46074.8	3.1	52266	1.5	58224.6	6.2	69905.5	1.5	52736	23.9	51535.4	25.5	51083.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	21475.6	29159.9	824.8	4302.9	1625.2	3895.3	2457.1	2314.2	1627.5	1676.5	668.9	1730.7	1802.9	1614.6	1315.1	2007.8	4071.5	1834.4	1096.3	3037.5	1943.6	2975.8	2046.7	1905.9	1996	1864.4
CACAO	0	181.6	0	0	0	0	0	0	0	0	0	0	0	59.9	0	0	0	0.1	0	0	0	77.4	0	0.2	0	44.1
CAFE	0.1	256553.6	0	24003.6	0	22515.1	0	37241.7	0	37709.4	0	39880.9	0	29936.4	0	21721.7	0	14645.1	0	11252.9	0	3241.5	0	4791.4	0	9613.9
CARDAMOMO	0	5278.5	0	657.4	0	340.2	0	777	0	242.7	0	659	0	589.4	0	349.5	0	406.7	0	6.1	0	365.6	0	218	0	667.1
CAUCHO NATURAL (HULE)	941	15515.7	86.2	1793.6	93.1	1436.5	58.4	1119.4	49.3	1109	89.8	704.5	27.2	1124.2	175.6	1332.1	214.7	1415.2	22.6	1528.6	55.6	1452.3	28.8	1194.4	39.6	1305.8
CEBOLLA	150.9	1222.1	0	147	0	147.3	0	168.1	0	144.1	3.4	74.1	0	56.7	0	56.3	0	70.4	93.2	65	16.2	83.8	38.1	86.3	0	123.2
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	348.2	9.1	0	1.2	35.9	1.2	39.5	0	28.2	1.9	57.7	0	37.6	1.2	9.8	0.6	76.8	1.2	25.4	0	0	0.6	37.3	0.5	0	0.6
ESPECIAS	694.9	607.7	64	13.4	52	20.1	43.6	8	61.9	40.1	41.6	149.5	58.5	90.1	52	210.5	87	14.4	49.6	23.4	89.1	19.1	71.5	15.8	24.1	3.5
FLORES Y FOLLAJES	170.3	13942.8	0	1768.5	0	1566.3	0.8	703.5	0	1873.9	0	1260.1	0.5	1005.1	0	1111.2	0	886.8	8.6	1115.6	0	938.2	160.4	974.8	0	738.7
FRIJOL	1.2	46512.2	0	3223.9	0	3492.6	0	4269.6	0	4040	0	4203.5	0	2759.2	0	2784.3	1	2803.8	0	2810.6	0	4514.1	0.2	6157.9	0	5452.8
"FRUTAS FRESCAS, SECAS O CONGELADAS"	21711.8	264895.1	1005.1	29871.5	1027.9	19157.4	348	52951.3	1018.1	33987.5	709.1	9137.3	749	7592.7	674.4	9555.1	1406.6	10395.9	2109.9	7531.4	2415.2	6276.9	3909.8	27351	6338.8	51087.2
HUEVOS DE AVES	2636.6	0	152.8	0	215.1	0	258.9	0	559.9	0	274.6	0	74.2	0	193.2	0	180.3	0	225.4	0	354.8	0	113.2	0	34.2	0
LEGUMBRES Y HORTALIZAS	6751	124013.5	326.2	13278.3	322.4	10996.3	976.1	14675.4	546.2	10621.7	1635.6	7989	308.1	5148.8	535.4	10114.3	697.2	8825.5	680.7	9267.7	479.6	9984	125.6	9825	118	13287.5
MAIZ	187168.2	30.1	12383.8	1	12385.3	2.7	15631.2	12.1	17275.7	10.4	10830.4	0	14849.9	1.5	27554.5	0.4	21978.4	1.1	10655.3	0	19271.6	0	12200	0.9	12152	0
MANZANA	12625.4	0	1456.7	0	1041.5	0	670.4	0	406.6	0	454.4	0	407.8	0	952.1	0	396.9	0	454.8	0	1100.2	0	2663	0	2621	0
MATERIAS VEGETALES	16.6	23.5	8.8	0	0	1.6	0	0	0	0	0	1.6	0	4.3	0	3.2	0	1.6	0	0.3	7.8	1.6	0	1.6	0	7.9
MIEL DE ABEJAS	0.3	36.6	0	3.7	0	0	0	5.6	0	19.8	0	7.5	0	0	0	0	0	0	0	0	0.2	0	0.1	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	3378.4	3487.3	311.1	833.6	332.8	786.6	597.4	594.8	453.6	98.6	266.1	151.8	276.8	121.5	215.9	146.6	107.1	102.2	254.8	108.1	161.7	117.5	192.2	137.1	209.1	288.9
PAPA	1358.5	0	19.6	0	25.9	0	0	0	43.9	0	86.2	0	617	0	313.9	0	96.6	0	91.1	0	26	0	34.2	0	4.2	0
PIMIENTA	177.8	327.7	30.8	25.3	7.9	0	10	105.6	6.8	9.4	12.1	8.9	26.6	86.9	15	0	10.2	73.7	17.8	1.9	14.4	11.1	20.7	0	5.4	5
