	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	130233.3	62181.1	8547.9	5103.8	7204.6	4932.5	8921.9	4417.3	11104.5	7612.3	15063.7	8120.5	13519.2	7551	13441.6	6620.3	15926.7	5431.4	9324	946	7923	2292.5	7058.2	1467.8	12198	7685.8
INDUSTRIAS AGROPECUARIAS	1657.7	53667.1	292.4	4502.5	179.4	4748.6	93.4	4206.9	288.1	7526.1	214	7970.1	124.5	6816.6	89.5	6019.1	76.4	5299.1	56.5	926	41	2133.8	189.2	822.8	13.6	2695.6
AJO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DIVERSOS	11.5	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	3.5	0	1.4	0	3	0	1.1	0	0	0
BANANO	0	137.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.7
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	53.8	2.5	0	0	0	1.4	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	35.6	0	18.2	0	0	0
CAFE	0	41980.7	0	2936.5	0	3435.7	0	2956	0	6442.6	0	7471.3	0	6425.1	0	5352.3	0	3855	0	729.1	0	277.5	0	521.4	0	1578.2
CAUCHO NATURAL (HULE)	542.7	1045.1	124.1	297.7	41	0	68.3	0	96	0	66.5	0	8.1	0	0.6	227.2	72.9	286.6	55.1	166	1.1	67.6	8.9	0	0	0
CEBOLLA	57.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3	0	13.6	0
FRIJOL	20.6	58.2	0	0	20.6	0	0	50.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0.3	1934.6	0	131.5	0	37.2	0	109.9	0	356	0	280.9	0	303.6	0	245.9	0	245.9	0	0	0.3	0.3	0	54.9	0	168.5
LEGUMBRES Y HORTALIZAS	931.9	5061.9	168.3	998.8	106.4	1190.7	20.6	1090.3	192.1	542.9	147.4	105.5	113.8	79.1	88.9	54.4	0	97.2	0	0	0.9	13.2	93.6	132.4	0	757.4
MAIZ	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
MIEL DE ABEJAS	0	322.8	0	0	0	0	0	0	0	184.6	0	0	0	0	0	138.2	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	38.8	0	0	0	11.4	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
SEMILLA DE AJONJOLI	0	253.2	0	83.6	0	83.6	0	0	0	0	0	0	0	8.8	0	0	0	0	0	30.9	0	0	0	0	0	46.3
TABACO EN RAMA O SIN ELABORAR	0	2870.4	0	54.4	0	0	0	0	0	0	0	112.3	0	0	0	0	0	814.4	0	0	0	1775.2	0	114	0	0
TOMATE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	122090.1	8310.6	7772.8	601.3	6961.9	147.1	8600.4	210.4	10157.9	86.2	14557	110.8	10161.1	731.9	13048.6	579.4	15275.6	104.6	9064	17.6	7701.2	115.4	6676	642.5	12113.6	4963.5
ABONOS Y FERTILIZANTES	12513.4	0	0	0	163.2	0	321.6	0	1576.6	0	6575.9	0	2208	0	175.9	0	511.5	0	181.2	0	531	0	139.7	0	128.8	0
ALIMENTOS PREPARADOS PARA ANIMALES	144.1	0	5.3	0	0	0	0	0	18	0	0	0	0	0	0	0	20	0	0	0	100.8	0	0	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	376.8	0.9	36.6	0.1	30.2	0	111.1	0	3.4	0	8.8	0	10.2	0.2	17.1	0	17.9	0.2	20.2	0	65.7	0	0.6	0.4	55	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	203.9	0.1	51.5	0.1	0.1	0	1.8	0	0	0	0.3	0.1	0	0	0.5	0	106.5	0	21.6	0	19.3	0	0.2	0	2.1	0
APARATOS TRANSMISORES Y RECEPTORES	19.1	0.2	0.3	0	0.1	0	0	0	0	0	0.4	0.2	16.8	0	0.1	0	0	0	0.1	0	0	0	0	0	1.2	0
