	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	37015.5	14762.4	2925.8	1658.8	907.1	1465.9	2741.3	1881.6	2735.8	1619	7638.2	1329.7	2114.1	2282	3251.3	1174.8	3072.2	438.8	1587.7	925.5	1989.1	418.2	2026.7	818.5	6026.3	749.6
INDUSTRIAS AGROPECUARIAS	319.5	12927.8	94.5	1332.8	2.1	1465.8	9.3	1812	23.5	1619	0	1274.9	26.3	2277.2	34.9	1024.9	12.7	434.6	22.5	423.6	51.7	371	17.3	142.6	24.6	749.6
ALGODON	67.3	0	67.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANANO	0	10.9	0	10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	76	4.3	0	0.2	0	0	0	0	23.5	0	0	0	0	0	0	0.4	0	0	0	0	44.8	0	0	3.7	7.7	0
CAFE	0.1	11988.1	0	1321.6	0	1415.8	0.1	1738.7	0	1598.5	0	1269	0	1772.4	0	996.1	0	410.1	0	397.9	0	303.2	0	98.9	0	665.8
CARDAMOMO	0	25.2	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0	0	0	0	15.9	0	2	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	265.5	0	0	0	0	0	10.9	0	19.9	0	5.3	0	10.9	0	28.4	0	24	0	8.9	0	33.3	0	40	0	83.7
LEGUMBRES Y HORTALIZAS	15	2.5	0	0	0	0	0	0	0	0.6	0	0.6	0	0	8.6	0	0	0.5	0	0.8	6.4	0	0	0	0	0
MAIZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	171.4	0	0	0	28.8	0	55.1	0	0	0	0	0	55.1	0	0	0	0	0	0	0	32.4	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	136.7	0	27.2	0	2.1	0	9.3	0	0	0	0	0	26.3	0	15.1	0	0	0	22.5	0	0	0	17.3	0	16.9	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	0	12.7	0	0	0	0.5	0	0	0	0	0
SEMILLA DE AJONJOLI	0	21.2	0	0	0	21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TABACO EN RAMA O SIN ELABORAR	0	438.7	0	0	0	0	0	0	0	0	0	0	0	438.7	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	25684.3	1828.1	2138.4	326	888.6	0.1	2646.2	69.6	2242.2	0	3429.2	54.8	2063.4	4.8	2377.8	143.4	2665.6	4.2	1413.8	502	1728.8	47.2	1630.6	675.9	2459.6	0
ABONOS Y FERTILIZANTES	53.6	12.3	23.8	0	6.6	0	0	0	14.4	0	0	0	0	0	0	7.2	0	0	0	0	0	5.1	8.8	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	21.9	0	21.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	68.4	0	0	0	2.9	0	0	0	43.2	0	3.8	0	0	0	2	0	1	0	2.5	0	0.4	0	12.4	0	0.1	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0.2	0
APARATOS TRANSMISORES Y RECEPTORES	37.7	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.8	0	1.1	0	0	0	0	0	35.7	0
ARTICULOS DE VESTUARIO	68.8	1455.5	3.7	326	14.1	0	0	1.5	0.9	0	1	0	0	0	0.8	0	20.7	0	4.4	437.2	0	33.9	22.1	657	1	0
AZUCARES Y ARTICULOS DE CONFITERIA	17.3	0	5.4	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0.5	0	0	0	4.8	0	0	0
