	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	100907.9	52680.3	6768.1	7022.3	5259.6	5894.3	9227.1	8253	8235.5	6029.5	6364.4	4180.5	11840.9	4502.6	12640.4	5797.1	7277.1	1621.5	9005.5	4107.7	9509.5	840	7603.9	1222.1	7175.9	3209.7
INDUSTRIAS AGROPECUARIAS	796.8	51983.7	20.7	7006.1	9.8	5736.6	26.1	8190.4	174.6	5999.3	48.8	4084.6	244.4	4441.1	73.8	5667.8	49.9	1579.8	3.4	4050.1	50.3	801.6	9.5	1221.1	85.6	3205.2
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	34.7	37.2	0	0	0	0	26.1	0	8.7	0	0	0	0	9.3	0	14.3	0	4.5	0	4.5	0	4.5	0	0.1	0	0
CAFE	0	44742.7	0	5725.6	0	4610.9	0	6964.5	0	5650.5	0	3527.7	0	4181.6	0	5635.3	0	982.2	0	3762.6	0	559.3	0	1018.8	0	2123.9
CARDAMOMO	0	361.4	0	0	0	180.7	0	180.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	457.9	2553.9	0	344.5	0	291.8	0	508.7	76.7	0	26.8	202.5	226.6	134.5	47.5	0	0	336.3	0.9	220.5	0.3	237.8	0	44.8	79.2	232.5
ESPECIAS	15.4	0	0	0	0	0	0	0	0	0	0	0	15.4	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	532.3	0	532.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRIJOL	0	13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4	0	0	0	0	0	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	761.6	0	61.9	0	181.8	0	120.1	0	29.1	0	144.3	0	115.8	0	0	0	0	0	62.6	0	0	0	3.3	0	42.6
LEGUMBRES Y HORTALIZAS	7	2514.9	0	341.8	7	471.5	0	416.3	0	247.3	0	77.8	0	0	0	0	0	0	0	0	0	0	0	154	0	806.2
MIEL DE ABEJAS	0	455.2	0	0	0	0	0	0	0	66.2	0	132.3	0	0	0	0	0	256.7	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	80.8	11.1	6.9	0	2.6	0	0	0	22.8	6.3	14.7	0	2.3	0	26.3	4.8	0	0	2.5	0	0	0	2.6	0	0	0
PAPA	21.1	0	0	0	0	0	0	0	0	0	7.3	0	0	0	0	0	6.9	0	0	0	0	0	6.9	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	179.8	0	13.9	0	0.2	0	0	0	66.4	0	0	0	0	0	0	0	43	0	0	0	50	0	0	0	6.4	0
INDUSTRIAS MANUFACTURERAS	96043.9	606.4	6467	16.2	5185.1	157.7	9100.1	62.6	7766.2	30.2	6231.5	95.8	10607.4	17.5	12083.3	125.7	7043.5	41.7	8659.1	15.1	9184.6	38.4	6691.5	1.1	7024.6	4.4
ABONOS Y FERTILIZANTES	3205.4	0	0	0	103.7	0	71.3	0	231.8	0	102.5	0	279.6	0	145.5	0	267.5	0	742.5	0	601	0	540.3	0	119.7	0
ALIMENTOS PREPARADOS PARA ANIMALES	173.1	0	35.7	0	3.2	0	0	0	0	0	0	0	23.4	0	0	0	0	0	0	0	0	0	64.9	0	45.9	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	145.1	0.7	20.4	0	0	0	0	0	1.8	0	41	0	3.4	0.1	52.8	0.4	0.1	0.1	14.5	0	8.4	0	0.5	0	2.1	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	90.3	0.6	0	0	0	0	0	0	0.3	0	0	0	82.8	0.1	4.2	0.4	1.8	0.1	0.8	0	0	0	0.3	0	0.1	0
APARATOS TRANSMISORES Y RECEPTORES	76.4	0.7	0.1	0	0	0	52.9	0	0	0	0	0	0	0.2	3	0.4	0.1	0.1	19.6	0	0	0	0.5	0	0.1	0
ARTICULOS DE VESTUARIO	28.4	21	1.3	0	0.3	0	5.8	0	5.5	0	0.1	0	2.6	0	1.6	5.2	2.1	0	0	15.1	6.4	0	2.3	0.7	0.4	0
AZUCARES Y ARTICULOS DE CONFITERIA	145.5	2.2	35.5	0	0	0	60.1	2.2	40.7	0	3.6	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0
BATERIAS ELECTRICAS	296.5	22	129.8	7	0	0	148.2	0	0.1	0	14.2	7	0.7	0	1.6	0	0	4	0	0	0.9	0	0.9	0	0	4
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	190.7	0	0	0	0	0	20.5	0	0	0	6.5	0	0	0	5.4	0	130.8	0	0.2	0	15.9	0	4	0	7.4	0
CAFE SOLUBLE Y MOLIDO	0	7.3	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALZADO	16.8	6.5	0.1	0	0	0	0.1	0	5	0	0	6.2	0	0.1	2.9	0.2	5.9	0	0.6	0	0.1	0	2.1	0	0	0
CERAS	91.4	0	0	0	0	0	0	0	12.4	0	10	0	0	0	11.9	0	20.6	0	35.9	0	0	0	0	0	0.5	0
