	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	159947.5	114034.9	12152.4	8258.9	10319.3	6299	28459.4	13995.5	14504.8	9041.3	12076.1	15489.8	10312.2	12433.1	22041.7	13089.5	11769.6	11102.6	15468	13422.2	6496.9	1884.8	7121	5334.2	9226	3684
INDUSTRIAS AGROPECUARIAS	347.3	102875.5	37.2	4357.4	0	6239	45	10088.6	12.3	8893	85.2	15361.6	61.5	12307.3	73.5	12943.7	29	9245.8	0	13183.3	3.2	1792.4	0	5197.1	0.4	3266.2
ANIMALES VIVOS DIVERSOS	15.8	0	0	0	0	0	15.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	47	13	0	0	0	4.1	0	5.1	0	0.3	0	0.9	0	0.9	47	1.8	0	0	0	0	0	0	0	0	0	0
CAFE	0	81772.5	0	3458	0	5354.5	0	8955.6	0	7514.8	0	13132.7	0	10761.3	0	8804.2	0	5452.4	0	10732.2	0	914.4	0	4369.3	0	2323
CAUCHO NATURAL (HULE)	92.8	7182.6	9.5	0	0	135.3	0	146.2	0	504.3	82.2	1354.5	0	878.3	0.6	1000.1	0	591.6	0	994.8	0.4	609.5	0	743.3	0	224.7
FLORES Y FOLLAJES	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3
FRIJOL	0.4	90.5	0	0	0	0	0	0	0	90.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	1935.4	0	58.5	0	0	0	0	0	0	0	266.8	0	333.3	0	308.5	0	268.6	0	268.6	0	268.6	0	0	0	162.5
LEGUMBRES Y HORTALIZAS	8.7	4243.3	0	840.9	0	745	0	913.9	0	643.4	0	388.7	8.7	59.7	0	0	0	28.8	0	1.8	0	0	0	84.5	0	536.7
MIEL DE ABEJAS	0	834.9	0	0	0	0	0	67.8	0	139.8	0	217.9	0	271.2	0	68.3	0	0	0	69.8	0	0	0	0	0	0
