,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"455,526.00","404,294.50","33,975.90","25,680.60","35,537.40","31,415.50","41,784.70","34,218.90","33,387.90","36,301.70","41,293.30","28,635.70","37,851.50","37,712.30","37,801.80","39,001.60","38,980.60","33,564.50","36,499.00","32,199.70","39,557.50","34,266.70","38,181.60","32,456.30","40,674.60","38,841.00"
INDUSTRIAS AGROPECUARIAS,"4,802.30","42,954.60",118.4,"2,365.40",196.8,"3,183.00",501.8,"3,120.60",237.7,"3,468.80",264.3,"2,528.60",537.8,"4,035.50",445.8,"5,223.60",676.2,"4,062.60",894.9,"4,270.30",331.8,"3,637.60",363.8,"3,053.90",233,"4,004.70"
ANIMALES VIVOS DE GANADERIA,62.3,9.5,0,0,1.8,0,24.4,0,9.1,1,0,0,16.8,6.5,0,0,0,0,0,0,0,0,0,2,10.2,0
ANIMALES VIVOS DIVERSOS,6.40,0,0.8,0,1.6,0,0,0,1.3,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0.3,0,0.6,0
ARROZ,68.70,876.2,0,0,33.9,64.4,0,96.4,17,100,3.4,68.6,0,174.4,0,151.8,0,106.9,14.4,32.4,0,81.4,0,0,0,0
BANANO,0,6.8,0,0,0,0.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",744.10,400.40,4.7,48.5,2.1,2.2,93.2,25.8,98,24.5,95,18.6,122.2,53.4,24.5,8.2,166.1,3.4,0,136.6,0,0,133.6,20.2,4.6,59.1
CACAO,19.20,0.00,6.3,0.00,0,0,0,0,0,0,0,0,12.9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0
CAFE,1.4,"8,379.20",0,330.5,0,419.6,0,519,0,"1,120.30",0,551.3,0,"1,088.70",0,"1,293.20",0,615.6,0,"1,023.90",0,623.7,1.4,169.7,0,623.7
CARDAMOMO,0,1.10,0,0,0,0.00,0,0.6,0,0,0,0,0,0,0,0,0,0.40,0,0.00,0,0.00,0,0.00,0,0.00
CAUCHO NATURAL (HULE),261.2,"29,826.30",27,"1,816.60",30.7,"2,525.90",29.7,"2,286.60",21.8,"1,915.70",9.6,"1,702.60",22.6,"2,318.30",34.6,"3,312.20",12,"2,962.70",5.5,"2,701.20",15.5,"2,700.20",37.9,"2,648.10",14.3,"2,936.30"
CEBOLLA,0,9.00,0,0.00,0,0.00,0,0,0,9,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,33.1,0,0,0,0,0,0,0,1.3,0,1.4,0,2.5,0,0,0,24.8,0,0,0,0,0,0,0,3.1
ESPECIAS,90.8,248.1,1.6,2,10.3,33.9,13.5,3.3,8.2,38,5.2,8.5,5.4,8.2,9.8,0.5,6,37.3,8.2,39.4,6.8,8,6.2,8.6,9.6,60.6
FLORES Y FOLLAJES,3.7,180.7,0,5.9,0,0.4,0,40,0,0.4,0,0.4,0,5.6,0,9.3,0,9,0,77.7,0.1,6.1,2.7,7.4,0.9,18.5
FRIJOL,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",588.2,"1,482.30",39.8,55.1,37.5,49.3,31.5,37.4,1.5,53.3,82.5,76.7,45.4,268.7,16.1,278.9,17.1,214.5,7.6,160,0,139.2,153,84.6,156.3,64.80
LEGUMBRES Y HORTALIZAS,612.90,133.00,0,6.4,0,6.7,180.7,7.3,0,14.4,15.8,6,0,10.5,0,5.6,0,16.5,194.1,24.5,222.3,16,0,4.1,0,15
MAIZ,0,396.6,0,42.8,0,13.9,0,57.3,0,84,0,0,0,33,0,27.6,0,25.2,0,16.5,0,0,0,33.2,0,63.2
MANZANA,28.2,0.00,0,0,0,0,0,0,0,0,0,0,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,505.8,71.70,21.6,0,22,17.3,109.7,13.4,62.2,0,25.9,0.1,35.8,0,45.3,10.5,66,4.3,81.1,0.2,12.6,0.2,4.3,2.5,19.4,23.1
PIMIENTA,107.5,7.4,6.8,0.4,47.6,0.1,9.6,0.3,1.4,0.1,8.7,0.7,7.4,1.3,4,0,9.4,1.2,2.5,0.2,1.1,2.1,0,0,8.9,1
