,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"599,653.10","417,678.50","37,534.20","31,092.50","46,164.60","30,771.30","51,848.20","38,442.70","45,483.90","36,073.50","50,147.60","33,280.70","52,065.10","32,116.50","59,882.10","40,251.10","53,280.80","38,194.00","51,397.90","36,267.80","55,181.30","33,297.00","51,259.40","33,809.30","45,407.90","34,082.10"
INDUSTRIAS AGROPECUARIAS,"10,162.50","16,943.40",690.1,"1,235.40",718.7,"1,012.50",850.3,"1,561.00",580.30,"1,053.80",986.00,"1,117.70","1,490.40","1,472.00",959.40,"2,260.20",550.2,"1,972.30",672.2,"1,639.70",878.2,"1,356.80",942.9,"1,262.80",843.9,999.30
AJO,37.6,0,0,0,0,0,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,202.40,1,69.3,0,0,0,13.9,0,0,0,5.9,0,26.4,0,0,1,8.8,0,78.1,0,0,0,0,0,0,0
ANIMALES VIVOS DIVERSOS,11.70,0,0.9,0,0.5,0,0,0,1.1,0,0,0,0.5,0,1.6,0,4.8,0,1,0,0.4,0,0.3,0,0.6,0
ARROZ,138.2,0,0,0,0,0,0,0,0,0,130.6,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0
BANANO,14.60,0.00,0.6,0,0,0,0,0,0,0,0,0,9.3,0,0,0,1.6,0,0,0,2.1,0,0,0,1,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","1,219.70",111.80,0.4,0.80,22.6,1.6,11.8,41.1,75.2,0,116.3,13.7,513.2,6.50,64.3,17.80,100.8,7.50,55.5,21.10,121.2,0.60,121.2,0.20,17.4,1
CACAO,10.70,0.00,0,0,0,0,0,0,10.7,0.00,0,0,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0,0,0
CAFE,2.2,"2,081.30",0,0,0,313.50,0,190.2,0,124,0,124,0,451.9,2.2,124,0,273.40,0,91.20,0,165.30,0,124.00,0,100.00
CARDAMOMO,0,5.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
CAUCHO NATURAL (HULE),237.4,"10,953.10",29.3,"1,071.10",29.3,497.90,14.1,"1,029.00",18.9,696.5,24.4,689.80,24.5,703.40,14.9,"1,618.90",16.2,"1,237.80",14.9,798.50,17.6,982.20,19.2,889.60,14.1,738.40
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,6.20,0,0.60,0,0,0,0,0,0.00,0,0.9,0,0,0,0,0,0,0,0.6,0,0.30,0,0.9,0,2.9
ESPECIAS,56.5,337.5,3.5,0.4,5,28.7,4.2,7.5,5,42.4,2.7,39.8,7.9,49,4.6,47.2,2.6,20.4,6.3,41.4,3.7,3.7,9.3,21.7,1.6,35.3
FLORES Y FOLLAJES,0,289.2,0,12.7,0,8.4,0,104.1,0,8.3,0,6.6,0,8.7,0,13.8,0,8.9,0,85.4,0,10.8,0,9.3,0,12.2
FRIJOL,12.10,24,0,23,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,5.7,1,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS","6,869.30","1,413.10",512,35.9,578.9,17.8,642,60.8,347.6,62.5,600.8,167.1,721.8,115,588.3,191.4,352.7,279,413.9,260.6,675.8,103.8,710.2,113.4,725.4,5.90
LEGUMBRES Y HORTALIZAS,115.80,446.40,2.6,6.3,9.6,41.2,28.6,37.4,0.4,48.2,4.6,0,14.6,34.5,23.5,37.9,10.6,67.1,1.1,98.7,0,58.3,20.2,0,0,16.7
MAIZ,10.4,123.80,0,0,0,0,2.5,0,0,0,0,0,7.8,58.8,0,36.5,0,16.7,0,0,0,0,0,2.8,0,9.1
MANZANA,65.9,0.00,0,0,0,0,17.8,0,0,0,24.7,0,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0
MATERIAS VEGETALES,3.5,0.00,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIEL DE ABEJAS,0,226.2,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4,0,0,0,150.8,0,0.1,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,448.2,122.6,12.6,0.6,2.8,11.8,41.4,8.2,112,4.4,52.1,5.7,85.2,8.4,45.3,9.5,17.7,36.9,34.2,4.7,7.1,11.3,31,17.8,6.8,3.4
PIMIENTA,233.20,72.6,24.4,1,8.6,9.5,53.7,1.4,6.3,7.5,9.5,2.6,18.4,3,56.6,17.1,3.2,8,8,4.7,15.3,1.4,18.7,5.4,10.5,11.1
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",458.30,212.50,31.50,12.50,59.10,11.60,20.30,8.70,2.20,9.20,10.70,17.00,16.7,32.9,153.5,14.1,7.9,16.6,58.1,14.3,19.6,18,12.2,33.6,66.5,24
PLATANO,0.00,39.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.50
SEMILLA DE AJONJOLI,0.00,475.40,0.00,70.60,0.00,70.60,0.00,70.60,0.00,50.70,0.00,50.70,0.00,0.00,0.00,50.70,0.00,0.00,0.00,67.60,0.00,0.00,0.00,44.00,0.00,0.00
TOMATE,0.00,2.20,0.00,0.00,0.00,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YUCA,14.70,0.00,0.50,0.00,2.30,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,4.60,0.00,0.00,0.00,1.00,0.00,2.10,0.00,0.60,0.00,0.00,0.00
INDUSTRIAS MANUFACTURERAS,"571,647.20","385,455.90","35,287.80","28,827.60","43,915.40","28,598.70","49,371.30","35,358.80","42,761.20","33,774.70","47,263.40","30,934.30","48,661.80","29,470.10","57,136.40","36,282.30","51,371.20","32,710.60","49,659.40","33,899.70","52,887.70","31,331.10","49,515.50","31,877.00","43,816.20","32,391.10"
ABONOS Y FERTILIZANTES,474.90,"3,279.70",8.90,227.10,19.10,135.00,30.30,322.90,128.70,487.60,14.90,117.60,101.60,160.00,51.50,252.50,0.00,369.80,24.80,287.80,0.00,338.70,59.40,213.90,35.80,366.90
ALIMENTOS PREPARADOS PARA ANIMALES,"1,599.40","1,180.00",109.6,51.6,122.2,66.1,130.70,131.7,99.50,113.4,66.10,131.20,95.50,77.4,138.60,86.8,188.40,205.8,249.00,135.00,48.3,44.7,92.40,87.4,259.10,49
APARATOS ELECTROMECANICOS DE USO DOMESTICO,"11,787.70",874.10,398.70,89.50,366.70,34.30,"1,114.70",56.00,798.10,40.10,"1,158.80",36.50,"1,057.30",51.60,"1,514.70",125.80,"1,193.60",125.80,"1,563.90",134.60,"1,215.80",57.50,"1,002.60",72.00,403.00,50.20
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,"1,069.70",323.80,94.30,37.4,132.60,71.3,54.30,4.1,94.80,4.00,76.40,3.00,43.80,44.6,90.40,2.00,86.30,0.4,131.00,86.20,75.70,59.4,83.10,4.8,107.10,6.60
APARATOS TRANSMISORES Y RECEPTORES,"1,400.70",363.40,249.60,11.2,94.40,0.7,24.10,13,79.60,25.1,32.60,10.8,26.2,103.2,199.1,0.1,468.9,89.9,79.3,31.7,56.2,61.6,43.4,14.5,47.2,1.6
ARMAS Y MUNICIONES,18.20,0.00,0.00,0,18.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
ARTICULOS DE VESTUARIO,"1,293.50","6,886.70",35.10,380.3,47.30,394.6,130.70,680.2,61.30,663.4,102.00,967,183.40,562.1,67.20,447.8,63.20,460.4,116.00,313.3,57.40,599.1,195.30,659.6,234.60,759.10
AZUCAR,0.30,3.20,0.00,0,0.00,0,0.00,0,0.20,0,0.00,0,0,0,0.1,0,0,0,0,0,0,3.2,0.1,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,"5,071.80","6,806.20",272.20,623.8,427.20,601.8,567.20,640,402.70,444.6,348.30,462.6,354.80,502,519.40,372.1,347.30,529.4,366.50,501.2,312.40,674.4,574.50,661.5,579.30,792.7
BATERIAS ELECTRICAS,"1,403.10",520.40,52.00,63.6,90.90,56.2,137.90,28.6,129.50,23.6,91.10,52.3,48.00,73.6,148.40,39.5,142.10,36.7,126.10,28.3,253.70,32.9,84.60,58.2,98.90,26.8
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,"69,440.70","9,227.90","3,551.70","1,073.50","5,697.60","1,020.20","5,568.90",727.3,"4,818.50",747.3,"5,111.40",728.9,"5,695.50",703.1,"8,020.20",741.5,"5,765.70",840,"5,466.60",808.4,"7,189.10",598.4,"7,301.30",570,"5,254.30",669.3
CAFE SOLUBLE Y MOLIDO,147.90,2.20,4.70,0.00,68.40,0.00,33.60,0,0.40,0.00,21.90,0.00,1.80,0,4.40,0,0.00,2.2,0.00,0,6.00,0,4.20,0,2.30,0
CALZADO,"1,235.70","4,947.10",61.1,439.40,54.9,588.90,127.2,270.60,141.1,418.40,120.2,297.90,81.8,264.90,80.9,422.50,78.8,496.70,112.9,284.00,109.4,445.30,116.9,491.80,150.5,526.70
CAMARON Y LANGOSTA,33.50,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,15.70,0.00
CARNE,"12,122.50",67.30,206.10,9.00,311.00,4.50,403.20,4.50,498.20,4.50,659.90,9.00,933.40,4.50,"1,687.80",0.00,"2,302.30",13.10,"2,387.90",4.50,"1,461.80",4.50,775.60,4.50,495.30,4.50
CERAS,840.60,"5,379.30",56.6,411.9,40.7,489.50,48.7,424.20,56.2,472.6,87.4,460.20,80,507.50,70.1,419,54.2,413.60,58.9,435.90,81.3,459.70,104.5,401.20,101.9,483.90
