,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"422,686.90","318,877.20","32,728.10","24,613.40","36,618.70","25,572.00","33,754.80","24,247.40","38,022.10","27,851.40","37,507.20","26,749.70","33,600.60","27,742.00","36,742.70","30,355.20","33,508.50","29,345.50","35,127.20","26,066.20","39,330.80","26,944.30","33,367.20","26,444.70","32,378.90","22,945.60"
INDUSTRIAS AGROPECUARIAS,"5,726.20","18,026.20",233.6,"1,236.80",311.9,"1,129.00",531,790.30,550.4,857.90,415.7,"1,114.30",504.8,"1,535.20",965.7,"2,451.10",495.4,"1,812.90",374.3,"1,833.30",797.7,"2,102.60",363.6,"2,036.90",182.1,"1,126.00"
AJO,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,51.50,69.5,0,1,0,0,15,1.5,0,0,0,0,0,1,0,0,0,1,0,1,23.7,0,12.7,64,0,0
ANIMALES VIVOS DIVERSOS,8.20,0,0,0,0.9,0,0,0,0.6,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,3.5,0
ARROZ,363.9,90,3.3,0,46,0,26.3,0,3.3,0,148.1,0,0,0,72.6,0,3.3,45,7.8,0,22.9,45,9.8,0,20.6,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","1,467.50",181.00,36.1,19.3,85.3,29.6,258.9,1.1,183.2,0.4,79.2,18.1,39.9,9.9,350.5,25.2,232.9,2.6,11.9,16.9,45.1,0,83.1,57.9,61.4,0
CAUCHO NATURAL (HULE),0.00,"15,764.70",0,"1,149.90",0,991.4,0,618.3,0,617.6,0,967.9,0,"1,312.50",0,"2,154.30",0,"1,596.10",0,"1,743.80",0,"1,934.90",0,"1,757.10",0,920.8
CEBOLLA,0.2,3,0,3,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,3.80,0,0,0,0.00,0,1.3,0,0,0,0,0,2.5,0,0,0,0.00,0,0,0,0,0,0.00,0,0.00
ESPECIAS,240.8,131.70,7.3,16.2,3.5,0.40,18.3,1,22,15.60,15.6,12.7,17.9,22.8,28.1,1.70,61.1,0.70,14.5,0.7,14.4,30.70,28.9,4.20,9.4,25
FLORES Y FOLLAJES,47.2,129.6,1.8,6.7,2.6,40.1,1.3,2.2,3.2,4.3,3.4,0,3,0,5.9,7.2,4.9,43.1,5.9,1,5.5,6.9,6.2,7.7,3.7,10.4
FRIJOL,0,74,0,0.3,0,0.7,0,0.5,0,16.8,0,0,0,48.1,0,5.9,0,0,0,0,0,0.6,0,0.7,0,0.6
"FRUTAS FRESCAS, SECAS O CONGELADAS",970.2,323.7,149.7,32.5,125.2,18.7,115.7,25.8,168.7,31,98.7,21.4,86,34.4,88.4,3.5,21.9,26.5,89.4,48,0,10.7,17.5,46.8,8.8,24.3
LEGUMBRES Y HORTALIZAS,232.8,200.7,0,7.8,0,2.1,0.3,2,0.6,85.3,1.4,0,0,2,83.6,7.5,0.1,0,36.6,0,71.2,14.9,39,25.5,0,53.6
MAIZ,0,424.1,0,0,0,0,0,123.7,0,45.7,0,12.2,0,90.6,0,69.3,0,33.3,0,0,0,0,0,0,0,49.2
MANZANA,37.9,15.80,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,37.9,0,0,0,0,0,0,0,0,0.00
MATERIAS VEGETALES,3.2,0.50,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0
MIEL DE ABEJAS,0,130.8,0,0,0,0,0,0,0,0,0,0,0,0,0,130.8,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,612.4,25.90,14.1,0,37.2,0,64.2,0,138.5,0,46.1,0.1,18.8,2.4,94,5.9,74.1,3,53.5,9.9,28.1,0.1,2.9,0,40.9,4.6
PIMIENTA,102.3,4.10,0.2,0.1,1.6,0,12.4,0.1,0,0,1.4,0,3.7,0,0,0.4,12.5,0,58,0,0,3.2,12.5,0.4,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",145.9,90.5,16.8,0,9.7,0,18.5,9.3,30.4,9.2,21.7,6.5,9.7,8.9,3.6,9.5,8.6,3.5,4.7,12.1,17.4,12.2,2.1,10.9,2.6,8.5
PLATANO,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMILLA DE ALGODON,"1,433.30",0,0,0,0,0,0,0,0,0,0,0,325.8,0,238.9,0,34.9,0,92,0,561.5,0,149,0,31.3,0
SEMILLA DE AJONJOLI,0.00,354.80,0.00,0.00,0.00,29.00,0.00,0.00,0.00,32.00,0.00,75.30,0,0,0,30,0,58,0,0,0,43.5,0,58,0,29
TABACO EN RAMA O SIN ELABORAR,4.20,4.80,4.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,0.00,0.00
YUCA,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00
INDUSTRIAS EXTRACTIVAS,"11,110.80","6,735.20",896.70,237.20,939.10,475.90,971.00,427.50,"1,036.10",699.50,973.20,680.30,710.00,487.90,732.90,719.80,"1,015.30",720.20,"1,116.50",746.50,"1,162.40",642.00,953.20,414.40,604.50,484.10
