,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"288,242.40","150,180.30","24,515.30","14,627.60","22,947.40","13,739.20","22,418.40","7,556.40","22,664.50","8,909.50","23,031.30","14,438.60","24,187.60","12,002.80","23,734.30","13,234.40","24,644.00","12,723.00","24,132.80","14,030.70","27,162.20","13,007.40","24,946.70","13,418.40","23,858.00","12,492.40"
INDUSTRIAS AGROPECUARIAS,"2,688.60","5,029.60",99.7,731.8,188,222.6,96.8,62.9,198.1,128.5,269,466.6,261.3,462.6,190.5,339.9,267.8,378,347.8,406.5,373.6,946.3,265.4,652.7,130.5,231.2
AJO,0,4.2,0,0,0,0,0,0,0,0,0,0.5,0,2.9,0,0.6,0,0,0,0,0,0.2,0,0,0,0
ANIMALES VIVOS DE GANADERIA,75.8,19.6,12.7,0,0,0,0,0,0,1.5,10.6,1,10.9,0,0,0,4.9,13.5,7.7,0,29,3.6,0,0,0,0
ARROZ,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","1,340.20",85,47.5,0.3,75.5,1.4,6,0.3,84.1,0.7,164.7,51.2,123.2,24.2,47.4,0,108.8,0,189.4,0,262.7,5,142.4,1.4,88.7,0.6
CAFE,6.6,0.5,0.1,0,0,0,5.5,0,0.5,0,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
CAUCHO NATURAL (HULE),91.4,"2,601.60",1.3,175,26.3,112.9,0.7,0,16.1,78.7,12.7,290.8,11.7,176.9,19.4,256.6,0.6,258.9,1.1,281.8,1.3,552.4,0,269.7,0.3,147.8
CEBOLLA,22.9,269.4,0,4,0,9,0,0,0,2,0,36.8,0,149.9,2.2,67.7,0,0,3,0,17.7,0,0,0,0,0
ESPECIAS,275.6,62,8.1,0.5,29.1,0,26.7,0.1,13.8,8.8,13.7,17.2,16.7,0.1,14,0,12.3,15,39.4,0.4,19.6,0.7,65.8,17.1,16.3,2.2
FLORES Y FOLLAJES,20.6,14.3,0,0.8,0,0,0,0,4.3,0,0,0,7.3,0.1,0,0,0,12.8,0,0,0.4,0,3.8,0,4.9,0.5
