,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones
NEUMATICOS Y TUBOS,122.6,"9,494.30",0,530.4,20.6,950.8,9.3,732.6,24.1,795.4,0,662.9,8.2,663.2,25.3,501.4,1.5,698.7,12.8,696.3,9.3,"1,367.40",0,943.3,11.5,952.1
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",1.9,9.9,0.5,3.7,0.1,0.2,0.2,0,0,0.1,0,0.1,0,0,0,0.6,0,0.5,0,0,0,0,0,4.4,1.1,0.3
OTRAS MANUFACTURAS DE METALES COMUNES,"7,468.20","16,340.00",364.1,945.4,355.9,"1,194.50",891,"1,732.10",691.7,"1,110.00",672.8,"1,686.00",450,"1,233.50",584.9,"1,700.60",602.1,"2,010.80",669.8,"1,480.70",762.6,"1,479.00",400.1,"1,091.60","1,023.00",675.8
OTROS ACEITES ESENCIALES,94.1,196.4,0,0,0.5,0.9,0.3,12,34.6,45.6,10.6,4.6,7.3,26.9,0.8,21.2,10,53.9,1.9,1.9,8.4,2.9,15.1,0.8,4.6,25.6
PAPEL Y CARTON,"1,276.80","6,255.00",60.5,"1,319.60",16.2,381.5,52.5,352.3,28.1,237.3,49.8,289.6,107,728.1,4.8,406.7,401.9,526.5,498.5,605.9,17.9,594.8,8.8,264.3,30.9,548.4
PESCADO Y MOLUSCOS,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0
PIELES Y CUEROS,0,342,0,69.6,0,0,0,17.4,0,0,0,13.6,0,28.3,0,10.5,0,23.8,0,22.1,0,29.6,0,64.3,0,62.8
PINTURAS Y BARNICES,"3,839.10","13,058.70",327.1,901.5,511.8,829.6,221.5,"1,136.90",287.2,798,247.4,"1,416.90",439.9,728.8,260.2,"1,082.90",231,994.1,310.3,"1,193.90",432.2,812.3,154,"1,331.70",416.5,"1,832.20"
"POLVORA, EXPLOSIVOS Y ARTICULOS DE PIROTECNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREPARADOS A BASE DE CEREALES,"22,633.30","25,572.40","1,511.00","1,777.40","1,845.30","1,858.80","1,861.40","1,581.10","2,013.50","1,326.10","1,433.70","1,331.10","1,991.80","2,412.10","1,945.40","2,101.10","1,957.20","2,928.60","1,996.40","2,731.40","1,892.60","2,451.80","2,038.60","2,169.30","2,146.30","2,903.70"
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS","11,782.30","6,825.20",793.9,816.3,940.1,608.6,"1,090.80",490.8,851.7,137.5,763.4,248.6,"1,030.80",254.4,"1,061.70",702.2,951.9,414.9,906.3,853.6,"1,055.20",764,954.4,797.9,"1,382.20",736.4
PREPARADOS DE LEGUMBRES Y HORTALIZAS,"8,883.50",839,639.7,57.8,582.4,49.3,788.7,96.1,659.7,70,445.4,40.6,819.8,81,985.2,85.1,735.1,48.6,679.6,82.7,487.6,103.1,903.3,68.3,"1,157.00",56.5
PREPARADOS DE FRUTAS,"3,877.20","5,569.30",239,184,326.2,481.7,336.7,639.2,364.9,476.6,370.4,459.1,314.1,462.3,402,313.5,240.1,540,232.9,413.8,278.1,594.3,492.5,633.6,280.3,371.2
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS","5,515.30","4,091.40",528.7,383.1,486.9,218.1,494.5,295.1,358.5,251.6,384.1,237.3,392,364.7,672.4,371.3,512,360.5,331.2,488.7,516.4,499.6,410,338.1,428.5,283.4
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,"10,057.80","14,233.90",529.9,922.9,725.1,"1,237.40",790.6,852.1,763.4,896.1,931.8,"1,280.50","1,222.60","1,411.10","1,092.90","1,101.30","1,071.40","1,203.00",641.1,"1,370.40",718,"1,507.90",879.4,"1,011.90",691.6,"1,439.30"
PRODUCTOS FARMACEUTICOS,"29,231.60","33,753.80","1,978.20","2,506.10","3,175.20","2,178.90","2,605.70","3,388.20","2,207.90","3,443.50","4,333.60","4,309.80","2,561.20","2,903.50","1,972.40","1,814.50","1,788.10","3,408.20","1,753.30","2,435.40","1,899.30","2,808.40","2,293.40","1,845.10","2,663.20","2,712.30"
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS,18.7,31.8,0,1.1,0,3,0,1.3,0,0,0,8.2,7.5,9.3,0,2.4,10.1,1,1.2,2.4,0,0,0,3.1,0,0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O","2,269.40",246.9,130.8,45.9,185.5,18.6,128.7,1.5,214.7,8.6,123.3,16.8,289.7,44.4,89.6,24.3,177.2,7.7,289,13.5,266.4,15.9,166.9,43,207.7,6.8
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS","8,949.60","35,571.50",479.6,"2,841.40",727.3,"2,285.00",726.5,"3,162.70",704.5,"2,268.30",624.1,"2,686.70",832.3,"2,742.40",865,"2,932.10",981,"3,010.50",748.4,"3,462.20",735.3,"3,211.30",752.9,"3,053.20",772.7,"3,915.60"
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",64.8,183.5,0.1,6.2,17.2,51.5,0.6,3.6,4.3,18.3,1.5,15.5,8.8,2.9,7.3,3.2,5.8,10.9,12,23.5,2.4,14.6,0.7,14.1,4.3,19.1
TABACO ELABORADO,0,"4,627.10",0,142.5,0,546.7,0,533.3,0,0,0,614.9,0,553.7,0,357.1,0,405.3,0,532.9,0,763,0,177.5,0,0
TORTA DE SEMILLA DE ALGODON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBERIA Y SUS ACCESORIOS,"20,123.70","7,886.80","1,105.30",468.6,"2,560.80",665.7,"2,216.30",432.8,"1,871.10",528.6,"1,215.80",909.7,"1,990.80",555.6,"1,411.90","1,018.70","1,392.00",786.1,"1,264.70",928.9,"1,340.30",513.4,"1,772.20",442,"1,982.50",636.9
VEHICULOS Y MATERIAL DE TRANSPORTE,"2,372.50","4,744.60",400.9,410.2,152.8,179.4,748.7,251.1,64.8,213.4,38.9,294.2,151.3,"1,361.80",35.9,263.4,99.4,369.9,312.1,300.9,118.5,412.1,24.9,342.2,224.1,346
VIDRIO Y SUS MANUFACTURAS,"4,506.30","9,101.90",563.5,598.1,358.6,769.3,474.5,"1,118.50",627.2,"1,080.00",327.4,830.1,251.8,619.9,320.5,421.5,264.5,620.6,440.8,595.6,225.7,982.1,281.3,951.7,370.6,514.6
