,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"339,294.50","205,177.30","23,765.40","17,319.60","26,019.20","15,050.30","26,464.70","15,591.60","26,557.30","17,989.20","32,461.90","16,745.10","30,676.40","16,003.30","25,615.00","18,054.10","29,874.80","17,428.20","27,766.00","19,614.50","30,976.70","17,002.90","30,219.60","18,770.80","28,897.40","15,607.70"
INDUSTRIAS AGROPECUARIAS,"1,719.50","12,064.90",143.3,"1,565.70",86,973.2,140.6,"1,060.50",149.7,"1,338.20",84.3,"1,023.70",163,760.1,207.3,864.8,238,"1,057.40",56.7,823.00,141.4,"1,153.60",230.7,914.2,78.5,530.50
AJO,0,5,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,212.20,19.4,90.1,13.5,10.3,0,14.8,0,22.3,0,1.5,0,23.6,0.8,0,0.8,12.3,0,0,0,13.1,4.3,18.5,0,5.7,0
ANIMALES VIVOS DIVERSOS,0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
ARROZ,83.3,0,0,0,0,0,0,0,4.2,0,21.1,0,4.1,0,12.4,0,8.2,0,8.3,0,0,0,25,0,0,0
BANANO,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",208.9,98.70,8.8,31.8,12.9,4.1,28.5,6.7,17.5,25.4,9.5,16.8,0,0,8.4,0,72.2,7.9,3.7,0.3,1.7,0,20.7,1.1,24.8,4.6
CAFE,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,0,0,0,0,0,0
CARDAMOMO,0,1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0,0,0,0
CAUCHO NATURAL (HULE),3.9,"8,131.90",0,591,0,698.6,0,645.3,0,701.1,0,507.5,0.8,516.6,1.3,653.5,0.3,828.6,1.6,735.9,0,"1,060.30",0,770.5,0,423
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,3.8,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
ESPECIAS,154.1,129.1,11.9,15.9,16.4,7.2,10.8,3.1,16,16,11.4,28.7,13.9,4.8,12.8,6.4,1.8,21.6,12.7,5.7,8.1,14.3,21.2,5.4,17,0
FLORES Y FOLLAJES,35.2,73.5,0,1.1,0,3.6,0,0,7.7,3.8,0.7,2.3,0,0,0,3.8,0.9,31.9,8,0,0.5,0,16,5.4,1.5,21.6
FRIJOL,0,681.7,0,154.2,0,28.7,0,44,0,151.1,0,124.9,0,106.8,0,13.4,0,13.4,0,0,0,14.4,0,30.7,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",115.9,710.3,15.4,35.5,2,42,0.8,64.4,0.3,87.1,5.7,42.8,1.7,83.3,25,43.8,27.4,93.3,12.4,52.8,24.7,58,0,68.7,0.5,38.7
HUEVOS DE AVES,0.4,1.70,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.00
LEGUMBRES Y HORTALIZAS,178.2,"1,820.50",0,713.5,0,151,0,256.7,0,282.6,0,283.8,0,39.2,0,72.5,0,0.2,0,0.2,71.6,0.4,106.6,13.6,0,6.8
MAIZ,0.1,96.7,0,0,0,7.3,0,8.8,0,33.3,0,14.2,0,0,0,2.6,0,19.7,0.1,0,0,1.5,0,3.1,0,6.3
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,652.8,17.50,11.8,3.9,16.4,2.7,76.5,0,81.7,3.4,27.8,0,115.1,5.1,140.9,0,114.5,2.2,6.8,0,14.9,0,19.9,0,26.4,0.1
