,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"427,686.50","347,059.60","27,049.30","20,138.40","33,479.30","28,767.10","37,895.00","29,827.50","32,882.90","24,801.70","34,678.10","28,217.40","36,867.70","29,768.90","39,396.80","30,543.30","38,898.90","28,949.30","33,892.60","29,020.60","34,805.80","31,134.30","40,601.70","29,916.00","37,238.40","35,975.10"
INDUSTRIAS AGROPECUARIAS,"4,052.40","28,021.80",203.7,804.10,279.6,"1,795.60",502.3,"1,904.90",243.8,"1,164.10",255,"2,144.40",462.7,"2,267.80",556.3,"2,690.70",384.8,"2,210.90",251,"3,712.10",238.2,"3,148.10",480.4,"2,897.60",194.6,"3,281.30"
AJO,3.1,3,0,0,0,0,0,0,0,0,0,3,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,202.00,175.3,0,0,19.3,0,51.2,34.8,52.1,0,0,1,7,12.5,0,49.5,13.5,13.2,0,46.4,47,16,0,0,12,2
ANIMALES VIVOS DIVERSOS,24.00,0,0,0,0,0,9.4,0,0,0,8.7,0,1.5,0,0,0,4.3,0,0,0,0,0,0,0,0,0
ARROZ,22.6,245.8,0,0,0,0,0,0,0,0,0,17.6,0,0,17,17.6,5.6,0,0,34.7,0,16,0,16,0,143.8
BANANO,0.00,2.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","1,429.70",287.40,74.2,51.80,70.1,1.4,174.9,43.2,27.8,1.4,0,6.5,218.9,0.00,350.7,88.10,121.3,4.20,5.6,3.20,114.4,0.60,204.6,48.00,67.3,38.9
CACAO,10.2,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFE,2.6,"7,781.50",0,185.1,0.2,591.20,0,936.9,0,442.7,0,788.8,0,662.3,2.4,644.5,0,458.80,0,"1,107.00",0,"1,100.40",0,666.30,0,197.40
CARDAMOMO,0,4.00,0,0,0,2.00,0,0,0,2.00,0,0,0,0,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0
CAUCHO NATURAL (HULE),253.7,"17,069.10",19.3,482.40,0,"1,013.10",11.7,827.1,53.4,598.7,29.4,"1,019.20",5.7,"1,388.50",10.9,"1,587.20",52.2,"1,516.90",11.7,"2,192.70",22.5,"1,835.10",37,"1,918.50",0,"2,689.70"
CEBOLLA,3.8,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,10.7,0,0.1,0,1.6,0,1.1,0,1.9,0,0.8,0,0,0,2.2,0,0.1,0,2.9,0,0,0,0,0,0
ESPECIAS,208.6,240.6,7.5,0,5.5,26.1,15.9,4.2,8.9,27.7,19.3,14.9,7.3,31.8,22.7,55.8,3.5,41.8,21.5,0.8,8.1,0.6,26.5,34.2,61.9,2.7
FLORES Y FOLLAJES,0.6,92.3,0,4,0,0.5,0.6,28.1,0,0.4,0,0.3,0,0.4,0,0.7,0,2.2,0,47.5,0,0.6,0,3.6,0,4
FRIJOL,0,116.50,0,0,0,0,0,0,0,1.2,0,0,0,36.3,0,41,0,0,0,38,0,0,0,0,0,0.00
"FRUTAS FRESCAS, SECAS O CONGELADAS","1,171.50",913.50,78.2,31.7,160.7,34.1,197.6,3.2,77.1,39.8,154.1,50.8,157.5,36.6,82.7,110.2,75.2,92.6,76.2,198.7,4.9,91.8,100.3,97.1,7,126.8
LEGUMBRES Y HORTALIZAS,1,100.2,0,0,0,7.7,0,2.4,0,9.7,0,5.3,1,10.6,0,11,0,6.4,0,10.2,0,20.1,0,2.6,0,14.2
MAIZ,0,292.50,0,0,0,0,0,0,0,32.1,0,75.2,0,77.7,0,0,0,56.7,0,0,0,0,0,50.8,0,0
MATERIAS VEGETALES,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,415,26.9,12.5,1.3,7.4,0,2.4,4.7,15.2,0,13.9,0.1,42,0,52,0,76.8,6,121.3,1.9,19,5.4,42.1,3,10.6,4.5
PIMIENTA,64.7,8.5,0,0,1.5,0.9,15.9,0.4,1.8,0.8,13.9,2,0.8,0,6.8,3.5,5.4,0,4.4,0.2,6.6,0,7.4,0,0.2,0.5
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",209.20,128.7,8.2,11.4,15,19.3,22.7,19,7.6,5.6,15.6,10.4,9.6,11.2,8.1,8.9,27,6.4,10.3,4.4,15.7,12,33.7,10.5,35.6,9.7
PLATANO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMILLA DE AJONJOLI,28.80,331.30,0.00,36.40,0.00,36.40,0.00,0.00,0.00,0.00,0.00,23.50,0.00,0.00,0.00,70.50,0.00,0.00,0.00,23.50,0.00,47.00,28.80,47.00,0.00,47.00
TABACO EN RAMA O SIN ELABORAR,0.00,186.10,0.00,0.00,0.00,61.30,0.00,0.00,0.00,0.00,0.00,124.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YUCA,1.20,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
INDUSTRIAS MANUFACTURERAS,"412,105.00","310,218.40","26,197.10","18,468.60","32,274.80","26,122.00","36,176.20","26,983.30","32,037.20","23,119.00","33,571.20","25,182.00","35,317.00","26,790.70","37,717.70","27,256.90","37,582.70","26,045.50","32,808.70","24,693.40","33,318.60","27,493.70","39,039.70","26,186.10","36,064.20","31,877.20"
ABONOS Y FERTILIZANTES,748.70,"3,060.70",42.90,265.6,45.7,196.7,77.80,311.9,23.20,343.4,75.10,311.2,59.40,184,45.5,259.6,59.40,209.3,81.60,169.1,66.70,180.9,93.60,132.4,77.80,496.6
ALIMENTOS PREPARADOS PARA ANIMALES,540.70,"2,642.20",0.00,425.30,87.60,358.70,0.00,558.10,62.80,258.90,69.50,160.00,55.10,189.40,21.90,113.20,38.80,98.00,58.80,137.40,7.50,43.60,72.20,166.20,66.40,133.30
APARATOS ELECTROMECANICOS DE USO DOMESTICO,"11,771.10","1,476.00",176.8,87.7,459.8,101.5,"1,585.90",99.3,"1,061.60",63.4,"1,509.90",37.10,"1,302.50",91.6,"1,093.90",102.6,"1,060.00",122.1,"1,183.30",182.40,725.9,279.5,747.50,159.8,864.00,149.1
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,"1,050.60",140.50,159.10,1.20,390.90,10.80,31.90,1.80,82.70,8.30,20.80,7.30,61.50,16.60,56.30,15.70,45.30,1.30,32.70,0.00,65.50,0.80,33.00,5.30,70.80,71.60
APARATOS TRANSMISORES Y RECEPTORES,788.20,173.60,4.60,1.4,30.90,8.9,28.20,3.7,3.00,7.40,24.80,13.20,44.20,95,214.1,8.30,339.30,0.2,20.30,2.20,31.30,1,44.90,23.2,2.80,9
ARMAS Y MUNICIONES,527.60,0.00,0.00,0,155.70,0,0.00,0,0.00,0,0.40,0,0,0,0,0,178,0,0,0,0,0,193.5,0,0,0
ARTICULOS DE VESTUARIO,"2,754.00","5,551.90",55.70,305,106.30,301.3,151.30,277.2,151.20,397.9,95.90,268.3,159.80,415.3,212.70,336,142.10,429.2,227.50,318.4,416.00,665.4,600.10,484.9,435.40,"1,352.90"
AVES DE CORRAL BENEFICIADAS,67.00,0.00,0.00,0,0.00,0,67.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
AZUCAR,0.00,4.50,0.00,0,0.00,1.9,0.00,0,0.00,0,0.00,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,"1,767.10","4,774.70",78.30,262.7,229.70,432.3,139.70,359.6,109.90,362.4,61.40,375.6,160.80,362.7,143.30,424.3,77.70,336.5,86.00,318.5,274.30,432.3,177.30,452,228.80,655.7
BATERIAS ELECTRICAS,"1,583.20","1,101.60",240.50,91.2,159.40,72.4,52.80,95.2,123.70,67.3,166.00,29,129.80,70.4,46.70,81.1,199.90,46.4,7.60,96.3,154.50,115.5,296.20,219.2,6.10,117.5
