,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,313590.2,78013.2,23831.2,5793.4,21673.4,6719.4,22994.6,4833.5,27576.4,6759.2,25852.3,6273.2,22226.4,5593.3,24623.8,6572.8,25712.3,6351.6,24723.1,7641,33492.5,7322.7,33185.5,6477.7,27698.6,7675.5
INDUSTRIAS AGROPECUARIAS,1089.7,2669.7,69.3,104.6,45,207.4,41.8,257.6,22.8,1077.4,68.1,211.3,30.9,351.3,43.6,64.2,101.8,135.2,69.2,184.1,61.2,39.9,36.8,12.7,499.2,24
ANIMALES VIVOS DE GANADERIA,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
ARROZ,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,4.6,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CAFE,0,1500.9,0,90,0,184.5,0,245,0,75,0,180.1,0,345.5,0,33.8,0,126.3,0,182.3,0,38.6,0,0,0,0
CAUCHO NATURAL (HULE),9.7,50.8,0.1,13.2,3.8,11.9,0.2,11.6,0,0,0,14.1,0,0,0.1,0,4.4,0,0,0,1.1,0,0,0,0,0
CEBOLLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,193.8,0,0,0,0,0,0,0,193.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPECIAS,28.1,19.9,0,0,0,0.9,14.4,0,0,2.4,0,15.1,0,0,0.2,0,0,0,0.2,0.9,0.2,0,13.1,0.7,0,0
FLORES Y FOLLAJES,4,0,0.4,0,0.4,0,0,0,0.3,0,0,0,0.3,0,0,0,1.9,0,0.3,0,0.3,0,0,0,0.3,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",493.9,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,12.5,0,15.9,0,0,0,465.2,0
HUEVOS DE AVES,274.3,0,53,0,39.3,0,23.1,0,11.9,0,18.3,0,11.6,0,10.8,0,46.3,0,26.2,0,25.5,0,0,0,8.4,0
LEGUMBRES Y HORTALIZAS,0.1,18.3,0,1.5,0,1.8,0,1,0,1.4,0,1.5,0,3.1,0,1.4,0,1.6,0.1,1,0,1.3,0,1.3,0,1.5
MAIZ,0,833.5,0,0,0,0,0,0,0,804.5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
MATERIAS VEGETALES,1.5,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,70.8,0,4.6,0,1.6,0,3.6,0,4.3,0,14.3,0,0.1,0,9.2,0,21.4,0,6.7,0,0.1,0,0,0,5.1,0
PAPA,198.4,0.5,6.7,0,0,0,0,0,6.1,0,31.7,0,19,0,23.3,0,27.8,0,22.3,0,17.4,0,23.7,0,20.3,0.5
PIMIENTA,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",4,30.7,0,0,0,0,0.1,0,0,0.3,3.8,0,0,2.7,0,0,0,3.8,0,0,0,0,0,1.8,0,22
SEMILLA DE AJONJOLI,0,17.3,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0
INDUSTRIAS MANUFACTURERAS,308945,75126.3,23468.8,5667.4,21465.1,6434.9,22434.5,4569.1,27160.9,5659.1,25271.7,6047.7,21841.5,5231.1,24332.2,6474.7,25525.3,6209.5,24592.4,7445,32982.2,7278.8,32865.6,6460.9,27004.7,7648.1
ABONOS Y FERTILIZANTES,13.3,114.8,5.3,0,0,0,0,0,0,0,4.3,34.5,0,14.2,0,51.5,3.8,11.8,0,2.8,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,189.8,251.8,26.4,44.1,27.2,40.7,34.8,15.9,0,19,61.6,17.5,0,0,0,34.7,0,18.6,0,23.3,0,17.5,0,0,39.7,20.6
APARATOS ELECTROMECANICOS DE USO DOMESTICO,5413.3,444.7,418.4,7.2,239.8,134.3,315.8,253.2,472.6,3.6,851.2,0,274.1,0.2,438.4,42.1,406.6,0,390.4,0.2,600.6,0,639.7,0,365.7,3.8
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,3744.1,1,238.4,0.8,138.8,0.1,247.1,0,559.6,0,338,0,185.4,0,317.5,0,250.3,0,272.1,0,365.7,0,533.6,0,297.4,0
APARATOS TRANSMISORES Y RECEPTORES,15690.4,179.7,909.2,0.8,592.8,0,619.9,0,804.9,0,1173.1,0,648.3,20.6,1215.7,17.5,1613.4,12.1,1276,112.8,1848.8,15.9,3089.1,0,1899.1,0
ARMAS Y MUNICIONES,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,33246.1,7438,2606.1,226.7,2688.5,263,2612.8,45.5,2663.2,490,2238.4,347.9,2111.4,696,1809.8,389,3082.9,586.6,2542.5,514.5,3247.6,825.8,4219.5,930.5,3423.4,2122.5
AVES DE CORRAL BENEFICIADAS,13310,0,1537.1,0,988.7,0,1168.5,0,795.7,0,901.6,0,597.9,0,829.3,0,1141.4,0,1193.8,0,1110.2,0,1417.2,0,1628.5,0
AZUCARES Y ARTICULOS DE CONFITERIA,82.3,51.5,8.3,0,0,0,0.1,0,8.7,0,8,0.1,2.2,0,0.7,0,12.3,0.2,18.9,0,19.5,11.3,3.3,37.9,0.2,2
BATERIAS ELECTRICAS,496.3,312.8,57.2,0,36.5,35.5,21.7,2.8,29.2,27.7,30.8,13.4,47.9,0,48.6,24,32.5,0.4,49.8,65.4,51.8,55.1,32.7,0,57.6,88.5
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,1299,120.1,97.2,0,62,26.1,105.4,0,95.1,22.6,91.2,28.6,19.2,36.6,76.7,0,78.3,0,107.7,0.1,233.6,0,93.8,6.2,238.7,0
