,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,427246.9,125696.3,27535.2,5816,30235.2,11111,34663,9497.5,29739.2,8290.4,34009.8,15685.5,33767.3,11065.7,34047.2,9466,34043.5,18659.7,37774.5,9512.4,42065.1,8936.1,48167.4,8807.1,41199.6,8849
INDUSTRIAS AGROPECUARIAS,1149.7,5144.7,69,393,94.6,551.1,92.4,198.2,39.5,762.3,61.1,839.8,178,320.7,108.6,804.4,92.8,427.4,79.1,268.9,68.3,138.3,114.4,149.9,151.9,290.6
ANIMALES VIVOS DE GANADERIA,9.1,9,0,0,0,0,3.1,1,0,0,0,0,0,0,0,4,0,4,0,0,5.9,0,0,0,0,0
BANANO,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",118.1,40.5,0,0,0,0,0.3,0,0,0,0,39,97.5,0,4.7,0,0,1.5,0,0,0,0,15.6,0,0,0
CAFE,0,4935.3,0,390.9,0,549.1,0,184.3,0,737.6,0,746.3,0,319.3,0,765.2,0,412.7,0,263.2,0,133.2,0,148.5,0,285
CAUCHO NATURAL (HULE),86.1,43.7,0,0,0,0,43.1,0,0,21.8,2.3,21.8,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0
ESPECIAS,24,2.9,6,0,6,0.9,6,0,0,1.4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.6
FLORES Y FOLLAJES,1,0,0.1,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.9,0
HUEVOS DE AVES,279.5,0,43.8,0,36.5,0,8.2,0,14.3,0,15.6,0,19.5,0,6.9,0,36.8,0,24,0,14,0,36.2,0,23.7,0
LEGUMBRES Y HORTALIZAS,5.2,18.4,0.4,2.1,0,1.2,0,0.9,0,1.5,0,1,3.8,1.4,1.1,2,0,1.3,0,1.7,0,2.1,0,1.4,0,2.1
MAIZ,0,73.4,0,0,0,0,0,11.9,0,0,0,31.5,0,0,0,22.1,0,7.9,0,0,0,0,0,0,0,0
MATERIAS VEGETALES,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIEL DE ABEJAS,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,107.7,0.3,0,0,22.9,0,3.9,0,9.3,0,7.2,0.3,4.8,0,4.9,0,0,0,23.4,0,0,0,23.3,0,7.9,0
PAPA,392.3,0,18.8,0,28.9,0,24.1,0,15.8,0,22.2,0,52.4,0,49.4,0,43.1,0,31.2,0,31.3,0,39.2,0,35.8,0
PIMIENTA,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",46.3,0,0,0,0,0,3.7,0,0,0,13,0,0,0,0,0,0,0,0.3,0,6.9,0,0,0,22.5,0
PLATANO,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0
SEMILLA DE AJONJOLI,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3
INDUSTRIAS MANUFACTURERAS,416186.6,116109.4,26664.6,4464.8,30004.8,10558.3,33576.8,8191.4,28907.4,6430.9,31857.9,13688.4,31674.6,10730.8,33027.7,8647.6,33867,18224.1,37190.3,9221.7,41592,8785.4,47104.9,8645,40718.6,8521
ABONOS Y FERTILIZANTES,46.8,7.3,0,0,0,0,0,0,1,0,2.5,0,19.7,0,0.9,0,3.7,0,0,0,3.8,7.3,15.2,0,0,0
ACEITE DE SEMILLA DE ALGODON,1.9,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,368.2,316.1,3.8,37.1,21.1,31.7,142.2,16.4,43.1,16.4,12.6,32.8,27.2,40.1,0,17.4,43.8,26,3.3,30.4,23,16.6,0.1,18.5,48.1,32.7
APARATOS ELECTROMECANICOS DE USO DOMESTICO,10961,76.1,767.5,10.7,981.4,1.5,897.7,3.1,1427.5,7.3,892,3.9,845.2,1.4,920.3,2.7,728.6,4,545.3,29.1,841.9,1.8,1375.1,3.9,738.7,6.7
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,8851.8,5,510.7,0,422.3,0.5,683.7,0,644.3,0.1,464.1,3.3,680.3,0.9,1014.8,0.1,761.7,0,555.4,0,800.9,0,1219.4,0.1,1094.3,0
APARATOS TRANSMISORES Y RECEPTORES,18982.4,311.1,289.5,32.8,565.7,11.5,821.4,6.6,688.5,46.2,1226,44.2,1618.2,38.1,1673.8,27.2,1468.9,8.7,1950.3,7.6,2590.7,27.1,3608.5,47.1,2480.8,14.1
