,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),682520.4,282176.1,35279.1,20773.5,45017.5,22847.9,49133.1,21536.2,87674.7,19752.7,74176.1,19850.1,53054.5,21757.4,56347.8,25677.6,51901,25568.6,67808.8,25450.3,46168.4,23378.1,56793.1,35509.2,59166.4,20074.5
INDUSTRIAS AGROPECUARIAS,738.8,1118.9,51.3,53.6,78.6,36.1,46.1,63.5,21.6,106.4,84.1,69.8,201.3,116.2,39.9,97.8,43.3,156.5,70,151.7,47.2,121.6,27.8,71.7,27.6,74.1
ANIMALES VIVOS DE GANADERIA,17.1,5.5,0,0,0,0,0,1.5,0,0,0,0,0,0,6.3,0,0,4,0,0,0,0,10.8,0,0,0
ANIMALES VIVOS DIVERSOS,1.6,0,0.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0.2,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",0,69.2,0,6.1,0,5.3,0,4.2,0,25.6,0,0.7,0,1.6,0,2.7,0,2.4,0,5.5,0,6.4,0,4.1,0,4.6
CAUCHO NATURAL (HULE),15.3,0,0,0,0.1,0,6.8,0,0,0,2.2,0,0,0,0.2,0,0.1,0,2.3,0,0.1,0,3.4,0,0,0
CEBOLLA,0,6,0,0.8,0,0.4,0,0.2,0,1.3,0,0.6,0,0.3,0,0.2,0,0.2,0,0.3,0,0.5,0,0.7,0,0.5
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,21.3,0,1.4,0,0.8,0,0,0,1.9,0,0,0,1.9,0,3.2,0,2.3,0,3.2,0,3.9,0,0.5,0,2.2
ESPECIAS,3.3,20.9,0.3,0.5,0,2.1,0,2.9,0,2.5,0.3,1.3,0,1.9,1.2,2.1,0,1.1,0,2.2,0,2.3,0,1.4,1.5,0.5
FLORES Y FOLLAJES,3.9,0.5,1,0,0.9,0,0,0,0,0,1.1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.5
FRIJOL,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,2.6,0,5.1,0,5.3,0,4
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,222.1,0,10.9,0,0,0,23.6,0,45,0,15.8,0,3.1,0,1.9,0,3.5,0,9.4,0,32.2,0,38.4,0,38.4
HUEVOS DE AVES,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,12.1,0
LEGUMBRES Y HORTALIZAS,8.6,242.2,0,24.8,0,22.2,0,28.1,0,25.3,0,24.2,0,21.1,0,6.7,0,20.8,0,11.7,8.6,18.9,0,18.6,0,19.9
MAIZ,116.8,35.8,0,0,0,0,0,0,0,0,1.1,0,115.6,0,0,0,0,0,0,35.8,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,117.8,419.2,0,8.9,0,0,18.7,0,9.2,0,10.2,26.1,0,84.2,3.3,77.5,36,99.1,32.9,77.6,7.6,45.8,0,0,0,0
PIMIENTA,0,28,0,0.4,0,2,0,3,0,4.2,0,1,0,2.2,0,3.3,0,1,0,3.1,0,3.1,0,1.8,0,2.9
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",424.8,9.4,49.6,0,77.3,3.3,20.6,0.2,12.4,0.5,69.3,0.1,85.6,0,28,0.1,6.7,0.7,17.2,0.3,30.7,3.2,13.6,0.6,13.8,0.3
TOMATE,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0.1
INDUSTRIAS MANUFACTURERAS,563568.3,231669.1,35125.9,17400.1,44920.5,19342.7,48949.2,18075.1,54722.7,17406.7,63723.6,18215.3,45008.6,17710,49848,20708.3,40985.2,21123.8,48017.1,20732,41032,20866.5,43884.9,21599.2,47350.6,18489.4
ABONOS Y FERTILIZANTES,608.1,758.6,80,17.6,31.4,33.1,70,66.9,0.1,91.5,158.6,100.1,0,97.5,59.4,76.4,75.3,76.4,35.7,70,1.6,41.5,0,76,95.8,11.7
ALIMENTOS PREPARADOS PARA ANIMALES,3037.3,4467.1,119.4,32.3,195.8,150.5,137.2,349.2,367.3,121.1,308.2,423.1,515.8,104.2,88.9,646.3,519.2,842.6,313.3,573.4,135.7,290.4,63.3,568.6,273.3,365.3
APARATOS ELECTROMECANICOS DE USO DOMESTICO,4362.3,720.7,199.9,44.4,368.9,45.2,385.9,63.9,432.8,10.5,407.4,19.6,862.8,31.7,342.1,88.2,186.7,27.8,297.1,35.7,191.5,316.7,492.1,6.5,195.2,30.5
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,9277.6,759.8,668.2,6.2,397.9,4.4,1241.3,2.4,684.6,2.7,935.2,1.9,853.3,3.4,715.3,12.2,499,3.3,536.9,186.4,723.5,177.7,1046.5,1.8,975.8,357.5
APARATOS TRANSMISORES Y RECEPTORES,9124.2,1543.8,695.6,31.8,1052.2,1195.3,975.8,15.7,664.7,11,450.6,15.5,456.6,25.2,869.3,34.6,370.1,112.4,763.9,38.4,932.8,33.2,1010.9,17.7,881.6,12.7
ARMAS Y MUNICIONES,271.6,0,0,0,1.9,0,0,0,260.2,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,29676.5,1828.4,1184.9,134.2,3024.8,218.5,2466.2,126.5,1819.9,103.4,1973.2,74.3,1805.8,82.8,2298.4,91.8,2066.1,236.7,2915.4,82.4,3748.7,239.9,3951.9,204.5,2421.2,233.4
AZUCARES Y ARTICULOS DE CONFITERIA,889.5,3448.2,280.4,270.1,382.3,300,17.6,292.4,49.9,252.9,35.9,344.2,19.9,221.4,19.2,222.7,31.2,427.7,14.4,190.9,9.7,241.7,18.4,279.9,10.7,404.3
BATERIAS ELECTRICAS,514.9,1974,24.6,240,36.1,174.4,16.3,222.8,45.6,150.2,20.6,36.5,58,97.7,150.4,142.8,38.9,262.9,40.2,322.3,30.5,253.6,7.6,30.2,46,40.8
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,7351.1,14030.9,293.6,1134.1,705.3,843.4,478.9,653.4,432.3,1030.2,494.5,1018.8,954.3,1289.7,512.5,1772.9,161.6,1539.7,869.8,1532,1674.1,1247.2,206.3,835.4,567.7,1134.2
CAFE SOLUBLE Y MOLIDO,1.9,111.4,0,19.6,0,63.7,0,16.3,0,6.3,0,0,0,2.3,0,0,0,0,0.3,3.1,0,0,0,0,1.5,0
CALZADO,30077.8,1395,1419.7,119.9,2062.6,75.9,2344.7,167,2585.6,177.5,2076.8,174.7,1751.9,229,2597.9,42,2390.6,104.7,3101.3,50.8,3081,102.9,3647.3,77.8,3018.4,72.6
CARNE,289.6,0,0,0,0,0,62.5,0,50.6,0,0,0,0,0,90,0,86.6,0,0,0,0,0,0,0,0,0
CERAS,205.3,4139.4,4.9,215.5,26.5,298.5,4.4,379,26,317.3,24.7,389.8,2.8,402.6,7.9,505.7,19.4,359.3,38.9,353.6,2.5,333.2,23.1,234,24.1,350.9
CLAVOS Y TORNILLOS,881.2,11.4,50.5,0,52.9,0,61,2,75.2,7.9,143.5,0.2,48.2,0.9,94.2,0,24.4,0,140.2,0.4,30.4,0,101.3,0,59.2,0
DETERGENTES Y JABONES,499.4,13992.5,34.8,1157.6,32.5,1328,19,1012,18.3,1213.5,65.8,1108.7,71.9,1039.2,47.9,1390.6,60.2,1325.1,68.6,1091.5,48.2,1296,14,892.4,18.2,1137.9
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",46.4,0,0,0,0.3,0,0.9,0,1.1,0,7.9,0,9.7,0,17.7,0,0.6,0,3.4,0,0.1,0,0.2,0,4.5,0
GRASAS Y ACEITES COMESTIBLES,252.4,5392.6,0.3,57.4,0,419,2.7,383.5,3.9,506.8,112,189,111.3,538.1,22.3,450.1,0,595.2,0,501.2,0,374.9,0,877.7,0,499.6
HARINAS DE CEREALES,1.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.9,0.2,0,0,0,0,0,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,1539.9,1130,181.5,11.4,102.3,45,82.4,4.6,192.7,85.9,148.1,85.7,159.5,38.2,157.7,169.7,53.1,72,116,63.6,75.9,427.6,154,117.3,116.8,9
HILOS E HILAZAS,164,383.6,9.5,56.6,6,0,6.8,34.3,6.2,0,6.6,53.6,38.5,7.7,22.9,53.7,20.3,27.2,30.8,42.4,8,33.9,3.5,26.9,5,47.3
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",8996.8,4077.4,427.3,18.9,364.6,251.7,504.3,254.2,1124.8,671.4,841.2,473.7,1395.2,599.3,1325.3,656.3,732,426.8,637.9,287.6,601.3,189,751,187.2,291.9,61.1
INSTRUMENTAL MEDICO Y OTROS,9673.4,1805,719.4,221.4,728.8,87.4,1005,163.2,673.3,94.8,649,156.4,997.7,139.9,777.2,136,930.3,203.6,687.3,194.7,841.1,122.2,892.1,118.3,772.2,167.1
JOYERIA DE FANTASIA,2.1,0,0.2,0,0.3,0,0.9,0,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",8438,374.8,692.5,35.4,626.4,79.7,428.8,22.2,243.8,9.2,287.4,14.9,143.6,10.9,439.1,10.4,574.4,83.7,931.8,72.9,852.2,11.7,2222.4,14.9,995.6,8.9
LAMINA Y ALAMBRE,625.1,45,71.2,1.2,24.4,14,29.1,0.7,61,1.6,44,6.5,80.9,12.9,60.7,4.8,38.1,1.4,43.6,0.4,96.1,0.9,22.4,0.4,53.6,0.2
LECHE Y OTROS PRODUCTOS LACTEOS,5415.7,2246,227.4,185.2,338.1,197.9,441.4,181.5,198.5,78.4,231,267.7,670.2,172.5,343.3,156.9,415.2,201.5,339.2,386,439.2,214.9,755.2,121.5,1017,82.1
MADERA EN TROZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANUFACTURAS DE CAUCHO,1203.9,266.4,87.1,16.6,53.6,0.3,97.3,43.9,178,22.2,86.5,0.2,117.9,0.6,170.9,0.5,45.2,36,187.9,0.7,61.7,27.2,66.1,25.7,51.7,92.5
MANUFACTURAS DE CERAMICA,2712.8,1104.7,13.2,75.4,71.5,69.2,1060.9,106.1,1093.4,190.5,102.7,90.2,74.9,55.6,61.8,47.8,42.9,49.7,50.6,117.9,26.4,91.1,78.7,123.8,35.8,87.3
MANUFACTURAS DE CUERO,390.5,24.8,34.3,1.6,57.4,1.9,16.1,0.9,17.3,0.7,30.8,0.3,35,1,12.7,7.8,31.2,0.7,16.1,2,39.1,2.2,86.3,0.5,14.2,5.2
MANUFACTURAS DE MADERA,186.5,1305.7,8.5,66,42.1,56.4,9.2,87,18,138.6,13.2,73.6,15.7,99.8,7.1,171.1,12.6,85.7,14.6,100.2,29,157.4,9.3,137,7.2,133
MANUFACTURAS DE PAPEL Y CARTON,4919.7,8902.9,205,978.2,311.2,595.6,321.1,825.2,281.3,558.5,407.4,579.9,775.8,607,476.6,775.7,306.8,811.6,329.4,616.1,465.3,1156.2,484.7,626.4,555.1,772.5
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",319.7,943.4,36.5,18.9,30.9,54.6,38.5,48.9,25,88.8,61.8,90.2,21.4,108.2,24.9,107.1,24.2,109.7,20.7,75.9,16.3,32.7,9.6,154.6,9.9,53.8
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,2062.6,373.3,178,30.6,254,39.7,135.5,26.4,204.3,34.7,76.1,39.3,168,25.4,177.7,31.3,166.5,25.4,118.5,36.6,185.2,34.6,183.6,29.4,215.1,19.9
MANUFACTURAS DE PIELES,80.1,81.7,0,0,0,0,0,0,0,0,0,0,34.9,46.9,0,0,0,0,0,0,0,0,45.1,34.8,0,0
MANUFACTURAS DIVERSAS,10553.1,3658.9,784.3,293,652.5,325.8,852,280.9,747.7,238.7,854.3,348.5,981.1,222.4,1440.5,258.6,709.8,454.9,812.5,230.5,961.4,243.2,963.4,406.7,793.6,355.8
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,94138.3,4630.3,7334.5,174.3,5220,477.3,9266.4,657.5,12095,256.2,21833.7,250.5,6928.4,119.3,5108,355.6,4153,615.4,7211.1,127.6,5909.2,424.4,4539.5,823.4,4539.5,348.8
MATERIALES PLASTICOS Y SUS MANUFACTURAS,9075.6,13313.6,488.1,779.2,835.5,1612,677.4,1091.5,694.3,1123,459,1048.2,715.8,1121.1,612.1,1068.7,559.1,1142.4,879.4,1098.5,835.2,1188.4,1002.5,1045.9,1317.1,994.7
MATERIALES TEXTILES (TEJIDOS O TELAS),4947.3,635.8,230,17.9,423.9,105,692,44.7,331.4,51.4,149.9,60,459.6,3.9,309.2,52.5,360.1,82,530.3,45.4,566.9,46.2,485.5,51.6,408.4,75.2
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",859,4405.2,121.6,249.9,94,243.6,107.4,406.4,67.6,329.2,35.4,305.4,33.6,261.5,42.3,408.3,56.2,373,104.2,428.2,83.9,677.3,68.4,312.8,44.4,409.7
NEUMATICOS Y TUBOS,2337.6,60.8,35.3,23.7,111.1,0,12.6,0,119.8,0.7,176.4,0,31.1,0,414,0,516.4,2.8,455.2,5.4,377.2,7.9,60.5,20.3,28,0
