,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,400226.4,119564.8,26420.3,8601.7,33549.4,7445,32357.5,10689.4,23662.9,7834.5,33217.3,11825.5,36167.7,9180.4,30943.8,10380.2,35067.1,9443.4,31953,10345.5,48501.6,12976.1,37148.3,11773.7,31237.7,9069.4
INDUSTRIAS AGROPECUARIAS,866.1,3988.3,66.9,343.2,45.9,386.8,187,1588.2,145.8,466.7,79.4,1126,82.2,33.1,26.3,17.5,42.5,3.8,33.7,1.6,53.7,13.8,43.8,5.6,58.9,1.9
ANIMALES VIVOS DE GANADERIA,248.4,99.3,0,1,0,0,71.3,58,94.9,35.3,26.5,1,40.5,0,0,0,0,1.5,0,0,0,0,0,2.5,15.2,0
ARROZ,0,7.7,0,0,0,0,0,1.5,0,0,0,1.6,0,0,0,0,0,0,0,0,0,3.4,0,1.3,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",1.2,10.8,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,2.2,0.5,0,0,0,0,8.7,0,0,0,0
CAFE,0,3792.4,0,339.9,0,384.5,0,1526.9,0,430.4,0,1079.1,0,31.6,0,0,0,0,0,0,0,0,0,0,0,0
CAUCHO NATURAL (HULE),20,0,0.2,0,0.1,0,0.3,0,8.1,0,0,0,0,0,0.1,0,0,0,0.3,0,10.9,0,0,0,0,0
CEBOLLA,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1
ESPECIAS,0,1.7,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,2.8,0.6,0,0.6,0,0,0.6,0,0,0,0.3,0,0.3,0,0,0,0.3,0,0,0,0.7,0,0,0,0.7,0
HUEVOS DE AVES,471.8,0,42,0,34.5,0,103.5,0,32.5,0,40.9,0,32.8,0,16.5,0,32.9,0,24.6,0,42.1,0,35,0,34.2,0
LEGUMBRES Y HORTALIZAS,1.7,18,0,1.7,0,2.3,0.4,1,0.5,1,0,1.4,0,1.5,0.9,1.2,0,1.4,0,1.3,0,1.7,0,1.7,0,1.7
MAIZ,0.1,57,0,0,0,0,0,0,0,0,0,42.9,0,0,0,14.2,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,117.7,0.2,24.2,0,8.8,0,10.8,0,9.8,0,11.5,0,8.7,0,8.7,0,8.7,0,8.8,0.2,0,0,8.8,0,8.8,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,361964.5,112040.5,22441.2,8223,27711.2,7041.5,27707.1,8822.1,23464.1,7134.9,33022.8,10344.7,25322.2,8572.4,30714.9,10122,28588.1,9404.1,31875.3,10253.7,43098.3,12765,36943.8,10611.4,31075.6,8745.8
ABONOS Y FERTILIZANTES,227.7,326.3,1.2,7.4,0,113.6,12.4,7.7,18.8,7.7,26.5,6.2,24,56.1,58.6,1.6,0,22.7,0,9.5,13.6,15.2,0,62.9,72.7,15.7
ALIMENTOS PREPARADOS PARA ANIMALES,693.5,673.7,53.1,43,86.1,2.1,4.6,136.6,78.9,25.7,63.3,86.5,68.4,82.1,0,99.3,76.2,0,120.4,38,77.5,65.1,4.8,22.2,60,73.2
APARATOS ELECTROMECANICOS DE USO DOMESTICO,5317.8,464.4,311.6,11.9,313.1,7.4,415.5,34.7,335.3,21.9,446.8,15.7,564.8,39.5,492.1,41.7,429.4,6.1,517.6,176.7,533.1,53.5,625.6,2.8,333,52.4
