,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones
ESTA&O,0,9.3,0,0.7,0,1,0,1.4,0,0,0,2.1,0,0.4,0,0.3,0,0.6,0,0,0,0.4,0,1.7,0,0.7
GASES INDUSTRIALES,39.6,178,0,0,39.6,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,158.5,0,8.2
HIERRO Y ACERO,47.4,28.3,0.5,0.6,0,0.4,14.2,21.5,0,0.1,0,0.3,6.8,2.1,13.4,0,0,0,0,0.2,0,0.9,12.5,2.3,0,0
OTROS DERIVADOS DE PETROLEO,626.9,24103.8,165.6,11.3,101.1,35.9,8.4,8060.4,7.6,5387.5,0,4037.9,39.1,971.5,7.8,1483.3,7.6,0.3,153.9,1767.7,101.7,7,20.6,2340,13.4,0.9
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,0,4.8,0,0.8,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,0,0,0,0.1,0,2.8,0,0.1
PLOMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRODUCTOS MINERALES DIVERSOS,126,18.3,13.7,7.1,8.3,0,24.7,0,0,5.7,43.2,2.4,1,0.2,6.7,0,0.5,0,10.6,0,0.7,0.1,13.6,2.6,2.9,0.2
ZINC,0,2.2,0,0,0,1.5,0,0,0,0,0,0,0,0.3,0,0.5,0,0,0,0,0,0,0,0,0,0
ENERGÍA ELÉCTRICA,3416.4,3.4,0,0,129.1,1.5,0,0,671.6,0,620.4,0,31.8,0,1136.3,0,539.2,0,0,0,285.2,0,2.7,0,0,1.9
INDUSTRIAS MANUFACTURERAS,275175.1,530484.1,15610.3,32311,14038.3,46083.5,17646.9,45879.8,16827,39928.7,17591.2,47540,20112.6,41114.7,19166,39780,20492.6,48821,19439.7,40328,76536.3,54032.2,19597,44765.8,18117.2,49899.5
ABONOS Y FERTILIZANTES,1097.9,866.3,91.8,104.4,32.4,72.8,110,0,70.7,48.6,79.9,176.3,145.1,187.6,103.7,43,66.9,100.3,137.9,18.7,138.2,67.1,80.5,0,40.9,47.5
ALIMENTOS PREPARADOS PARA ANIMALES,3188.8,1448.7,311.5,155.5,413,39.2,401.6,152.5,275.1,186.2,218.2,259.9,264,103.9,305.1,77.7,166.6,55.6,369.7,127.8,133.2,144,164.5,117.2,166.3,29.1
APARATOS ELECTROMECANICOS DE USO DOMESTICO,378.6,5185.2,29.2,346.8,31.7,376.8,35.5,566.3,14.4,543.9,23.2,491.1,33.7,304,22.8,307,25.7,265.5,42.2,590.4,12.3,415.6,44.3,352.1,63.6,625.8
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,109.9,8046.6,1.2,119.8,22.8,471.1,0.1,344.6,2.8,422.6,0.1,552.7,25.7,257.9,1.7,456.1,2.3,672.4,0.7,367.6,22.7,837.6,28.1,959.4,1.6,2584.7
APARATOS TRANSMISORES Y RECEPTORES,638.1,17003.6,94.1,659.9,2.7,1231.3,439.5,1591.1,11.6,1293.5,23.9,794.7,11,547,2.3,1082.7,0,1520.2,30.6,1321.1,4.7,3287.1,4.2,2529,13.7,1146.1
ARMAS Y MUNICIONES,0,0.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
ARTICULOS DE VESTUARIO,1876,26236.6,152.8,1356.6,42.7,2040.2,243.4,1689,109.7,1342.7,107.5,1804.4,95,1425.9,59.8,1488.5,174.4,2419.9,179.9,2053.2,134.3,3748.9,453.4,3637.9,123.1,3229.5
AZUCARES Y ARTICULOS DE CONFITERIA,3576.9,200.3,313.8,22.5,226.2,59.3,321.1,0.1,335.8,3.3,367.7,50.5,302.2,0.6,282.2,0.1,323.6,0,220.3,23.9,282.1,0.2,276.6,0,325.3,39.9
BATERIAS ELECTRICAS,2239.5,1571.3,234.4,139.9,86.3,57.5,196.7,298.9,168.3,38.5,236.9,8.4,110.6,142.7,113,161.5,215.2,134.9,196.1,373.7,313.7,18.4,221.2,13.2,147.2,183.9
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,14660.4,6175.2,1390.1,288.1,964.5,433.4,1467.5,357.2,1386.7,323.2,1567.1,380.8,1269.2,110,1286.9,743.8,966.6,593.5,1210.6,286,905.6,622.6,1433.2,1576.4,812.2,460.2
CAFE SOLUBLE Y MOLIDO,88.8,637.8,0,11.9,9.2,21,5.9,0,9.4,15.1,0,73.8,21.9,29,7,70.5,11.4,48.4,0,73.1,4.3,40.7,11.5,179,8.3,75.2
CALZADO,1453.5,36040.8,184.8,2182.9,17.4,3085.5,123.1,2251.5,41.3,1968.3,208.8,1813.7,201,2006.1,21.5,2454,206.8,3807.4,66.7,3917.3,139.8,4325,111,3388.5,131.4,4840.8
CAMARON Y LANGOSTA,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,0,0,0,0,0
CARNE,237.5,1760.3,0,0,0,0,0,102.7,0,61.1,0,143.9,0,184.7,79.1,300,0,250.1,79.1,84.1,79.4,335.8,0,121.5,0,176.5
CERAS,3743.8,122.2,282.3,6.5,328.4,19.3,335.5,9.8,258.3,0.4,156.4,1.2,383.5,9.5,264.1,3.7,357,4,383.5,19.6,446.4,7.8,252.5,15.7,296,24.7
CLAVOS Y TORNILLOS,69.5,883,0,108.3,0,77.4,0.9,53.9,0,107.7,0,63.3,0.1,81.6,0,45.8,2.8,69.2,62.7,69.8,1.8,68.1,1.2,51.6,0,86.4
DETERGENTES Y JABONES,12795.9,574.2,848.4,84.9,1032.8,102,970.5,18.8,918.8,50.8,1024.5,117.4,1307.3,8.4,1125.2,24.4,1437.2,12.5,1044.9,30.4,987.3,36.4,994.8,30.3,1104,57.8
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",1.6,23.4,0,0.4,0,2.2,0,4.3,0,3.8,1.6,1.8,0,0.8,0,1.1,0,3.5,0,3.1,0,0.6,0,0.4,0,1.4
GRASAS Y ACEITES COMESTIBLES,4857.1,478.8,504.5,72,112.5,0,534.3,33.6,404.3,0,1064.4,82.5,284.7,16.8,222,190.6,265.7,83.2,330.2,0,95.9,0,207.5,0,831.1,0
HARINAS DE CEREALES,95.1,27.5,8.3,0,1.6,0,5.8,24.8,0.2,0,3.2,2.7,7.9,0,22.7,0,37.6,0,4.2,0,0,0,3.4,0,0.3,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,1087,2090.8,101.4,121.5,68.1,163.8,179.4,167.1,18.7,161.8,184.5,114.4,97.1,197,42.7,160.1,67.8,97.4,68.2,213.6,122,270.5,65.2,92.4,72,331.3
HILOS E HILAZAS,344.5,167.3,1.6,26.7,45.1,1.9,36.5,3.1,32.9,12.2,40.5,3.5,7.8,8.5,15.3,39.6,73.4,1.6,0,5.2,78.1,33,0,26.6,13.2,5.1
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",7334.4,2200.4,231.2,75.4,387.1,89.1,530.5,77.7,467.9,35.9,684.4,186.3,1083.8,192.9,970.6,139.1,658.2,168.8,821.5,239.1,536.7,471.7,552.9,471,409.7,53.2
INSTRUMENTAL MEDICO Y OTROS,659,11727,47,786.8,79.5,734.1,22.2,734.1,26.7,944.8,38.3,1096.4,71.2,805.4,43.7,1044.9,59.8,859.2,124.9,1279.5,34.5,957.2,63.6,893,47.5,1591.5
JOYERIA DE FANTASIA,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.9,0,0.1,0,0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",283.2,5760.3,2.1,190.3,85.9,310.1,1.9,347.8,3.6,270.9,3.8,261.6,3.2,391.5,1,408.3,8.8,607.6,73.9,973.9,14.8,673,82.2,764.6,2.1,560.8
LAMINA Y ALAMBRE,42.1,1136.9,0.1,205.1,0,65.9,1.9,77.1,0.1,67.2,1.1,31,5.6,67.1,1.5,52.9,0,121.6,0.6,137.4,16,99.2,14.4,77.1,0.9,135.4
LECHE Y OTROS PRODUCTOS LACTEOS,2919.3,11190.9,126.6,1154.7,35.1,881,30.5,836.4,183,731.1,440.3,615.4,541.2,1121.7,418.3,1007.3,434.7,767.6,60.3,775.4,129.9,1065.1,147.8,830.7,371.6,1404.7
MADERA EN TROZA,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
MANUFACTURAS DE CAUCHO,470.7,986.8,45.8,61.3,9.1,32.1,41.5,83.5,28.6,79.9,15.7,69.3,33.7,63.6,53.3,82.6,67,113.5,102,164.1,29.8,94.7,10.3,34.7,34,107.6
MANUFACTURAS DE CERAMICA,780,336.6,21.3,48.8,71.9,19.8,87.4,81.6,97.5,22.4,56,5.8,112.9,10.8,85.9,33.3,28.5,10,36.1,26.2,64.5,14.5,51.2,37.7,66.7,25.6
MANUFACTURAS DE CUERO,207.6,401.2,0,35.5,0,9.4,0.2,58,0.2,17.9,0,64.4,0,14.7,0,21.3,0,38.5,0,37.6,32.3,20.2,65.3,38,109.6,45.7
MANUFACTURAS DE MADERA,2104.7,113.2,152.9,2.1,112.3,11.7,172.9,14.6,223.9,10.9,178.2,5.5,313.4,5.5,270.1,1.4,195.6,15.3,103.3,11.1,83.3,4.4,231,15.7,67.8,15.2
MANUFACTURAS DE PAPEL Y CARTON,8254.5,9408.5,519.4,940.3,718.7,950.1,734.7,607.3,743.6,696.7,494.2,685.4,751,680.5,709.3,1191,479.6,931.1,662.2,492.2,627.2,430,662.4,762,1152.2,1041.9
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",286.7,640.2,0,3,7.5,68.2,9.6,8.7,6,57.7,14.4,117.1,36.7,13.3,22.9,76.5,52.1,100.9,0,40.6,17.5,88.1,54.1,39.9,66,26.3
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,157.6,2077.3,17.3,204.2,13.4,164.4,12.5,117.7,15.8,239.6,20.5,73.8,11.9,188.2,14.9,221.7,11.3,151.2,8.2,237.8,8.3,172.7,10.4,199,13.1,106.9
MANUFACTURAS DE PIELES,54.8,497.6,0,132.8,0,0.2,0,3.2,5.6,77,0,0,0,117.1,49.3,47.4,0,0,0,83.1,0,36.8,0,0,0,0
MANUFACTURAS DIVERSAS,3721.3,10448.4,291.7,561.4,164.5,669.4,326.5,858.3,217.9,724.1,223.5,700.4,250.2,672.7,136.5,680.5,267.9,1003.3,229.7,1346.4,782.6,939.3,547.5,779.6,282.8,1512.8
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,65721.5,42382.1,750,2546.2,194.9,3535.3,629.3,2670.8,47.7,2863.1,563.4,3732.3,355.2,3251.4,571.6,3912.6,862.6,3087.4,210.9,5199.1,59824.4,3305.8,1228.9,3842.4,482.6,4435.5
MATERIALES PLASTICOS Y SUS MANUFACTURAS,11491,11474.5,777.2,672.9,789.7,857.4,932.4,774.2,921,816.7,1074.4,776.4,884.5,720.6,926.5,910,1119.5,794.7,917.6,849.3,1152.8,1354.3,1040.8,1155,954.7,1793
MATERIALES TEXTILES (TEJIDOS O TELAS),399.4,1899,12.7,52.5,20.6,167.7,44.7,185.4,26.9,86.7,68.6,214,47.2,120.7,10.7,57.5,5.9,97.4,33.9,124,62.5,134.9,55.7,271.2,10.1,386.8
MOTA DE ALGODON,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",3187.8,1152.8,242.8,117.7,249.1,91.8,264.9,98.8,194.6,143.7,206.9,94.4,346.4,54.5,219,98.9,219,65.1,240,106.4,224.3,65.8,483.1,98.6,297.7,117
NEUMATICOS Y TUBOS,227.1,1090.7,11.8,0.7,0,37.2,53.6,44.1,0,76.3,45.2,5,49.9,2.5,0,38.6,37.6,0,0,6.9,28.9,62.2,0,278.6,0,538.7
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",2.2,5.7,0,1,0.3,0.9,0.1,0.5,0.2,0.5,0,0.2,0.2,0,0,0.4,0.3,0.4,0.6,1.3,0.5,0.6,0,0,0,0
OTRAS MANUFACTURAS DE METALES COMUNES,3573.7,4772.6,356,182.2,178.1,625.1,184.2,280.8,294.4,554.1,201.8,141.9,227.6,723.9,288.1,168.7,210,220.3,390.5,240.6,348.8,1116,406.6,201.5,487.6,317.5
OTROS ACEITES ESENCIALES,0.5,37.7,0,23.9,0.5,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPEL Y CARTON,1508.1,3556.3,61.4,52,35.6,452.3,42.8,202.8,61.4,225.2,56.1,151.5,147.9,273.3,87.7,331.6,109.8,407.2,160.6,394.9,100.6,445.5,333.1,246.1,311,373.8
PESCADO Y MOLUSCOS,0,17916.8,0,8.5,0,2139.1,0,2163.4,0,3061,0,9.9,0,2280.4,0,8.1,0,2367.7,0,10,0,3396.5,0,2458.4,0,13.8
PIELES Y CUEROS,0,70.7,0,0,0,9.6,0,7.6,0,0,0,8.4,0,8.9,0,7,0,7.6,0,21.7,0,0,0,0,0,0
PINTURAS Y BARNICES,7065.3,801.9,476.3,39.9,439.9,51.6,446.2,126.3,378.2,121.3,349.8,41.1,602.3,55.2,414.7,24.2,645,48.3,867.6,46.6,870.8,83.7,851.5,18,723.2,145.7
PREPARADOS A BASE DE CEREALES,21474.9,3694.3,1421.1,124.2,1350.1,248.2,1785.4,309.1,1968.5,366.1,1738.7,812.6,2519.8,252.3,1969.7,193.7,1870.1,187.1,1695.1,361.5,1437.3,412,1973.5,208.3,1745.8,219.3
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS",3318.5,722.8,171.1,2.6,347,7.7,414.1,191.4,269.4,0,215,0.2,219.4,180.6,295,0.1,271.8,0.1,228.9,120,301,14.5,278.1,0.1,307.7,205.5
PREPARADOS DE LEGUMBRES Y HORTALIZAS,985.3,3.4,64.2,0,70.8,0,59.9,0,72.8,0,66.3,0,136,1.7,90.1,1.7,132.8,0,84.3,0,87.2,0,54.4,0,66.4,0
PREPARADOS DE FRUTAS,5876.2,3.9,405.2,0,429.3,0,394.6,3.5,599.9,0,535.4,0,575,0,650.9,0,543.9,0.4,293.3,0,382.5,0,686.3,0,380,0
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS",11759.9,9373.7,965.1,771.1,821.2,649.3,971.1,724.2,900,1123.8,818.2,709.7,1010.9,651.4,1217.9,801.5,1130.2,1107.9,1036.7,1060.2,1096.7,642,877,466.8,914.7,665.7
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,3574.7,4725.9,282.2,547.7,331,460.7,300.3,435.4,258.7,411.6,324.1,250.3,388.9,259.2,266.8,312.6,204.4,325.9,250.2,477.5,411.7,176.5,321.2,560.2,235.3,508.4
PRODUCTOS FARMACEUTICOS,41659.8,235382.3,3138.3,15091,3228.2,23455.9,2989.6,24787.3,3742.9,18459.8,2997.7,28354.7,3972.3,17509.8,4139.2,16765.6,4873.3,19498.8,3829.6,13942.2,2616.7,22696.1,2835.6,16129.4,3296.2,18691.9
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS,5.7,1021.8,0,116.5,0,135.8,5.5,123.8,0,174.6,0,76,0.1,105.9,0,130.7,0,115.7,0.1,20.6,0,9.9,0,3.1,0,9.2
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O",261.4,750.5,54.1,34.1,5.1,40.4,70.9,39.4,19.6,70.3,28.8,63.8,21.2,33.7,19,29,10.4,142.1,12.1,87.5,5.9,43,6.8,26.8,7.6,140.5
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS",3880,38.6,208.4,0,290.3,0.1,445.5,0,329.2,14.7,327,0,353.1,0.1,301.5,0,412.8,0,242.8,23.6,274.9,0,456.1,0,238.3,0
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",177.3,866.5,1,49.4,4.6,44.4,0.9,95.6,0.8,35.2,2.5,73.1,9.5,37.8,145,99.2,4.9,83.3,3.5,70,3.1,66.3,0.5,79,0.9,133.4
TABACO ELABORADO,0,443.9,0,45.2,0,15.4,0,0,0,97.1,0,0,0,37.8,0,44.1,0,0,0,67.5,0,32.7,0,104.2,0,0
TUBERIA Y SUS ACCESORIOS,329.2,1470.6,2.3,146.2,5.6,106.5,9.9,118.5,4.7,106.2,10.4,130.7,41.6,82.5,25.8,183.7,2.1,222.6,195.1,59.6,8.2,84.9,18.6,100,5,129.1
VEHICULOS Y MATERIAL DE TRANSPORTE,2233.7,19954.1,56.5,1451.1,103.3,653.1,6.2,823.3,43.8,548.1,21,978.5,64.8,4463.2,7.7,2985.2,63.1,4998.8,1269.6,1585.6,410.5,552.7,83,454.7,104.1,459.7
VIDRIO Y SUS MANUFACTURAS,6572,402.9,147,24.2,20.7,37.7,215.5,84.7,612.7,12.8,461.3,66,356.4,40,765,16.9,1098.4,14.2,826.2,28.2,534.7,9.4,760.1,28.5,774.1,40.2
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
