,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),440376.5,221972.6,20504.8,12319.1,29192.3,14688.9,41295.3,17292.4,35232.9,16279.7,38203.6,17257.4,35087.8,21738.1,32835.4,20935.7,40485.9,18666.3,37558.3,18248.7,36675.6,20179,55921.1,22816.3,37383.7,21551.1
INDUSTRIAS AGROPECUARIAS,983.9,17253.3,120.1,17.7,41.8,89.9,98.2,739,45.6,439.9,51.7,868.7,93.7,1156.1,56.4,1000.5,132.9,1583,115.6,1511,73.5,1351.7,65.6,2271.2,88.9,6224.8
ANIMALES VIVOS DE GANADERIA,29.8,163.3,0,0,0,0,0,2.5,0,0,0,60,0,0,13.4,52.8,0,0,0,0,0,48,9.3,0,7.1,0
ANIMALES VIVOS DIVERSOS,10.6,0,0,0,6.4,0,4.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
ARROZ,3.4,1.7,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",12.9,89.6,9.1,0,0,37.8,0,0,0,0,0,0,3.8,0,0,0,0,17.4,0,1.3,0,0,0,1.3,0,31.7
CAUCHO NATURAL (HULE),23,16774.1,0,0,0,0,0,726.5,22.6,423.4,0,798.7,0.1,1119.2,0,942.2,0,1556.5,0,1472.6,0.1,1295.7,0.1,2259.1,0,6180.2
CEBOLLA,0,14.9,0,0.2,0,0.2,0,0.2,0,0.2,0,0.2,0,0.4,0,0.2,0,6.3,0,6.4,0,0.2,0,0.2,0,0.3
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,2.7,0,5.3
ESPECIAS,23.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,0,0,0,0
FLORES Y FOLLAJES,5.7,21.4,0.7,0,1,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,16.8,1.3,3.7,1.3,0,1.3,0
FRIJOL,0.2,1,0,0,0,0,0,0,0,0.1,0,0.1,0,0.3,0,0,0,0.1,0,0.1,0.2,0.1,0,0.1,0,0.1
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,80.9,0,9.8,0,1.9,0,5.6,0,3.4,0,3.8,0,31.4,0,3.1,0,1.1,0,7,0,2.6,0,6.3,0,4.9
HUEVOS DE AVES,230.8,0,0,0,0,0,25.1,0,0,0,0,0,0,0,13.4,0,66.9,0,51,0,0,0,26.2,0,48.2,0
LEGUMBRES Y HORTALIZAS,0.4,26.5,0,4.6,0,5.3,0,1.5,0,1.8,0,0.8,0,1.6,0,1.8,0,1.6,0,2.3,0.3,1.4,0,1.5,0.1,2.3
MAIZ,92.3,14.7,92.3,3,0,6.2,0,2.7,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,162.4,12,12.2,0,32.5,0,21.2,0,3.7,9.7,25,0,10.3,2.3,15.9,0,5.3,0,12.9,0,0,0.1,23.4,0,0,0
PAPA,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
