,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),544404.7,246430.2,32657.4,18681.7,47130.3,18489.5,40143.3,19144,35500.3,17764,49017,22886,40506.3,21374,44008.3,23996.3,53758.6,23155.3,38391.6,19404.1,63344.6,21473.9,56640.4,21565.5,43306.5,18495.7
INDUSTRIAS AGROPECUARIAS,392.7,933.6,2,59.8,48.4,29.6,42.6,39.3,6.3,39.1,0.8,42.2,25.4,60.3,1.2,197.6,58.9,34.4,22.8,144.3,69.7,182.7,77.3,37.9,37.4,66.6
ANIMALES VIVOS DE GANADERIA,18,7,0,0,8.9,0,0,0,0,0,0,2.5,0,0,0,0,9.1,0,0,4,0,0.5,0,0,0,0
ANIMALES VIVOS DIVERSOS,0.8,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",0,29.8,0,2.1,0,2.1,0,0,0,1.1,0,0,0,1.4,0,0.5,0,1,0,19.8,0,0,0,1.7,0,0
CAFE,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAUCHO NATURAL (HULE),16.9,275.8,0,0,8.6,0,0,0,0,0,0,0,0,0,0,72.6,0,0,7,64.9,0,138.3,0,0,1.3,0
CEBOLLA,0,16.5,0,0.3,0,0.2,0,0.3,0,0.2,0,6.8,0,6.7,0,0.3,0,0.2,0,0.4,0,0.3,0,0.3,0,0.5
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,18.7,0,0,0,0,0,0.7,0,0,0,2.1,0,2.1,0,2.1,0,3.5,0,2.8,0,1.4,0,4.1,0,0
ESPECIAS,0.3,66.3,0,16.5,0,3.9,0,9.2,0,10.4,0,10.5,0,6.5,0,0,0,0,0.3,0,0,4.5,0,0.5,0,4.4
FLORES Y FOLLAJES,5.9,0,0,0,1,0,0.9,0,1,0,0,0,0,0,1,0,0,0,1.2,0,0,0,0,0,0.8,0
FRIJOL,0,2.4,0,0.7,0,0.6,0,0.3,0,0.3,0,0.3,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,76.8,0,9.3,0,8.9,0,4.7,0,3.4,0,2.7,0,9.3,0,6.2,0,4.1,0,8.6,0,0,0,14.5,0,5
LEGUMBRES Y HORTALIZAS,0.2,58.4,0,7.3,0,5.3,0,4.3,0,4,0,5.2,0,3.8,0,4.4,0.2,4.1,0,3.8,0,4.7,0,4.8,0,6.6
MAIZ,0,85,0,10,0,0,0,0,0,0,0,0,0,29.8,0,0,0,21.4,0,0,0,23.8,0,0,0,0
MIEL DE ABEJAS,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,69,171.7,2,0,2.6,0,19.4,4.4,0,0,0,0,25.4,0.1,0.1,111.4,0,0,0.1,38.5,19.4,7.1,0,10.1,0,0
PIMIENTA,5.3,44,0,7.1,0,1.2,0,6.8,0,7.2,0,11.3,0,0,0,0,0,0,5.3,1.3,0,1.3,0,1.7,0,6.2
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",275.5,38.2,0,6.4,26.6,7.5,22.4,8.6,5.1,12.5,0,0.8,0,0.6,0,0.1,49.6,0,8.8,0.2,50.4,0.9,77.3,0.1,35.3,0.6
TOMATE,0,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2
INDUSTRIAS MANUFACTURERAS,531203.4,218174.5,32555,16690.3,47036.9,16454.9,40037.7,17286.5,35462.1,15441.3,48893.9,20392,40423.6,19175.4,43953.7,21990.9,53645.2,20065.9,38342,17769.7,51115.6,19148.1,56484.2,19335.2,43253.5,14424.2
ABONOS Y FERTILIZANTES,540.5,749.7,0,62.1,35.3,82.5,68.1,45.3,0,58.3,56.9,80.5,40.8,140.8,37.2,51,116.3,30.7,72.8,86,0.1,32.9,30.6,48,82.5,31.9
ALIMENTOS PREPARADOS PARA ANIMALES,945.3,1519.1,167.2,44.2,59.2,132.6,173,45.8,15.7,49.8,120.4,156.5,16.6,43.5,315.3,364.5,0,206.5,0.3,170.8,14.5,56.3,3.2,155.2,59.8,93.4
APARATOS ELECTROMECANICOS DE USO DOMESTICO,3992.6,1098.5,245.3,73.1,819.3,31.1,259.3,283.1,222.4,118.6,241.2,119.9,383.6,158,229.1,51.6,309.3,41.4,230.8,90.2,301.6,42.8,422.6,24.7,328.1,64
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,10747.4,97.6,761.6,20.3,778.4,12.8,579.9,11.2,364.9,1.5,604.8,6.5,551.2,8.7,602.2,14.4,944.4,6.9,1496.5,1.3,1453.4,8,867,1.5,1743.1,4.6
APARATOS TRANSMISORES Y RECEPTORES,29886.8,492.5,653,9.2,1717.8,8.5,975.2,9.3,2339.8,20.7,2526.2,14.1,3665.8,6.8,2685,123.2,3167.3,174.3,3090.8,74.5,4341.7,15.1,2905.7,3,1818.5,34
ARMAS Y MUNICIONES,129.7,0.7,0,0,0,0,0,0,4,0,0,0,125.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7
ARTICULOS DE VESTUARIO,31825.8,1590.5,1733.2,122.7,2782,104.8,2511.6,65.9,2392.1,150.7,2171.4,165.4,1943.4,137.3,1678.8,72.7,2687.6,78.9,2895.4,91.7,3432.1,199.2,4852.1,75.2,2746,326.1
AZUCARES Y ARTICULOS DE CONFITERIA,537.6,2899.2,0.2,193.6,7.9,298,15,418.2,5,138,17.3,199.8,24.6,200.5,11.8,258.6,0.1,234.6,18.2,162.8,363,207.7,32.9,307.5,41.7,279.8
BATERIAS ELECTRICAS,622.9,2062.3,25,139.9,39.9,170.6,89.4,61.2,17.9,168.9,59.2,194.4,43.3,159.9,44.2,248.9,51.8,106.3,61.4,217.1,86.2,166.1,55.5,204.9,49.2,224.1
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,5764.7,5521.5,236.2,363.8,151,370.8,64.8,252.9,376.9,363.1,432.9,492.7,286.4,401.7,158.4,719.9,229.7,528.2,379.4,533.1,990.1,844,1282.5,277.8,1176.4,373.4
