,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,460838.1,80497.5,34400,4791.7,31363.4,7256.6,31350.7,6929.4,35467.2,6546.8,42038.9,7395.7,36896.5,7232.9,39240.4,7428.3,45703.5,6557.3,39632.8,6292.4,41252.2,6766.4,48608.6,6655.9,34884,6644
INDUSTRIAS AGROPECUARIAS,2342.6,4009.3,197.5,264.1,136.9,287.3,153.7,922.8,352.7,514.3,411.4,843,206.8,298.5,187.8,332.7,394.1,54.3,104.6,353.1,52.6,13,121,0.7,23.5,125.6
ANIMALES VIVOS DE GANADERIA,92.2,1,0,1,0,0,0,0,29.6,0,29.6,0,0,0,0,0,19.8,0,13.2,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",559,15.8,0,0,0,0,0,0,177.7,0,123.3,0,77.1,0,0,0,148.9,15.8,0,0,0,0,32,0,0,0
CAFE,0,3926.7,0,260.6,0,285.4,0,921.7,0,512.9,0,841.6,0,264,0,326.5,0,32.3,0,350.3,0,7.6,0,0,0,123.8
CAUCHO NATURAL (HULE),143.1,0,40.6,0,0,0,48.2,0,0,0,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPECIAS,7,0.9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
HUEVOS DE AVES,902.1,0,81.2,0,74.2,0,65.3,0,84.7,0,104.9,0,96.8,0,130.7,0,90.1,0,31.7,0,49.7,0,76.6,0,16,0
LEGUMBRES Y HORTALIZAS,1.8,18.1,0.6,2.5,0,2,0,1.1,0.6,1.4,0,1.4,0,1.4,0.2,1.3,0.2,1.4,0.1,1.5,0,1.8,0,0.7,0,1.8
MAIZ,0,37,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,4,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,129.5,1.4,37.3,0,8.7,0,8.6,0,10,0,32.7,0,8.6,0,3.8,0,8.6,0,11.1,1.4,0,0,0,0,0,0
PAPA,294.7,0,30.3,0,30.7,0,30.4,0,24.8,0,24.8,0,24.3,0,49.2,0,43.2,0,37.1,0,0,0,0,0,0,0
PIMIENTA,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",212.5,8.4,7.5,0,16.2,0,0.8,0,25.2,0,41.8,0,0,0,3.7,4.8,83.1,0,11.4,0,2.9,3.6,12.4,0,7.5,0
INDUSTRIAS MANUFACTURERAS,439038.5,73852.3,33233.2,4365.7,31032.1,5093.4,30502.5,5965.1,35017.8,5975,40751.4,6347.1,36364.3,6900.3,38091.9,7084.8,44456.5,6488.3,39401,5925.7,37925.3,6745.1,41668.5,6629.5,30594.1,6332.4
ABONOS Y FERTILIZANTES,115.2,71.4,0,0,23.9,0,16.9,15.8,0,0.3,24.9,7.8,4.3,0,2,3.4,27.7,0,4,0,1.6,4.7,0,35.3,9.9,4.1
ACEITE DE SEMILLA DE ALGODON,4.3,0,0,0,0,0,1.4,0,1.4,0,0.7,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
