,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,412429.8,161558.2,30026.4,9816.3,32102.5,11557.2,46990,10451.9,29769.2,14278.1,29285,14171.8,33062.5,15406.3,46492.3,15892.9,31298.6,13863.2,31194.1,12291.2,34424.8,15058.9,34474.4,14458,33310.1,14312.3
INDUSTRIAS AGROPECUARIAS,480.3,366.1,48.5,2.4,36.4,2,51.6,0.9,36.7,4.1,68.5,34.1,38,8.2,34.5,12.8,24,5.2,95.6,37.5,11.6,53,32.4,166.5,2.4,39.4
ANIMALES VIVOS DE GANADERIA,113,2.2,0,0,0,0,24.4,0,12.3,2.2,21.9,0,4.9,0,0,0,0,0,41.1,0,8.4,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",1.4,34.1,0,0,0,0,0,0,0,0,0,31,0,0,0.7,0,0,0,0,3.1,0.5,0,0,0,0.2,0
CAUCHO NATURAL (HULE),5,122.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,4.8,1.2,0,0,0,0,0,121,0.1,0
CEBOLLA,0,13.1,0,0.1,0,0.1,0,0.1,0,0.2,0,0.2,0,3.9,0,7.8,0,0.1,0,0.3,0,0.1,0,0.2,0,0.1
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,6.8,143.8,1.4,0,0,0,0,0,0.7,0,0.7,0,0.7,0,0.8,0,0,0,0,26.5,0.8,49.8,0.7,37,0.9,30.5
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,3.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,2.3
HUEVOS DE AVES,189.6,0,31,0,26.9,0,18.4,0,9.3,0,15.7,0,17.3,0,27.2,0,19.1,0,9.7,0,0,0,14.9,0,0,0
LEGUMBRES Y HORTALIZAS,0.1,43.9,0,2,0,1.9,0,0.8,0.1,1.7,0,2.8,0,4.3,0,5,0,3.9,0,6.5,0,3.1,0,5.4,0,6.5
MAIZ,0.2,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,3,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,73,0,0,0,9.4,0,8.8,0,14.3,0,20,0,2,0,0,0,0.1,0,15.2,0,1.8,0,0.2,0,1.3,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",85.8,0.3,16.1,0.3,0,0,0,0,0,0,10.2,0,13.1,0,0.4,0,0,0,29.5,0,0,0,16.6,0,0,0
INDUSTRIAS EXTRACTIVAS,49057.8,13978.8,54.3,867.3,8135.5,329.1,18814.3,394.2,58,1407.3,10.1,2410.7,3944.3,1226.1,10389.7,1763.4,5460.8,2783.3,144.8,312.7,1725.4,600,242,736.5,78.5,1148.5
ALUMINIO,468.4,2700.2,42.6,418.3,9.1,295.8,74.6,350.4,27,229.8,6.2,156.2,23,218.8,39.4,162.7,4.6,32,24.1,77.2,6.6,237.7,197.1,406.7,14.1,114.7
CEMENTO,0,154.9,0,0,0,5,0,3.2,0,67.8,0,42.6,0,8,0,3,0,10.1,0,13.9,0,0.6,0,0.4,0,0.3
COBRE Y SUS MANUFACTURAS,28.5,6,1.6,0,0.4,0,0.1,0,9.8,0,0.4,0,0,6,11,0,0.5,0,1.4,0,0,0,2.1,0,1.2,0
DIESEL,7844.1,8820.7,0,418.4,0,0,0,0,0,1077.5,0,2145.3,2046.2,972.3,5797.9,1558.6,0,2070.8,0,0,0,0,0,0,0,577.7
ESTA&O,3.7,0,0,0,0,0,0.5,0,0,0,0.6,0,0,0,0,0,0.7,0,0,0,0.5,0,0.8,0,0.5,0
