,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),606315.3,261605.4,35990.7,19405.8,40388.7,19807.9,52090.9,23177.6,63704.7,24624.5,62790.4,22705.5,50518.8,22821.3,50880.4,27308.8,49563.3,20691.8,54538.2,20570.4,54111,23552,47381.3,19622.2,44356.8,17317.6
INDUSTRIAS AGROPECUARIAS,326,1236.1,55.5,90.8,50.1,87,23,89.7,30.2,124.3,4.6,112.8,3.1,85.2,3.8,100.7,48.3,128.2,12.5,154.1,94.5,103.2,0.3,85,0,75.1
ANIMALES VIVOS DE GANADERIA,0,2,0,0,0,0,0,0,0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DIVERSOS,2.4,0,0.5,0,0.4,0,0,0,0,0,0,0,0,0,0.3,0,1,0,0,0,0,0,0.3,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",0,127.8,0,3.5,0,4.3,0,3.2,0,3,0,5.7,0,27.8,0,1.8,0,1,0,58.5,0,15.7,0,1.7,0,1.7
CAUCHO NATURAL (HULE),9,3,0,2.7,0,0,0,0,0,0.2,0.1,0,0.1,0,0.5,0,8.1,0,0,0,0,0,0,0,0,0
CEBOLLA,0,12.4,0,0.8,0,0.4,0,0.7,0,0.4,0,0.5,0,0.3,0,7.6,0,0.3,0,0.4,0,0.6,0,0.3,0,0.2
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0,22.6,0,2.4,0,3.2,0,3.8,0,0.5,0,4.2,0,1.5,0,1.7,0,0.7,0,0,0,0,0,2.8,0,1.9
ESPECIAS,1.2,11.8,1.2,1.7,0,1.2,0,1.4,0,1.1,0,1.2,0,0.3,0,0.6,0,0.7,0,0.4,0,1,0,1,0,1.2
FLORES Y FOLLAJES,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0,0,0
FRIJOL,92.6,104.6,0,2.7,0,5.4,0,6.9,0,10.6,0,11,0,8.6,0,10.2,0,10.7,0,9.9,92.6,10.1,0,9.7,0,8.8
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,424.4,0,60.2,0,47,0,44.9,0,49.3,0,37.4,0,19.3,0,35.4,0,24.1,0,27.7,0,22.7,0,34,0,22.2
LEGUMBRES Y HORTALIZAS,0,299.1,0,14.6,0,24.1,0,24.6,0,30.2,0,24.5,0,20.6,0,29.1,0,23.5,0,30.3,0,26.1,0,29.3,0,22.3
MAIZ,0.6,50.1,0,0,0,0,0.6,0,0,0,0,0,0,5.2,0,0,0,44.9,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,109.6,24.4,3,0,38.8,0,16.5,0,30.1,0,0.1,0,0,0,0,11.2,6.8,7.3,12.5,0,1.9,1.1,0,0,0,4.7
PIMIENTA,0,22.1,0,2,0,0.8,0,4,0,1.8,0,0.8,0,0.7,0,2.4,0,1.9,0,0.7,0,1.9,0,4.3,0,0.6
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",110.6,6.7,50.8,0.1,10.9,0.4,5.8,0.1,0,0.2,4.5,1.6,3,0.3,3,0.2,32.5,0,0,0.2,0,1.7,0,1.4,0,0.3
SEMILLA DE AJONJOLI,0,122.3,0,0,0,0,0,0,0,25.4,0,25.7,0,0,0,0,0,12.6,0,25.4,0,22,0,0,0,11.2
TOMATE,0,2,0,0.1,0,0.2,0,0.1,0,0.1,0,0.2,0,0.1,0,0.3,0,0,0,0.2,0,0.3,0,0.4,0,0
INDUSTRIAS MANUFACTURERAS,543117.7,239148.7,35684.1,18030.6,40264.5,17430.8,50430.8,21144.6,44560.6,20803.9,45483.2,20236.1,44352.5,20147.2,46614,25219.6,42196.1,19317.7,49891.5,19269,52035,22880.2,47309.6,18402.7,44295.9,16266.3
ABONOS Y FERTILIZANTES,754.5,1118.7,152.1,23.7,193.9,108.9,54.2,114.7,19.1,76.2,0,133.2,46.7,123.6,29.3,35.8,44.6,111.5,129,93.9,0,103.3,85.5,81,0,112.9
ALIMENTOS PREPARADOS PARA ANIMALES,3823.3,3573.4,172,339.4,229.1,278.8,218.2,310,363.3,369.6,316.1,244.4,25.2,314.3,160.8,242.8,354.9,238.6,518.1,329.3,480.1,298.7,450.2,249,535.4,358.6
APARATOS ELECTROMECANICOS DE USO DOMESTICO,4874.1,385.2,257.6,52.5,380.9,24.7,337,28.1,400.6,32.3,423,23.7,353.9,50.3,349.1,21.7,566.7,76.7,450.5,14.7,572,16.5,442.2,27.8,340.7,16.3
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,8183.7,471.6,352.5,317.5,630.7,3,416.9,4.2,662.6,105.6,670.4,1.1,383,3.5,902.6,6.8,301.5,13.7,1413.9,1.6,664.4,12.7,592.8,0.1,1192.5,2
APARATOS TRANSMISORES Y RECEPTORES,14969,941.3,1397.3,13.7,821.6,13.9,751.3,13.4,995.2,66.9,698.4,650.9,779.6,9,1047,35.1,687.4,20.3,1872.6,61.5,1829.2,33.3,2224.4,17.6,1865.1,5.8
ARMAS Y MUNICIONES,203.9,0,0,0,0,0,5.5,0,0,0,0,0,197.5,0,0,0,0.9,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,34037,3181.7,1270.9,124.8,2204.1,141.4,2624.7,83.8,2022.6,136,2094.6,213.5,2090.4,1159.7,2207.3,627,2822.4,115.1,2837,134.8,4835.7,187.8,5575.9,151.4,3451.3,106.4
AZUCAR,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,153.1,3462.6,17.6,370.4,5.7,186.9,42.1,338.8,0,410.2,11.3,250.4,18.8,223.1,21.5,308.7,0,331,13.1,316.1,17.2,270.5,5.7,172.5,0,284
BATERIAS ELECTRICAS,471.3,2393.3,17.4,287.1,10.8,164.9,65.8,159.5,21.3,268.3,67,173.1,24.6,198.2,21.5,150.1,20.4,139,35.4,304.9,56.9,157.6,107.2,146.6,23,244.2
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,5888.7,12216,234,1317.4,287.3,801.8,225.6,1137.1,347.7,695.2,277.2,1005.2,710.2,951,153.8,1552.6,616.4,882.3,210.3,1100.1,1190.8,1066.2,1224.1,846.4,411.4,860.6
CAFE SOLUBLE Y MOLIDO,7,11.9,0,0,1.9,0,0,0,0.1,0,0,0,0.6,0,4.4,0,0,0,0,11.9,0,0,0,0,0,0
CALZADO,37230.2,1344,1843.1,76.8,2179.5,24.9,3485,172.3,2024.9,104,2120.1,173.2,1942.9,57.5,3807.1,203.9,3248.5,49,3689.3,156.3,4004,140.1,4221.6,158.1,4664.3,27.9
CAMARON Y LANGOSTA,2076.8,85.5,0,0,476.6,0,0,0,176.9,0,0,18.5,0,0,167.9,0,0,66.9,117.1,0,383.4,0,418.1,0,336.6,0
CARNE,724.2,0,0,0,124,0,104.8,0,96.8,0,0,0,0,0,0,0,233.9,0,87.9,0,76.8,0,0,0,0,0
CERAS,178,3942.3,35.7,252.5,7.8,395.2,21.6,411.5,6.6,339.5,6.9,340.2,10.1,374.3,5.5,388.2,27.6,232.4,26.7,297.1,5.2,244.9,6.4,288.8,17.9,377.8
CLAVOS Y TORNILLOS,953.6,2.6,32.2,1.7,56.9,0,183.1,0,47.5,0.1,68.8,0,97.6,0.7,90.4,0,45.7,0,82.8,0,110.6,0.1,95.2,0,42.9,0
DETERGENTES Y JABONES,1059.7,13776.5,96.2,1077.4,103.7,1150.8,107.1,1296.8,81.3,1205.7,45.7,1260.9,53.6,1128.3,38.2,1138.6,198.3,1029,146.6,1280.8,139.4,1028.5,10.6,1044.1,39,1135.7
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",47,0,2.2,0,2,0,0.8,0,2.2,0,7.9,0,3.2,0,19.8,0,1.6,0,1.8,0,2,0,3.1,0,0.5,0
GRASAS Y ACEITES COMESTIBLES,172.1,5744.1,0,263.5,0,636.8,0,504.9,0.1,332.3,0,707.2,0,458,0.1,1028.1,0,211.2,0,258.4,60,265,0,332.2,112,746.5
HARINAS DE CEREALES,2.8,18.8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3.8,2.8,1.9,0,9.6,0,0.6
