,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,95804.5,110598.4,7228,11973.2,5048.6,4833.9,6991.4,5334.9,2853,11737.7,4307.8,4311.8,15888.2,22500.4,5678.8,10494.5,3587.1,10432.7,10399.3,11752.6,18670.8,3610,6683.7,2904.4,8467.8,10712.4
INDUSTRIAS AGROPECUARIAS,4980.9,50553.1,792.4,5359,864.3,4153.6,455.4,4683.8,301.3,4137.4,208.6,3672.4,287.9,5054.5,270.3,3388.7,179.7,7125.9,318.3,3656.8,53.7,2924.1,693.4,2034.1,555.6,4362.9
ANIMALES VIVOS DIVERSOS,0,0.9,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",954.9,694.3,103.9,179.7,125.9,171.9,65.6,125,153.6,20,29.8,83.1,35.6,8,48.1,11.2,67.8,14.3,108.8,9.8,27,15.4,119.2,21.8,69.7,33.9
CAFE,0,46798.3,0,4800.7,0,3360,0,4209.8,0,3857.5,0,3447.4,0,4783.9,0,3280.3,0,7087.9,0,3444.9,0,2844.2,0,1703.7,0,3977.9
CARDAMOMO,0,708.9,0,0.6,0,168.7,0,5.9,0,0,0,0,0,0,0,0,0,0,0,79.3,0,0,0,258.3,0,196.2
CAUCHO NATURAL (HULE),11.1,64.7,0,0,0,0,0,0,11,0,0,32,0,32.7,0,0,0,0,0,0,0,0,0.1,0,0,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",824.4,0,57.8,0,97.9,0,104,0,52.6,0,73.7,0,48.8,0,182.6,0,32.5,0,78.1,0,0,0,48.7,0,47.8,0
ESPECIAS,97.8,0,0,0,26,0,0,0,0,0,47.6,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,16.3,66.6,0,9.3,0,5.4,0,3.6,0,7,0,3.6,0,14.3,0,8.4,0,3,0,2.9,0,3.4,16.3,2.9,0,2.7
FRIJOL,0,121.2,0,8.5,0,12.7,0,7.1,0,4.6,0,9.5,0,10.8,0,7.1,0,6,0,9.7,0,14.4,0,12.5,0,18.2
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,352.9,0,22.8,0,27.4,0,27.4,0,30,0,30.8,0,35.4,0,19.4,0,0,0,27,0,2.7,0,16.2,0,113.9
LEGUMBRES Y HORTALIZAS,1140.5,1233.1,407.4,237.5,174.5,407.5,20.3,254.9,84,189.3,27.6,15.9,92.7,19.4,24.3,12.2,71.9,14.6,131.5,19.1,26.7,24.8,65.4,17.8,14.2,20
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,35.1,0.9,0,0,0,0,12.2,0.1,0,0,0,0,0,0,15.4,0,7.6,0,0,0,0,0,0,0.8,0,0
PAPA,1849,0,223.3,0,440,0,201.9,0,0,0,29.9,0,86.6,0,0,0,0,0,0,0,0,0,443.7,0,423.7,0
PIMIENTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",0.3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
SEMILLA DE AJONJOLI,0,506,0,100,0,0,0,50,0,28,0,50,0,150,0,50,0,0,0,64,0,14,0,0,0,0
TOMATE,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0
TRIGO,51.4,0,0,0,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,72916.6,59980.7,5435.4,6614.2,4160.4,680.2,6504.1,651,2551.7,7600.4,3927,639.4,15349.7,17445.9,4823.2,7105.8,3341.6,3271,4795.3,8095.8,8411.7,657.4,5844.1,870.1,7772.4,6349.5
ABONOS Y FERTILIZANTES,6065,265,0,0,0,0,0,0,54.5,0,0,0,110.4,0,80,0,233.1,0,87.7,0,5308.7,0,175.2,265,15.3,0
ALIMENTOS PREPARADOS PARA ANIMALES,77.6,0,0,0,20.4,0,0,0,0,0,8.7,0,0,0,0,0,0,0,12.2,0,36.3,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,274.3,1.5,0.3,0.6,1,0.1,2.1,0.2,195.8,0.3,3.2,0,2.6,0,3.5,0,1.1,0.1,0.4,0,16.6,0,38,0.2,9.7,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,297.9,0.3,10.5,0.1,24.9,0,78.9,0.1,20.2,0,11.4,0,32.3,0,23.4,0,0.4,0,0.2,0,48.3,0,9.8,0.1,37.6,0
APARATOS TRANSMISORES Y RECEPTORES,315.5,45.2,30.5,0,57,26.5,7,0,29.4,0.1,65.4,18.5,6,0,47.3,0,0.6,0.1,0.9,0,23.1,0,44.9,0,3.5,0
ARMAS Y MUNICIONES,87.3,0,0,0,87.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,62.3,4558.5,1.6,191.5,1.7,288,8.4,430.8,2.9,292.5,0.3,328,10.2,629.7,0.9,307,3.1,536.7,6.5,457.2,4.9,410.7,7.7,192.9,14.2,493.6
AVES DE CORRAL BENEFICIADAS,150.7,0,0,0,30,0,22.9,0,16,0,49.5,0,0,0,0,0,0,0,0,0,4,0,16.4,0,11.9,0
AZUCAR,0,42055,0,6153.7,0,238.9,0,0,0,6665.2,0,0,0,9542.1,0,6282,0,0,0,7387.7,0,0,0,0,0,5785.6
AZUCARES Y ARTICULOS DE CONFITERIA,625.6,64.6,43.7,0,46.4,0,43.5,0,100.7,0,0.8,0,100.3,1.1,85,0,56.7,0,0,0,97.2,0,0.1,63.4,51.2,0.1
BATERIAS ELECTRICAS,0.4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,229.5,621.2,0,130.3,60.7,57.9,54.8,56.6,26.7,86.9,23.9,86.9,39.5,4.1,24,0,0,24.9,0,86.9,0,43.4,0,43.4,0,0
CALZADO,77.9,0.2,9.4,0,5.8,0.1,0,0,5.5,0,14.4,0,1.5,0,5,0,11.4,0,0.5,0,6.7,0.1,8.5,0,9.2,0
CARNE,626.8,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,72.8,0,197.6,0,232.9,0,43.9,0,0,0
CERAS,5.9,0.1,0,0,0,0,2.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,3.6,0.1,0,0,0,0
CLAVOS Y TORNILLOS,42.9,4.2,5.9,0,0.6,0,0.2,0,28.2,0,2.5,0,0.2,0.1,0.1,0,1.7,0,0.9,4.1,0,0,0.9,0,1.7,0
DETERGENTES Y JABONES,1.8,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.2,0,0,3.9,0.3,0,1,19.2
