,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones
FRIJOL,253.5,0,13.7,0,12.4,0,13.9,0,16.7,0,23.3,0,23.1,0,18.7,0,17.8,0,23.5,0,25.6,0,19.7,0,45.1,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",4325.2,0,274.7,0,326.8,0,495.1,0,408.8,0,577.2,0,963.5,0,350,0,350,0,104.9,0,105.7,0,144.8,0,223.9,0
LEGUMBRES Y HORTALIZAS,1765.6,959.9,16.1,0,44.6,25.2,202.3,72,104.9,60.4,69.5,0,20.1,0,199.5,512,241.6,58.5,372.9,29.7,248,30.2,83,171.4,162.9,0.6
MAIZ,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0
MATERIAS VEGETALES,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
MIEL DE ABEJAS,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,5.5,22.7,0,0,0,0,2.2,0,0,12.4,0,10.3,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0
PAPA,0,2073.8,0,644.6,0,412.6,0,235.5,0,478.2,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIMIENTA,333.2,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,61.6,0,117.5,0,59.8,0,0,0,66.8,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",0,95.4,0,0,0,48.7,0,0,0,46.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
SEMILLA DE AJONJOLI,304.2,0,29.8,0,0,0,0,0,29.7,0,60.4,0,29.6,0,30.7,0,30.7,0,61.4,0,31.9,0,0,0,0,0
TRIGO,0,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,0,0,0,0,0,0,0,0
INDUSTRIAS EXTRACTIVAS,68632.1,1540.5,8466.3,139.4,7689.2,82.2,14614.1,61,12962.2,46.1,22019.1,149.1,2824.1,114.4,0,237.7,0,396.2,0,61.7,0,92.1,57,94.5,0.1,66
ALUMINIO,0,70.5,0,10.7,0,8.6,0,4.7,0,4.7,0,6.4,0,2.5,0,5.1,0,3.3,0,3.9,0,7.9,0,9.9,0,2.8
COBRE Y SUS MANUFACTURAS,0,11,0,2.4,0,0.5,0,1.6,0,2.4,0,2.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0
DIESEL,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2,0,0,0
HIERRO Y ACERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGNESIO,0,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,25.6,0,0,0,0
OTROS DERIVADOS DE PETROLEO,0,377.5,0,106.6,0,0,0,0,0,39,0,60.7,0,43.2,0,33.1,0,0,0,0,0,46.3,0,0,0,48.6
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,23.5,31.2,0,0,1.8,0,14.9,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,14.7
PLOMO,64541.6,0,7528.7,0,6895.3,0,13859.4,0,12307.8,0,21280.7,0,2669.7,0,0,0,0,0,0,0,0,0,0,0,0,0
PRODUCTOS MINERALES DIVERSOS,0,1010.2,0,19.8,0,73.1,0,38.2,0,0,0,79.7,0,67,0,199.4,0,392.9,0,43.3,0,12.2,0,84.5,0,0
ZINC,4016.7,0,937.6,0,792.1,0,739.8,0,654.4,0,738.5,0,154.4,0,0,0,0,0,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,62263.4,80936.8,1462.3,4758.9,1592.3,4075.6,10488.2,7965.8,2565.4,5934,3549.7,6020.6,2317,6650.6,11668.9,6825.6,1859.3,10071.2,1624.4,3717.2,9181.3,8824.5,2270.6,7160.8,13683.8,8931.9
ABONOS Y FERTILIZANTES,72.7,5923.2,0,1.3,0,0,0,329.5,0,23.1,0,102.1,0,94.5,0,203.6,72.7,815.3,0,102.5,0,1994.2,0,0,0,2257
ALIMENTOS PREPARADOS PARA ANIMALES,0,80.4,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,25.4,0,0,0,33.4,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,2.5,86,0,13,0,1.7,0.7,17.9,0,3.9,0,4.4,0,12.6,0.3,7.7,0.1,5.4,0,3.3,0,6.5,0,7.8,1.4,1.9
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,221.4,55.4,217.5,0.1,0,0,0,27.9,0,0.2,0,1.7,0,0,0,5.2,0,0,0,0,0,2.9,0,7.9,3.8,9.4
APARATOS TRANSMISORES Y RECEPTORES,1.5,139.6,0,8.7,0,2.3,0,21.3,0,14.2,0,4.1,0,14.3,0,11.9,0.1,6.9,0,4.2,0,17.1,0,8.2,1.4,26.4
ARMAS Y MUNICIONES,0,951.1,0,16.3,0,143.6,0,0,0,0,0,197.6,0,0.4,0,41.8,0,82.4,0,0,0,142.1,0,326.9,0,0
ARTICULOS DE VESTUARIO,13179.3,531.8,779.4,37.4,711.2,14.1,794.9,57.8,1101.5,26.6,1447.5,32.5,1307.9,11.1,1358.5,14.3,1098.1,49,1250.2,61.2,1157.9,86.3,1006.3,107.3,1165.8,34.1
AZUCAR,37398.3,0.1,19.1,0,0,0,8914.7,0,0,0,22.4,0,27.3,0,8854.3,0,0,0.1,0,0,7452,0,279.1,0,11829.5,0
AZUCARES Y ARTICULOS DE CONFITERIA,1085.5,419.9,108.3,45.5,255,46.2,44.3,0,156.4,79.5,20.1,0,21.4,48.3,132.9,41.7,93.9,0.3,66.9,38,63.6,43,20.4,40,102.4,37.3
BATERIAS ELECTRICAS,0,164,0,21.7,0,4,0,18.7,0,7.5,0,0.9,0,4.1,0,2.6,0,10.1,0,18.5,0,38.6,0,11.3,0,25.9
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,977.9,1.3,0,0,140,0,140.4,0,140,0,140,0,6,0,202.2,0,124.5,0.3,0,0,6.9,0.2,0,0.4,77.8,0.4
CALZADO,6.4,231.3,0,14.3,0,6.7,0.6,19.3,0,19.3,0,7.6,0,9.4,0.2,16.5,4.2,11.1,0,0,0,17.6,0,84.8,1.3,24.7
CAMARON Y LANGOSTA,625.5,0,0,0,0,0,163.3,0,0,0,0,0,151.7,0,0,0,0,0,0,0,310.4,0,0,0,0,0
CERAS,0,179.2,0,13.7,0,4.7,0,19.9,0,4,0,36.8,0,11.9,0,15.2,0,9.4,0,22.1,0,6.9,0,19.8,0,14.9
CLAVOS Y TORNILLOS,9.3,65.5,0.8,0.3,0,4.3,0,4.4,0,1.7,0,1.1,0,30.9,0,18.6,0,0.5,0,0,0,1,0,2.9,8.5,0
DETERGENTES Y JABONES,0.2,144.1,0,0,0,86.8,0,0,0,0,0,1.4,0.2,18.4,0,2.6,0,8.7,0,0,0,5.5,0,16.8,0,3.9
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0
GRASAS Y ACEITES COMESTIBLES,5.6,12800.2,0,1275.5,2.8,1331.2,0,1.6,0,1809.3,0.9,1.6,0,1689.2,0,1704.6,0,2,0,3.4,0,2242.2,0,1588.7,1.9,1150.8
HARINAS DE CEREALES,0,3058.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057.3,0,0,0,0.3,0,0.3,0,0.2
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,196.9,388.5,0,23.3,0,24.4,0.1,49.3,0,24.7,0,32.9,196.5,26.5,0,55,0,24.4,0,19.3,0,52.5,0,36.6,0.4,19.5
HILOS E HILAZAS,111.5,53.2,1.1,2.7,1,2.1,3.1,4.5,14.7,1.9,19.2,4.3,0.2,2.1,34.9,3.9,17.3,12.1,20,8.5,0,0.5,0,8,0,2.7
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",0,48.7,0,27.7,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0.4,0,0
INSTRUMENTAL MEDICO Y OTROS,2.9,2254.7,0,21.4,0,46.7,0.2,123.8,0,89.5,0,138.9,0,121.6,0.1,122.7,0.1,72.3,0,92.3,0,88.1,0,77.5,2.6,1259.8
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",48.7,1376,0,36.4,0.7,46.6,21.7,111.6,6.1,31,13.8,77.6,0.6,57.3,0.3,233,0.1,102.5,0,77,0,287.2,3.5,262.6,1.8,53
LAMINA Y ALAMBRE,1.7,96.7,1.7,6.7,0,5.7,0,18.6,0,12.6,0,20.3,0,11.7,0,3.1,0,3.7,0,1.2,0,2.3,0,6.7,0,4.1
LECHE Y OTROS PRODUCTOS LACTEOS,0.4,2391.5,0,228.1,0,186.7,0,514.6,0,234.1,0,216.5,0,183.3,0,0.1,0,311,0,54.9,0,149.6,0,205.1,0.4,107.5
MANUFACTURAS DE CAUCHO,8.3,160.4,0.2,5.9,0,5.6,0,4.8,0,53.6,0,10,0,15.1,0,7.9,0,7,0,11,0,14.1,0,16.8,8.2,8.7
MANUFACTURAS DE CERAMICA,5.4,132.1,0.8,9.1,0,2.1,0.7,9.7,1,4.5,0,10,0,4.2,0.8,3.4,0.4,33,0,4.7,0,26.4,1.6,19.7,0,5.2
MANUFACTURAS DE CUERO,609.8,226.4,48.7,1.7,10.8,13.9,43.7,61.5,319,7.3,5.7,0.3,21.7,44.4,17.6,1.8,53,8.6,30.5,29.1,14.1,5.6,15.4,48.3,29.8,3.8
MANUFACTURAS DE MADERA,212.3,94.8,0,2.7,1,9,63.8,11.2,0,3.3,33.9,24.4,0,3.1,0,4.5,5,5.4,64.5,6.1,0,7.4,0,11.7,44.1,6.1
MANUFACTURAS DE PAPEL Y CARTON,2.7,2111.2,0,157.4,0,153.7,0.4,233.9,0.9,148,0.1,267.9,0,209.2,0,83.4,0,174.5,0,113.3,0.3,120.4,0,279.8,0.8,169.7
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",0,389.6,0,23.2,0,0.4,0,45.6,0,43.9,0,21.7,0,30.4,0,22,0,33.5,0,60.2,0,21.5,0,54.8,0,32.4
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,26.8,18.9,0,0.5,0,1.4,7.6,1.5,0.2,0,1.1,1.5,5.7,0,0.1,0,0,0,0,10.9,5.2,0,1.4,0.8,5.5,2.2
MANUFACTURAS DIVERSAS,1878.3,1570.1,205.8,76.7,202.4,90.5,147.8,109.5,288.6,104.6,232.8,266.4,50.9,105.4,322.6,95.2,198.1,164.1,107.2,97,60.8,108,60.8,184.4,0.6,168.3
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,554.4,5833.5,9.2,217.7,0,271.7,0.4,2348.9,76.6,407.5,26,352.2,167.2,649.3,2.6,146.4,4,166.2,0,295.1,0,428.3,0,103.6,268.4,446.4
MATERIALES PLASTICOS Y SUS MANUFACTURAS,369.8,5064.3,3.4,213.4,98.6,137.3,76.9,550,27.9,614.6,17.7,1026.2,33.5,377.6,15.6,465.1,23.2,349.1,8.9,266,47.5,462.8,5.2,427.5,11.5,174.5
MATERIALES TEXTILES (TEJIDOS O TELAS),46.9,608.2,0,62.8,0,11.6,0,40.2,0,59.8,2.5,46.3,3.1,46.8,5.5,66.7,9.9,64.4,0,69.9,13.4,41.1,7,80.4,5.4,18.2
MELAZAS DE AZUCAR,2039.8,0,0,0,0,0,0,0,0,0,1175.9,0,0,0,0,0,0,0,0,0,0,0,863.9,0,0,0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",8.8,1379.4,0.4,82.8,0,17.3,0.9,16.5,0,36.4,0,55.3,0,180.5,0.1,99.3,0,124.4,0,47.9,0,40,0,265.5,7.4,413.5
NEUMATICOS Y TUBOS,0,73.6,0,1.1,0,0.4,0,15.1,0,21.7,0,0,0,6.6,0,0.2,0,0,0,13.9,0,1.3,0,0.4,0,13.1
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",2.1,9.5,0,0,0,0,0.1,0,0,0,0.1,0.4,0,0,0,0.2,0,0,0,0,0,0,0,8.9,1.9,0
OTRAS MANUFACTURAS DE METALES COMUNES,0.5,1422.2,0,84.5,0,39.9,0.2,52.8,0,68.9,0,101,0,192.5,0.1,197.2,0.1,235.7,0,41.6,0,55.2,0,149,0.1,203.9
OTROS ACEITES ESENCIALES,131.2,0,0,0,0,0,0,0,35.1,0,35.1,0,0,0,0,0,55.5,0,0,0,0,0,5.5,0,0,0
PAPEL Y CARTON,0,17805.2,0,1106.2,0,420,0,2176.8,0,1186.5,0,2086.2,0,1450.1,0,1849.4,0,1504.4,0,1435.6,0,1445.2,0,1812.8,0,1332
PINTURAS Y BARNICES,0.1,570.2,0,35.7,0,0,0,97.1,0,95.6,0,47.2,0,39.3,0,39,0,38.4,0,42,0,88.6,0,37.2,0.1,10
PREPARADOS A BASE DE CEREALES,1.7,163.2,0,30.2,0,35.5,0,3.1,0,20.2,0,0.3,1.7,0,0,0,0,42.5,0,0,0,4.9,0,25.1,0,1.4
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS",0.1,45.9,0,0,0,2.7,0,0.3,0,0,0,0,0,6.5,0,6.2,0,9.1,0,17.9,0,0.1,0,0.1,0.1,3
PREPARADOS DE LEGUMBRES Y HORTALIZAS,17.3,453.9,0.8,71.5,0,22.3,0,66.5,0,41.9,0,44.5,10.8,22.5,0,21.3,0,26.4,1.7,65.2,3.5,24.7,0.4,19.9,0,27.3
PREPARADOS DE FRUTAS,614.8,1.2,33.6,0,68.1,0,61.2,0,63,0,18,0,128.8,0,81,0,61,0,71,0,29.2,0.2,0,0.2,0,0.7
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS",0.1,489,0,0,0,59.7,0,92.9,0,0,0,75.8,0,97.5,0,28.3,0,16.6,0,37.8,0,4.7,0,60.8,0.1,14.8
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,10.4,1699.1,0,267.1,0,215.3,0,90.3,0,141.3,3.5,83.9,0,236.4,0,115.4,0,289.5,3.5,70.2,3.5,41.8,0,84.8,0.1,63.2
PRODUCTOS FARMACEUTICOS,244.8,262.7,0,12.6,69.9,3,0,2,0,10,0,12.4,85.8,41,89.1,118,0,23.7,0,0.4,0,20.3,0,4.1,0,15.2
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O",2,400.4,0,29.7,0,13.8,0.7,37.4,0,7.6,0.3,12.3,0,21.3,0.1,21.4,0,48.4,0,45.6,0,48.1,0,70.9,1,43.8
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS",4.4,73.7,0,2.7,0,45.3,0,0,0,0,0,2.7,4.4,0,0,0,0,0.2,0,2.4,0,0.7,0,0.7,0,18.9
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",0.1,10,0,0.1,0,0.1,0,1.1,0,1.6,0,0.7,0.1,3,0,1.2,0.1,0.5,0,0.5,0,0.7,0,0.4,0,0
TUBERIA Y SUS ACCESORIOS,72.4,888.7,1.5,12.7,0,97.5,0,3.5,0,16.3,0,147.4,67.6,117.6,0,292,0,3.5,0,7.8,0,73.9,0,112.1,3.3,4.4
VEHICULOS Y MATERIAL DE TRANSPORTE,684.1,7125.2,0,418.4,0,410.6,0,497.6,0,418.6,0,391.6,0.2,390.8,550,585.3,38.1,2040.1,0,389.9,0,497.7,0,403.7,95.9,681.1
VIDRIO Y SUS MANUFACTURAS,765.7,412.3,30,38.8,30.9,37.1,0,55.2,334.5,16,333.1,49.6,23.6,12,0,30.1,0,51.7,0,26.9,13.1,22.7,0,56,0.5,16.5
