,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,93381.2,59829.3,3984.1,5811.5,12387.4,3261.3,2881.3,4552.8,16771.1,2869.5,4193.9,2440.3,5708.2,10646.3,9087.4,11716.9,4725.7,3929.2,9789.1,3580.2,5255.2,3754,12957.4,3405.7,5640.2,3861.4
INDUSTRIAS AGROPECUARIAS,41134.3,30097.8,733.7,1926.1,8189.1,2757.1,720.8,3422.1,8525.5,2248.2,777,2024.4,646.3,2684.9,5774.5,4086.1,560,2444.6,5923.5,2775.1,510,2177.6,7948.1,1433,826,2118.4
ANIMALES VIVOS DE GANADERIA,76.3,0,0,0,28.2,0,0,0,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,122.9,0,0,0,0,0,0,0,0,0,59.6,0,0.4,0,0,0,0,0,62.9,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",550.7,262.3,53.5,38.2,77.8,49.5,52.2,33.9,43.7,8,64,13.2,61.4,8,36.7,22.2,26.5,19.5,19.2,15.3,45.3,10.8,64,10.2,6.4,33.4
CAFE,0,26532.6,0,1559.8,0,2514.9,0,3174.4,0,1981.5,0,1675.8,0,2207.3,0,3822.9,0,2301.3,0,2438.3,0,1992.9,0,1093.8,0,1769.7
CARDAMOMO,0,151.1,0,13.2,0,11.3,0,2.4,0,2.3,0,0,0,0,0,0,0,0,0,0,0,13.1,0,82.6,0,26.2
CAUCHO NATURAL (HULE),16.8,0,3.4,0,0,0,3.4,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",590.8,0,120.3,0,12,0,63,0,62.8,0,28,0,46.5,0,50.6,0,42.4,0,21.1,0,41.3,0,61.5,0,41.2,0
ESPECIAS,17.4,16.8,8.5,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,16.8,0,0,0,0
FLORES Y FOLLAJES,33.5,73.3,0,2.7,0,8.9,0,8.4,0,3,0,3.7,0,2.4,0,2.9,0,13.1,0,11.8,0,8.2,33.5,2.6,0,5.6
FRIJOL,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,1.2
"FRUTAS FRESCAS, SECAS O CONGELADAS",35,174.3,16.5,0,0,0,8.4,0,0,0,0,50.5,0,123.8,0,0,0,0,0,0,0,0,0,0,10,0
LEGUMBRES Y HORTALIZAS,386.7,1947.3,34.5,294.7,37.8,114.5,32.6,151.2,37.2,174.5,14,147.1,41.6,281.3,61,130.5,12,89.2,56,95.5,55.1,75.1,0.5,214.2,4.3,179.5
MAIZ,7.6,0.3,1.2,0,0.5,0,1.1,0,0.6,0,0.6,0,0.6,0,0.7,0,0.7,0,0,0,0,0,1.8,0.3,0,0
MANZANA,51.6,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,220,0,0,0,25,0,0,0,17.1,0,0,0,8.3,0,18.4,0,36,0,9.3,0,52,0,14.1,0,39.7,0
PAPA,5996,0,495.9,0,589.3,0,550,0,396.3,0,604,0,486.5,0,437.3,0,442.3,0,415.5,0,315.4,0,584.1,0,679.5,0
PIMIENTA,0,93.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,27,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,0,0,0,0,0
SEMILLA DE AJONJOLI,0,842.6,0,17.6,0,58,0,51.7,0,78.9,0,134.1,0,62.1,0,107.7,0,21.6,0,147.4,0,60.7,0,0,0,102.9
TRIGO,33027,0,0,0,7418.5,0,0,0,7919.7,0,0,0,0,0,5160.8,0,0,0,5339.5,0,0,0,7188.5,0,0,0
INDUSTRIAS MANUFACTURERAS,50714.5,29652.3,3113.1,3885.4,4133.2,504.3,2020.1,1130.7,8139.8,621.3,3288,415.9,4877.1,7961.4,3142.3,7630.7,4122.6,1471.9,3518.8,790.5,4716.7,1566.9,4887.5,1949.4,4755.1,1724
ABONOS Y FERTILIZANTES,80.4,0,0,0,7.4,0,7.2,0,0,0,0,0,7.1,0,0,0,7.1,0,32.8,0,0,0,0,0,18.8,0
ALIMENTOS PREPARADOS PARA ANIMALES,138.1,0,0,0,25.2,0,0.1,0,18.9,0,19,0,2,0,0,0,13.7,0,25.7,0,0,0,33.6,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,112.4,16.8,14.4,0,3.3,0,5.3,0,9.6,0,2.3,0.5,0.4,0,2.7,0.4,14.4,0,1.2,0,14.6,15.8,4.4,0,39.7,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,49.3,0.2,0,0,0,0,1.4,0,0.4,0.1,0,0,0,0,0.5,0.1,0,0,0.5,0,19.5,0,25.7,0,1.2,0
APARATOS TRANSMISORES Y RECEPTORES,550.3,0.4,10.6,0,52.2,0,64.3,0,2,0,57.1,0.1,129.3,0,17.7,0.3,29.8,0,50.7,0,51.3,0,41.2,0,44,0
ARTICULOS DE VESTUARIO,96.7,9873,2.2,347.4,2.6,377.7,19.8,890.2,16.2,375.2,5.8,336.7,0.1,798.7,4.5,803.4,0.3,1099.7,10.6,514.5,5.5,1270.2,18.5,1751.5,10.5,1307.8
AVES DE CORRAL BENEFICIADAS,515,0,35.8,0,0,0,14.2,0,9.3,0,0,0,40,0,0,0,21.3,0,48.2,0,120.4,0,143.3,0,82.4,0
AZUCAR,10.2,17044.6,0,3397.3,0,0,0,0,8.9,0,0,0,0.9,7042.4,0.4,6605,0,0,0,0,0,0,0,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,73.2,12.3,10.8,0,0,0,0,0,0,0,0,0,0.2,0,14.3,0.1,0,0,0.1,0,0.2,12.2,0.2,0,47.4,0
BATERIAS ELECTRICAS,12.8,0,0.7,0,4.8,0,0,0,3,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,4.1,0,0,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,10.8,0,0,0,0,0,10.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALZADO,54.1,0.4,0.1,0,0,0,0.4,0,0.2,0,36.9,0.3,0,0.1,0.3,0,0,0,0,0,4.9,0,8,0,3.3,0
CARNE,549,0,0,0,2.1,0,0,0,33.7,0,0,0,74.6,0,142.6,0,35.6,0,35.4,0,98.3,0,0,0,126.8,0
CERAS,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAVOS Y TORNILLOS,286.8,0,0,0,3.8,0,101.1,0,11.1,0,0.2,0,32.9,0,71.9,0,0.2,0,0.5,0,0.1,0,27,0,37.9,0
DETERGENTES Y JABONES,3.1,68.9,0,0,0,32.6,1.3,0,0.2,0,0.3,0,0.3,0,0.2,0,0,32.4,0.2,3.9,0,0,0.5,0,0.1,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",11.9,0,0.1,0,0,0,0,0,4,0,0.1,0,0,0,6.2,0,0,0,0,0,0.1,0,1.5,0,0,0
GRASAS Y ACEITES COMESTIBLES,4011.6,94.2,0.5,0,0,10.8,0.2,0,861.8,8.7,97.5,0,15.6,0,0,8.8,57.3,27.2,481.3,13.6,57.8,11.4,674.9,13.6,1764.7,0
HARINAS DE CEREALES,4514,0,0,0,636.8,0,0.3,0,1194.8,0,0,0,625.2,0,0,0,0,0,1,0,826.6,0,1229.1,0,0.3,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,238.7,0.6,12.2,0,13.4,0,17.2,0,46.2,0,17.7,0,21.3,0,51.4,0.6,8.3,0,13.2,0,0.9,0,27.5,0,9.3,0
HILOS E HILAZAS,265.9,57.7,0,0,78.3,0,44.2,14.5,13.7,0,0.1,0,2.3,0,0.5,0,45.3,0,0.2,0,48.2,22,33.3,0,0,21.2
INSTRUMENTAL MEDICO Y OTROS,608.4,0.4,11.3,0,24.8,0,20,0,49.7,0.1,132.8,0.1,16.8,0,31.9,0.1,10.2,0,52.7,0,82.3,0,128,0.1,47.8,0
