,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),77684.7,235939.3,3817.1,11582.3,9026.4,14972.6,8390.9,28582.1,4019.3,24391.2,6466.3,22621.1,4888.9,16982.7,4601.2,20481.2,8802.8,28053.1,4124.3,19698.2,10512.1,26448.3,6402.8,6272.4,6632.6,15853.9
INDUSTRIAS AGROPECUARIAS,5628,78534.8,400.8,3416.4,504,7121.7,1053.4,6867.1,720.1,6107,760.9,7052.6,401.4,7996.1,273.7,7560.9,363.4,16453.7,257.5,9188.7,367.2,1850.1,202.9,1028.3,322.7,3892.2
ANIMALES VIVOS DIVERSOS,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,114.3,0,0,0,0,0,30.8,0,0,0,0,0,83.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",830.7,632.6,56.1,154.8,38.3,225.2,55,70.8,110.6,7.3,84.1,8.4,24.8,8.7,116.8,11.5,94.5,15.4,0,9.3,130.8,11.1,56.5,35.6,63.2,74.6
CAFE,0,69288.4,0,2720.2,0,6009.2,0,6404.4,0,5525.6,0,5746.5,0,7137.8,0,6889.1,0,15818.3,0,8724.8,0,922.4,0,425.8,0,2964.4
CARDAMOMO,0,575.9,0,30.2,0,90.7,0,0,0,15,0,0,0,37.3,0,0.8,0,34.1,0,0,0,83.8,0,28.9,0,255.1
CAUCHO NATURAL (HULE),0,2977.5,0,225.2,0,435.8,0,171.9,0,218.3,0,202.9,0,346.7,0,171,0,240.7,0,183.4,0,440,0,81.2,0,260.4
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",770.6,0,32.4,0,0,0,84.9,0,31.1,0,78.2,0,95,0,83.3,0,30.9,0,110.6,0,0,0,104.1,0,120.1,0
ESPECIAS,98,0,0,0,0,0,0,0,35.6,0,0,0,43.7,0,18.7,0,0,0,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,0,28.8,0,1.7,0,12.3,0,1.7,0,2.1,0,1.6,0,0.6,0,0.7,0,0.7,0,4.3,0,1,0,1.5,0,0.7
FRIJOL,0,192.8,0,11.9,0,12.1,0,11.5,0,13.6,0,17.6,0,17.2,0,13.2,0,12.1,0,17.9,0,20.9,0,18.9,0,25.7
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,2986.6,0,112.2,0,147.8,0,115.3,0,261.1,0,402,0,351.9,0,405.1,0,269.5,0,87,0,329.4,0,319.5,0,185.6
LEGUMBRES Y HORTALIZAS,1087.6,393.5,17.5,36.3,0.2,34,0,22.6,0,22,146.5,28.4,154.5,25.1,21.2,20.2,231.9,37.2,146.9,33.4,187.6,41.5,42.3,42.9,138.9,49.7
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,41.8,289.3,0,81.9,0,112.5,0,68.8,18.1,0,0,0,0,21.5,4.4,0,5.5,0,0,2.7,13.3,0,0,0,0.5,2
PAPA,2552,0,294.9,0,465.5,0,853.2,0,524.7,0,413.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIMIENTA,0,102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,76.5,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",132.6,0,0,0,0,0,29.4,0,0,0,38.4,0,0,0,29.4,0,0,0,0,0,35.4,0,0,0,0,0
SEMILLA DE AJONJOLI,0,524.8,0,42,0,42,0,0,0,42,0,102.7,0,49.4,0,49.4,0,0,0,49.4,0,0,0,74,0,74
TABACO EN RAMA O SIN ELABORAR,0,542.5,0,0,0,0,0,0,0,0,0,542.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,70578.7,68503.4,3403.9,2311,8474.4,2004.7,7187.9,12542.8,3262.5,12260.4,5598.6,10083.8,4400.8,3107.1,3932.5,2656.5,8163.6,3058.4,3703.5,2715.3,10130.6,14516.8,6064.3,1346.2,6256.2,1900.3
ABONOS Y FERTILIZANTES,13683.8,0,80,0,3027.5,0,2433.6,0,0,0,129.4,0,66,0,82.1,0,2729,0,0,0,2822.2,0,2151.8,0,162.2,0
ALIMENTOS PREPARADOS PARA ANIMALES,63.2,0,0,0,0,0,5.3,0,0,0,0,0,37.9,0,0,0,0,0,0,0,13.9,0,0,0,6.2,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,131.6,0.8,10.8,0,5.2,0,8,0,1.2,0,10.8,0,10.4,0,17.4,0.2,2.8,0.5,2.2,0,32.8,0,18.3,0,11.6,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,81.7,0.1,4.4,0,3.4,0,5.6,0,6,0,1.6,0,9,0,29.1,0.1,2,0,7.7,0,4.7,0,3,0,5.2,0
