,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,145989.2,99855.3,30395.1,12280.1,8987.9,4315.9,24151.2,8262.4,13132.8,2758.7,12059,2418.8,5266.8,37205.4,8255.2,11868.3,10377.2,4604.6,9273,9213.9,10032.8,4221.6,3559.8,1097.6,10498.4,1608.1
INDUSTRIAS AGROPECUARIAS,5481.8,33680.5,680.2,4368.2,836.3,3634.2,473.5,3132.7,599.4,2355.6,372.9,1633.1,405.3,2623.3,372.3,3254.9,252.3,3239,294.6,4503.3,378.2,3535.8,457.9,500.8,358.8,899.5
ANIMALES VIVOS DE GANADERIA,34.9,0,0,0,0,0,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,71.5,0,0,0,0,0,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",663,349.1,107,30.6,126.2,61.5,79.9,42.2,8,15.3,54.6,15.9,17.6,19.2,74.6,15.8,61.7,11.4,43.6,26.8,43.5,45.6,32.4,19.1,13.7,45.6
CAFE,0,31922.1,0,4237.8,0,3444.9,0,2975.1,0,2264.5,0,1419.3,0,2537.5,0,3155,0,3209.1,0,4304,0,3266.9,0,355.2,0,752.8
CARDAMOMO,0,156.2,0,0.7,0,2.4,0,16.2,0,0.3,0,0,0,0.7,0,29.5,0,0,0,52.6,0,0,0,28,0,26
CAUCHO NATURAL (HULE),0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",846,0,106,0,50.1,0,122.1,0,36.6,0,83.8,0,77.5,0,89.7,0,75.2,0,70.8,0,37.6,0,6.3,0,90.3,0
ESPECIAS,56,0,35.4,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0
FLORES Y FOLLAJES,34.5,157.8,0,20.1,0,24.4,0,5.5,0,15.3,0,13.6,0,16.9,0,11.1,0,3.5,0,12.3,0,20.1,23.4,7.9,11.2,7.2
FRIJOL,100.2,48.3,0,2.9,36.4,2.5,0,3.6,0,2.2,63.9,3.3,0,1.9,0,1.7,0,1.5,0,3.2,0,3.7,0,5,0,16.9
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.1,0,2.6
LEGUMBRES Y HORTALIZAS,2102.6,253.6,201.2,19.4,388,18.6,23.8,25,278.9,16.4,170.6,20.1,162,20.9,149,12,115.3,13.6,169.2,41.5,241.6,29.5,129.1,18.9,73.9,17.8
MANZANA,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,106,21.3,50.4,0.8,14.7,13.8,5.7,1.5,0,0,0,0,0,0.3,17.7,2.6,0,0,3.2,0,0,0,14.3,1.7,0,0.5
PAPA,1379.1,0,179.3,0,220.8,0,122.8,0,275.9,0,0,0,147,0,41.3,0,0,0,0,0,55.5,0,252.4,0,84,0
PIMIENTA,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",2.1,0,0.9,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMILLA DE AJONJOLI,0,766.6,0,56,0,65.5,0,63.7,0,41.5,0,160.9,0,26,0,26,0,0,0,63,0,170,0,64,0,30
INDUSTRIAS MANUFACTURERAS,82896.4,66167.1,5646,7904.2,4679.2,681.7,8568,5129.6,6119.2,403.1,11535.2,785.7,4740.2,34582.1,7747.1,8613.4,8640.6,1365.5,8703.3,4710.5,6545.9,685.8,2950.1,596.8,7021.6,708.6
ABONOS Y FERTILIZANTES,6531.3,0,36.3,0,0,0,1466.3,0,0,0,0,0,1110,0,0,0,377.4,0,3499,0,0,0,32.1,0,10.1,0
ACEITE DE SEMILLA DE ALGODON,85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.2,0,0,0,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,134.5,0,22.2,0,0,0,12.6,0,9.3,0,27,0,7.9,0,13,0,0,0,5.9,0,12.8,0,0,0,23.9,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,63,10.5,0.3,0.6,0.2,6.9,0.8,0.1,0.5,0,0.8,0,1.1,1.7,0.1,1.2,0.6,0,3.8,0,11.9,0,0.1,0,42.9,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,1.6,0.6,0,0.1,0,0,0.4,0,0,0,0.1,0,0,0.3,0,0.2,0.1,0,0.4,0,0.5,0,0.1,0,0.1,0.1
