,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),93339.1,149442.8,6051.4,4572.2,5036.7,10089.7,6923.7,8962,12628.7,34767.8,4556.4,17645.5,7857.8,9013.6,4492.1,10677.5,10023.2,24856.5,9123.2,14718.5,8709.9,3205.6,11186.6,3820.8,6749.4,7113.1
INDUSTRIAS AGROPECUARIAS,2530.4,80220.4,209.4,3125.8,230.3,9121.5,562.2,6916,302.3,7804.9,223.5,7159.2,106.6,7531,95.8,9282.1,186.4,11963.1,85.5,6670.4,154.4,1939.5,165.7,2844.1,208.3,5862.8
ANIMALES VIVOS DE GANADERIA,92.5,0,0,0,0,0,0,0,0,0,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DIVERSOS,1.2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,97.4,0,17.7,0,16.7,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",629.1,266.3,32.3,23.5,113.2,50.4,27.2,25.1,16.9,6.4,49.3,8.4,19.2,14.3,82.2,33.5,27,18.4,40.5,10.6,27.3,7.2,86.5,13.2,107.5,55.3
CACAO,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFE,0,75426.8,0,2868.1,0,8704.4,0,6554,0,7535.4,0,6860,0,7246.9,0,8837.6,0,11710.8,0,6222.9,0,1552.3,0,2540.2,0,4794.1
CARDAMOMO,0,1328.3,0,0,0,135.9,0,0,0,89.3,0,10.8,0,9.3,0,136.2,0,103.5,0,136.6,0,2,0,7.4,0,697.4
CAUCHO NATURAL (HULE),0,901.8,0,92.4,0,0,0,53.5,0,75.7,0,98,0,145,0,0,0,0,0,41.5,0,160.5,0,84,0,151.1
