	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	73150.3	40926.3	5600.8	1218.2	8633.4	6338.8	7990.7	2126	6156.5	10505.6	11629.4	2797.8	7734.7	6061	3733.5	3716	6294.5	1626	3434.6	2605.5	3809.4	2004.6	3474.8	729.8	4658.1	1197.1
INDUSTRIAS AGROPECUARIAS	22008	18643	499	752.8	353.6	1713.2	5012.2	1569.9	594.3	2048.3	7800.5	1857.5	4582.4	2418.6	298.6	3221.7	564.7	1186.6	413.6	1746.4	480.8	1233.1	621.6	178.9	786.8	716
ANIMALES VIVOS DE GANADERIA	23.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4	0	0	0
ANIMALES VIVOS DIVERSOS	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARROZ	0.9	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
AVES DE CORRAL VIVAS	93.2	0	0	0	0	0	0	0	0	0	0	0	93.2	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	508.3	319.3	9.4	30.9	0	55.3	31.2	81.7	62.1	23.3	69.6	12.3	104.6	8.2	35	12.8	76.1	25.6	16.5	10.5	13.5	23.3	45.9	10.4	44.5	25
CAFE	0	15547.9	0	527.3	0	1381.7	0	1335.2	0	1801.5	0	1674.1	0	2216.2	0	2756.5	0	992	0	1439.5	0	987	0	46.6	0	390.3
CARDAMOMO	0	150.9	0	0.5	0	0	0	0	0	36	0	0.8	0	0	0	9.9	0	18	0	0	0	8.9	0	8.5	0	68.3
CAUCHO NATURAL (HULE)	9.1	0	0	0	3.1	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	2.8	0	0	0
CEBOLLA	1	0	0	0	0.2	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	399.2	0	28.5	0	28.8	0	40.4	0	51.5	0	32.6	0	45.4	0	16.5	0	17.7	0	22.2	0	60.1	0	49.1	0	6.3	0
ESPECIAS	10.2	0	0	0	0	0	7.9	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	41.4	47.9	0	3.4	0	16	0	2.4	0	4.2	0	3.6	0	2.9	0	4.3	0	1.5	0	2.2	0	3.6	30.7	1.9	10.7	1.9
