	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	141254.7	73251	13592.2	4281.1	3970.3	4307.1	9227.9	9825.5	10167.1	4168.7	13418.6	8502.4	6945.6	5131.6	4533.9	4829.5	11908.2	4610.5	4761.4	9315.4	6072.4	10647	17355.8	2748.1	39301.3	4884.1
INDUSTRIAS AGROPECUARIAS	44915.7	39759.9	8912	3617.3	692.5	3230.8	4356.3	5320.8	677.5	3690.4	8543.2	3790.5	1381.8	4286	813.9	3453.6	8334.4	3419	639	3558.2	457.4	2206.3	9496.1	2126.8	611.7	1060.1
ANIMALES VIVOS DE GANADERIA	95.6	0	0	0	54.4	0	0	0	0	0	0	0	0	0	41.1	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DIVERSOS	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0
AVES DE CORRAL VIVAS	183.7	0	0	0	49.4	0	0	0	0	0	0	0	0	0	67.2	0	0	0	0	0	0	0	67.2	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	561.2	324	66.1	97.6	42.9	37	76.2	37.5	47.1	14.9	56	20	73.8	7.3	56.2	19	17.8	12.2	64.7	13.5	10.6	7.7	16.9	21.1	33.1	36.3
CAFE	0	37876.7	0	3111.8	0	2975.6	0	5111.2	0	3489.2	0	3667.6	0	4211.5	0	3415.7	0	3337.7	0	3476.8	0	2166.4	0	2022.2	0	890.9
CARDAMOMO	6.5	228.9	0	103.3	0	9.7	0	54.7	0	6.1	0	0	6.5	3.5	0	1.4	0	4.5	0	0	0	0	0	7	0	38.7
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	574.6	0	70.2	0	73.4	0	35.9	0	48.8	0	19.7	0	62.5	0	68.1	0	41.3	0	48.6	0	13.2	0	45.2	0	47.7	0
ESPECIAS	37.3	0	0	0	8.7	0	0	0	0	0	8.9	0	8	0	0	0	0	0	0	0	0	0	11.7	0	0	0
FLORES Y FOLLAJES	29.1	145.5	0	4.2	0	24.7	0	7.3	0	22.3	7.8	24.5	0	2.2	0	3.2	0	1.6	0	5.3	0	15.9	21.3	18.3	0	16
FRIJOL	112.4	13.7	0	0.9	0	1	0	1.1	0	0.6	0	1.9	0	0.6	0	0.9	0	0.1	69.3	1.1	0	0.5	0	1.4	43.1	3.7
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	66.3	0	22	0	22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	1	0	15.7
HUEVOS DE AVES	3.1	0	1	0	0	0	1.8	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEGUMBRES Y HORTALIZAS	467.1	369.9	29.1	123.8	36.4	83.8	23.6	25.3	24.5	42	20.5	2.2	53.5	3.2	33.3	13.5	4.8	4.5	33.1	8.7	34.8	10.6	67.8	17.5	105.8	34.7
MAIZ	4.7	0	0	0	0	0	0.9	0	0	0	1.4	0	0	0	1.3	0	0	0	1.1	0	0	0	0	0	0	0
MANZANA	118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8	0	101.3	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	368.9	0.1	13.1	0	28.7	0	0	0	92.8	0.1	35.2	0	0	0	102.4	0	27.4	0	11.2	0	29.3	0	14.5	0	14.2	0
PAPA	5130.1	0	561.5	0	398.7	0	551.6	0	464.3	0	533.1	0	443.6	0	444.3	0	446.9	0	410.9	0	369.5	0	239.1	0	266.6	0
PIMIENTA	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
SEMILLA DE AJONJOLI	0	733.9	0	153.6	0	76.8	0	83.6	0	115.2	0	74.3	0	57.6	0	0	0	57.6	0	52.8	0	0	0	38.4	0	24
TRIGO	37221.5	0	8171	0	0	0	3666.4	0	0	0	7860.1	0	734	0	0	0	7796.1	0	0	0	0	0	8993.9	0	0	0
INDUSTRIAS MANUFACTURERAS	64991.1	33441.8	4576.5	663.7	3224	1076.2	4823.7	4504.7	9446.2	478.3	4677.9	4711.8	5405.1	845.6	3664.2	1376	3340.9	1191.4	3907.4	5731.3	5194.8	8420.2	7579	621.3	9151.3	3821.3
ABONOS Y FERTILIZANTES	3490.1	0	334.5	0	16.2	0	0	0	0	0	0	0	0	0	7.8	0	0	0	50.2	0	564.6	0	40.2	0	2476.7	0
ALIMENTOS PREPARADOS PARA ANIMALES	162.3	0	5.4	0	19.4	0	11.3	0	18.9	0	15.7	0	15.4	0	35.5	0	6	0	0	0	34.3	0	0.5	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	197.2	17.6	5.3	0	20.5	15.8	0.5	0.1	18.7	0	26.7	0	25.8	0	56.5	0.2	6.8	1.1	2.9	0	11.3	0	21.1	0	1.1	0.3
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	226.4	0.7	0	0	17.8	0	1.2	0.1	32.2	0	0.1	0	0	0	1.6	0	86.6	0.5	43.3	0	42.2	0	1.2	0	0.3	0.1
APARATOS TRANSMISORES Y RECEPTORES	875.4	6.2	73	0	62.2	0	34.5	0	73.9	0	61.2	0	37.3	0	118	0.1	158.2	6.1	56.2	0	51.1	0	92.7	0	57.2	0
ARTICULOS DE VESTUARIO	187.9	7051.7	11.6	607.6	0	972.1	30.6	634.1	18.2	355.9	0.5	500	6	675.7	7.6	956.8	6.6	747.1	0.1	317.9	106	821.4	0.3	272.2	0.4	191.1
AVES DE CORRAL BENEFICIADAS	1958.9	0	76	0	230	0	205.6	0	125.7	0	315.8	0	293.8	0	283.1	0	154	0	115.9	0	104.1	0	16	0	38.9	0
AZUCAR	1.8	22946.8	0	0	0	0	0	3754.5	0.5	0	0	4024.9	0	0	0	0	0	0	0	4903.5	1.4	6905.5	0	62.3	0	3296.2
AZUCARES Y ARTICULOS DE CONFITERIA	381.6	6	16.6	0	2.9	0	0	0	14.5	6	0.5	0	22.8	0	27.4	0	87.3	0	68.1	0	54.6	0	41.2	0	45.8	0
BATERIAS ELECTRICAS	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	0.3	3.6	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	3.6
CAFE SOLUBLE Y MOLIDO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALZADO	51.2	36.2	1.7	0	0.1	0	4	0	0.2	0	4.1	0	0	0	9.7	0	0	0.2	0.2	0	11.2	36	0.2	0	19.9	0
CARNE	535.7	0	1.6	0	145.2	0	81.1	0	2.4	0	2.8	0	35.7	0	60.6	0	13	0	23.8	0	34.8	0	83	0	51.8	0
CERAS	0.3	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLAVOS Y TORNILLOS	237.9	0	1.1	0	6.6	0	44.1	0	14	0	4.6	0	1.8	0	36.1	0	41.4	0	87.4	0	0.6	0	0.3	0	0	0
DETERGENTES Y JABONES	49.5	433.8	0	0	0.1	0	0	0	0	0	1.8	0	0.5	0	20.7	0	20.7	156	0	118.8	0	159	5.5	0	0.2	0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	3.7	0.9	0	0	0	0	0	0	0.1	0	0	0	3.5	0	0	0	0	0.9	0	0	0	0	0	0	0	0
GRASAS Y ACEITES COMESTIBLES	4471	96.5	578.1	0	510.1	13.6	158.6	13	130	0	31.7	0	34.5	13	28	13	108.9	13	214.7	0	175.6	0	1042.3	10.2	1458.4	20.4
HARINAS DE CEREALES	2182.7	0	0	0	24.5	0	0	0	1082.5	0	0.1	0	1017	0	0	0	8.4	0	8.4	0	16.8	0	0	0	25	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	600.9	0.7	127.2	0	6.9	0	8.5	0	107.1	0	149.5	0	34.1	0	8.6	0.2	22.9	0.5	59.8	0	18.3	0	43.8	0	14.2	0
HILOS E HILAZAS	788.3	45.3	0.1	2.1	6.1	0	117.2	0	194.6	21.4	121.3	0	92.5	0	0.6	0	0.9	21.7	0	0	87	0	128.1	0	39.8	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	16	0	0	0	0	0	0	0	0	0	0	0	13.3	0	1.9	0	0.8	0	0	0	0	0	0	0	0	0
INSTRUMENTAL MEDICO Y OTROS	1723.7	0.9	73.5	0	52	0	546.3	0.1	297.8	0	71.9	0.1	328.4	0	5.1	0.4	37.2	0.4	47.1	0	67.3	0	70.7	0	126.4	0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	1387.4	294.7	59	0.4	458	0	108.9	1	40	2.4	1.2	0.5	0	0.5	7.1	19	79.8	17.2	119.4	0.1	39.4	253	190.2	0	284.4	0.7
LAMINA Y ALAMBRE	1038.3	0	19	0	18.2	0	653.7	0	42.1	0	80.7	0	87.5	0	98	0	2.2	0	4.6	0	5.2	0	24.1	0	3.1	0
LECHE Y OTROS PRODUCTOS LACTEOS	186.5	0	70.8	0	0	0	41.7	0	15.5	0	0	0	7.4	0	22.7	0	7.3	0	0	0	0	0	8.6	0	12.5	0
MANUFACTURAS DE CAUCHO	179.3	0.6	10.9	0	0.9	0	0	0	30.2	0	23.8	0	23.5	0	3.4	0	0	0.6	0.6	0	45.6	0	38.3	0	2.1	0
MANUFACTURAS DE CERAMICA	14.4	1268.8	3.9	49.7	0	48.9	1.4	49.2	6.3	19.1	0.9	156.7	0.7	77.1	0.7	243.6	0.3	68.6	0	86.5	0	153.7	0	201.9	0.1	113.8
