	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	86239.7	159487.1	6241.3	9952	6443.2	13733.5	6729	21617.7	6998	9441	8528.5	24665.9	4480.1	9735	11636.6	10390.3	5505.7	14086.3	11053.5	10591.7	5011.5	7171.5	6139.6	10863.3	7472.5	17238.9
INDUSTRIAS AGROPECUARIAS	3782.1	75647.3	212.4	5287	235.7	6789.4	484.1	7346.9	1024.2	7144.5	359.4	6757.3	210.6	6718.4	158.1	6813.8	212.5	12131.7	138.4	7780.4	128	2481.3	187	1676.5	431.5	4720.3
ANIMALES VIVOS DIVERSOS	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
AVES DE CORRAL VIVAS	111.5	0	29.8	0	21.8	0	0	0	28.8	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	604.1	786	54.8	221.4	69.8	250.6	83.1	141.7	125.7	10.2	0	9.2	40.6	17.3	27.5	16.5	0	20.1	24.9	4.7	34.2	6.7	55.4	15.9	88.2	71.6
CACAO	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE	0	68957.9	0	4779	0	5964.1	0	6818.1	0	6826.9	0	6426.1	0	6318.4	0	5915.3	0	11853.7	0	7224.9	0	1864.3	0	841.5	0	4125.6
CARDAMOMO	0	884.3	0	64	0	172.1	0	114.5	0	0	0	1.2	0	0	0	0	0	0	0	45.2	0	112.5	0	287.4	0	87.3
CAUCHO NATURAL (HULE)	45.3	2250	20.8	59.8	2.5	169	0	168.6	3.3	199.2	0	214.2	13.8	246.3	0	522	4.8	34.4	0	105.7	0	180.1	0	192.6	0	157.9
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	977.3	0	107.1	0	21.3	0	16.2	0	163.4	0	85.7	0	93.2	0	99.8	0	175.8	0	62.8	0	62.3	0	0	0	89.8	0
ESPECIAS	40.4	2.3	0	1.7	0	0.7	0	0	14.5	0	25.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	15.9	0	0.9	0	1.4	0	1.2	0	1.5	0	1.5	0	1.2	0	1.5	0	1.4	0	1.8	0	1.1	0	1.2	0	1.5
FRIJOL	0	292	0	19.8	0	20.2	0	21.3	0	27	0	23.2	0	25	0	16.5	0	18.7	0	15.8	0	22.7	0	16.6	0	65.1
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	241.7	0	0	0	0	0	12.1	0	0	0	0	0	0	0	2.7	0	60.9	0	30.5	0	0	0	0	0	135.5
LEGUMBRES Y HORTALIZAS	245.5	574.6	0	67.7	0	40.1	21.8	26.7	38.8	27.8	20.7	57.2	40.7	30.1	21.6	98.7	31.9	33.8	19.5	58.7	31	41	19.5	51.7	0	41
MAIZ	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	81.9	309.1	0	64.1	0	112.3	23.6	42.7	0	7.4	20.3	6.1	0	71.3	9.2	1.4	0	0	0	1	0	2.9	0	0	28.8	0
PAPA	1674.9	0	0	0	120.3	0	339.5	0	649.7	0	206.8	0	22.3	0	0	0	0	0	0	0	0	0	112.1	0	224.2	0
PIMIENTA	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
SEMILLA DE AJONJOLI	0	1058.1	0	8.7	0	58.7	0	0	0	44.5	0	18.4	0	8.7	0	0	0	108.7	0	256	0	250	0	269.6	0	34.8
TABACO EN RAMA O SIN ELABORAR	0	239.2	0	0	0	0	0	0	0	0	0	0	0	0	0	239.2	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	80507.8	64295.7	5958.1	4665	6112.9	6944.1	6209.3	14270.7	5855.6	2296.4	8019.2	17908.6	4209.9	3016.6	11116.3	3576.6	4839.6	1954.6	10915.1	2811.4	4633.6	2171	5608.9	1416.9	7029.5	3263.7
ABONOS Y FERTILIZANTES	10708.7	0	71.3	0	3321.4	0	0	0	1799.1	0	3128.2	0	0	0	33.1	0	44.9	0	2281.5	0	29	0	0.2	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	67.6	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8	0	25.8	0	0	0	0	0	0	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	102.1	0.5	14.2	0	10.1	0	6.1	0	7.6	0	5	0	0	0	0.7	0.2	0.5	0	2.3	0.1	8	0.3	38.5	0	9.1	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	221.5	0.5	1.7	0	7	0	10.8	0	3.2	0	36.4	0	135.1	0	9.8	0.1	1.3	0	0	0.1	1.1	0.3	4.2	0	10.8	0
APARATOS TRANSMISORES Y RECEPTORES	648.7	0.4	23.3	0	8.6	0	0.1	0	148.1	0	55.7	0	149.3	0	46.4	0.2	21	0	18.1	0	28.6	0.2	30.6	0	118.9	0
ARTICULOS DE VESTUARIO	92.4	17486.8	3	1501.4	7.6	827.4	16.1	683.2	6.3	1533.7	9.5	989.4	1.8	2079.2	4.9	1695.3	2.6	1664.6	3.1	1859.4	17.4	1050.3	14.2	1104.2	5.9	2498.7
AZUCAR	0	29709	0	65.4	0	98	0	11509.5	0	305	0	16767.5	0	244.6	0	148.1	0	0	0	184.9	0	202.5	0	94.8	0	88.8
AZUCARES Y ARTICULOS DE CONFITERIA	294.9	1233.8	40.2	0	4.2	439.8	38.7	294.2	39.7	142.1	0	0	0	122.3	45.5	68.3	43.5	0	0.4	61.2	39.4	20.4	41.8	20.4	1.4	65.1
BATERIAS ELECTRICAS	7.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0.1	0	0.1	0	0.4	0	6.2	0	0	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	99.2	1401.8	0	428.2	0	0	23.3	244.7	27.3	0	0	0	22.6	183.5	22.2	142.7	0.2	0	1.5	0	0.6	0	1	56.2	0.6	346.6
CALZADO	167.7	0.5	15.7	0	10.1	0	5.6	0	33.5	0	3.4	0	26.3	0	10.5	0	2.3	0.4	23.9	0.1	5.6	0	25.8	0	5.2	0
CARNE	106.2	0	56.3	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	0	0	0	0	0	0
CERAS	10.4	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	10.4	0	0	0	0	0
CLAVOS Y TORNILLOS	536.8	0	80.4	0	0.1	0	42.7	0	83.8	0	6.2	0	84	0	180.1	0	43.7	0	2.4	0	0.8	0	0.7	0	12	0
DETERGENTES Y JABONES	7.7	127	0	12.3	0.2	0	0.2	0	0	0	0	0	0	0	0	60.7	6.3	0	0.1	0	0	18.3	0.6	35.7	0.4	0
GRASAS Y ACEITES COMESTIBLES	11877.7	0.1	2157.1	0	458.7	0.1	1.3	0	0	0	0.2	0	1916.6	0	0.1	0	0.1	0	4669	0	0.8	0	1006.7	0	1667.1	0
HARINAS DE CEREALES	6325	0	0	0	0	0	2237.8	0	0.1	0	0	0	0	0	0.1	0	2048.4	0	0	0	0	0	2038.6	0	0	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	134.7	118.4	9.1	0	6.7	0	3.2	0	6.2	0	29.9	0	1.1	0	34.2	54.3	10.6	0	2.3	0	14	0.1	13.6	0	3.8	64
HILOS E HILAZAS	195	94.1	0	0	0	23.8	97.3	0	0	0	0	0	1.3	0	91.5	24.9	4.7	21.3	0	0	0.1	24.3	0	0	0	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	17.8	0	0.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0.7	0	0	0
INSTRUMENTAL MEDICO Y OTROS	2479.4	1.5	23.9	0	64.9	0	88.9	0	108.7	1.2	112.2	0	152.9	0	22.1	0.1	65.1	0	66	0.1	18.1	0	97.2	0	1659.5	0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	470.7	21.4	101.6	3.9	0.2	0	12	1.7	10.3	6	11.2	0.6	4.2	3.4	30.9	2.5	15.5	0.4	5.7	0.9	53.4	0.5	176.6	0	49.2	1.5
LAMINA Y ALAMBRE	206.2	0	0.3	0	0.1	0	0	0	0	0	2.2	0	0.1	0	0.7	0	185.7	0	8.3	0	4	0	4.8	0	0	0
LECHE Y OTROS PRODUCTOS LACTEOS	482.4	2.5	95.4	0	56.4	0	0.7	0	145.1	0	0	0	1.4	0	0.5	0	132.5	0	0.6	0	0	2.5	49.2	0	0.4	0
MANUFACTURAS DE CAUCHO	178	0	37.1	0	0.6	0	3.2	0	8.8	0	16.9	0	7.6	0	7.7	0	16.4	0	35	0	15.9	0	28.5	0	0.2	0
MANUFACTURAS DE CERAMICA	20	6.5	0.7	0	0	0	0.1	1.1	3.8	0.3	0.8	3.1	0.7	0.3	0	1.1	0.3	0.6	3.5	0	3.6	0	5	0	1.3	0
MANUFACTURAS DE CUERO	117.4	1311.7	2.2	122.1	17.6	28.3	12.4	23.1	12.2	97.1	14	38.8	18.4	44.9	2	147.2	4.2	68.1	26.2	196.6	5.9	399.4	1.9	20.1	0.4	126
MANUFACTURAS DE MADERA	2362.4	376.7	12.2	0	0	0	0.1	113.8	26.2	0	218.5	0	187.7	83.1	397.5	0.2	687.4	0.7	628.3	88.9	191.5	2.2	0	70.8	13	17.1
MANUFACTURAS DE PAPEL Y CARTON	4836.9	3.7	51.1	0	78.2	0	109.4	0	127.9	0	108.5	0	1.9	0.1	4064.2	3.1	4.2	0.1	71.9	0.1	97.9	0.3	37.2	0	84.5	0
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC"	186.2	1.7	1.4	0	13.2	0	0	0	26.8	0	0.1	0	25.6	0	45.9	0	16.2	1.7	13.7	0	14.9	0	0.8	0	27.6	0
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	17.7	35.1	3.1	3.7	0	2.2	0	1.2	0.1	0.1	0.2	0.3	0	0.5	0.6	23.4	2.8	0	0	0.4	9.1	3.1	0	0	1.8	0
MANUFACTURAS DIVERSAS	899.5	357.9	283.5	40.1	38.8	0.6	47.3	43.2	91.2	4	49.2	5.7	33.2	1	43.2	107.9	116.8	48	34	40.3	89.6	65.6	54.5	1	18.2	0.4
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	6983	7764.6	1719.1	2117.1	151.9	5275	282.5	0	281.7	0	491.2	0	118.8	65.8	1111.3	12.4	261.2	0.1	612.4	111.7	341.5	182.5	704.4	0	907	0
MATERIALES PLASTICOS Y SUS MANUFACTURAS	2324.5	49.1	114.6	0	205.2	0	577.6	1.2	451.3	1.7	145.2	0	10.1	0	326.7	28.4	51	14.5	65.6	0.4	182.6	0.2	98.1	0	96.5	2.8
MATERIALES TEXTILES (TEJIDOS O TELAS)	637.9	0.5	18.4	0	211.9	0	0	0	81.1	0	35.2	0	98.6	0	44.7	0	30.2	0	27.9	0.5	42.8	0	39.5	0	7.5	0
MELAZAS DE AZUCAR	0	2156	0	0	0	0	0	1144.7	0	0	0	0	0	0	0	1011.2	0	0	0	0	0	0	0	0	0	0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC."	90.9	18.5	1.2	0	4	0	4	0.4	39.1	0.1	0.2	0.5	0	0	5	4.2	6.4	10.5	3.3	0.4	11.7	1.3	9	0	6.9	1.1
NEUMATICOS Y TUBOS	368.8	0	40.4	0	14.3	0	13	0	31.8	0	17.6	0	88.8	0	11.4	0	91.9	0	20.5	0	19.1	0	0.1	0	19.9	0
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES"	4.4	1.8	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.9	0.1	0.1	4	0	0	0	0	0
OTRAS MANUFACTURAS DE METALES COMUNES	733.8	2.5	6.3	0	7.6	0	71.1	0	148.7	0.3	377.5	0	13.5	0	46.6	1.1	13.6	0.7	9.7	0.2	17	0.4	6.5	0	15.9	0
OTROS ACEITES ESENCIALES	0	249	0	0	0	81.5	0	0	0	64.9	0	0	0	32.4	0	0	0	0	0	64.4	0	0	0	3.7	0	2.1
PAPEL Y CARTON	18181	0.6	422.5	0	1125	0	1892.9	0	1051.4	0	2554.2	0.6	995	0	3641.4	0	489.8	0	1061.8	0	2708.7	0	479.3	0	1759	0
PESCADO Y MOLUSCOS	65	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINTURAS Y BARNICES	428.4	0	0	0	0.1	0	43	0	172.2	0	42.3	0	38.2	0	42.2	0	0.3	0	42.4	0	42.3	0	5.5	0	0	0
PREPARADOS A BASE DE CEREALES	570.6	0.3	163.2	0	113.5	0	97.5	0	20.2	0	10.7	0	0.1	0.3	24.5	0	23.3	0	11.8	0	68.9	0	29.8	0	7.2	0
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS"	22.8	0	3	0	0	0	0	0	0	0	0.9	0	0	0	1.3	0	0.1	0	1.8	0	9.3	0	3.3	0	3	0
PREPARADOS DE LEGUMBRES Y HORTALIZAS	422	0.6	0	0.1	0	0.5	63	0	0	0	0	0	0	0	29.5	0	29.3	0	0.3	0	0	0	243.7	0	56.3	0
PREPARADOS DE FRUTAS	5.9	1502.2	0.2	343	0	153.6	0	135	0	108	0.2	99	0	153	0	36	0	117	0.2	153	0.9	153	3.7	9.9	0.7	41.7
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS"	334	30.5	0.4	0.6	0.3	0	81.9	0	31.3	18.7	13.8	3.1	0	1.9	33.5	1.4	12.3	2.9	55.5	0	60.1	1.3	27.7	0	17.2	0.7
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	1058.3	5	56.3	0	79.5	0	96.9	5	60.3	0	173.4	0	16.7	0	184.6	0	25.5	0	0	0	213.9	0	65.7	0	85.6	0
PRODUCTOS FARMACEUTICOS	901.9	88.8	54.8	0	0	0	60.7	0	623.8	0	23.8	0	1.6	0	3.6	0	44.6	0	40.2	47	15.8	41.8	33	0	0.1	0
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O"	19.1	3.7	2.3	0	0.9	0	0.4	1.8	5.9	0	0.2	0	0	0	1.5	0.2	0.6	1.2	4.3	0.4	2.1	0	1.1	0	0	0.2
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS"	9.6	0	0	0	0	0	2.7	0	0	0	2.4	0	0	0	0.6	0	0.3	0	0	0	0.9	0	2.6	0	0.1	0
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS"	1.5	0.6	0	0	0.1	0	0.1	0	0.5	0	0	0	0.2	0.3	0.2	0.2	0.1	0	0	0.1	0	0	0.5	0	0	0
TUBERIA Y SUS ACCESORIOS	203.1	0	13.2	0	13.5	0	19.8	0	12.9	0	4.8	0	5.9	0	23.8	0	9.4	0	12.8	0	17.2	0	57.6	0	12.3	0
VEHICULOS Y MATERIAL DE TRANSPORTE	3194.1	0.5	192	0.1	80.5	0	145.2	0	125.8	0	315.2	0	49.6	0.1	447.2	0	196.1	0	995.7	0	193.8	0.2	116	0.1	337.1	0
VIDRIO Y SUS MANUFACTURAS	69.1	128.1	0.1	27.1	0	13.5	0	67	1.7	13.2	0.9	0	0.8	0	0.4	0.3	0.6	0	51	0	4.8	0.1	2.8	0	5.9	7
INDUSTRIAS EXTRACTIVAS	1949.8	19544.1	70.8	0	94.6	0	35.6	0	118.1	0.1	150	0	59.6	0	362.2	0	453.6	0	0	0	250	2519.3	343.8	7769.9	11.5	9254.8
ALUMINIO	17.1	0	0	0	1.7	0	0	0	1.8	0	1.2	0	0	0	6.1	0	5.1	0	0	0	1.2	0	0.1	0	0	0
CEMENTO	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIERRO Y ACERO	117.6	0	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5	0	55.5	0	0	0
OTROS DERIVADOS DE PETROLEO	434.8	0	64.2	0	0	0	15.1	0	0	0	56.6	0	0	0	58	0	0	0	0	0	120.4	0	120.4	0	0	0
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLOMO	0	17996.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519.3	0	6691.9	0	8785.6
PRODUCTOS MINERALES DIVERSOS	1380.1	0	0	0	92.9	0	20.5	0	116.4	0	92.1	0	59.6	0	298.1	0	448.4	0	0	0	72.8	0	167.6	0	11.5	0
ZINC	0.2	1547.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	1078	0	469.2
