	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	174769.7	110847.3	14475.2	5264.5	10358.9	12114.5	11088.9	6460	10912.5	7196.1	44446	4767.5	9301.3	20355.8	18693.8	17478.6	15716.4	23173.4	17415.4	4561.3	9376.8	3649.1	6370.4	1699.5	6614.1	4126.8
INDUSTRIAS AGROPECUARIAS	21415.8	51024.3	805.6	4711.6	1782	5570.8	901.7	5603.3	630.5	6168.2	15237	4261.4	350.2	4853.8	358.5	3788	501.8	7068.4	237.9	3237.2	282.2	2409.4	125.4	379.4	203	2972.8
ANIMALES VIVOS DE GANADERIA	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0
AVES DE CORRAL VIVAS	85.5	0	61.1	0	0	0	24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	1482.7	486.8	135.3	139.2	329	55	159.5	52.8	151.2	14.6	43.3	15.2	168.7	36.4	149.2	22.9	96.6	17.4	9.9	11.3	201.3	13.7	5.2	27.6	33.5	80.7
CAFE	0	45703.7	0	4265	0	4805.5	0	4712.5	0	5419.3	0	4034.5	0	4204.7	0	3669.5	0	6820	0	2998.2	0	2277.2	0	100.5	0	2396.7
CARDAMOMO	0	648.2	0	75.3	0	100	0	0	0	157.6	0	0	0	139.8	0	4.9	0	0	0	0	0	3.6	0	46.8	0	120.3
CAUCHO NATURAL (HULE)	4.6	216.1	0	0	1.5	104.7	0	111.4	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0
CEBOLLA	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	1144.4	0	105.6	0	101.9	0	70.8	0	211.6	0	313.9	0	107.3	0	58	0	12.6	0	77.3	0	80.9	0	4.4	0	0	0
ESPECIAS	66.4	1	0	0	0	1	33.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5	0
FLORES Y FOLLAJES	17.3	251.5	0	21.7	0	8.6	0	11.4	0	28.8	0	21.3	0	29.6	0	28.1	0	23.8	0	41.8	0	28.4	17.3	4	0	3.9
FRIJOL	32.1	235.5	0	32.5	0	42.9	24.1	27.2	8	11	0	12	0	7	0	8.8	0	8	0	15.9	0	20.5	0	21.4	0	28.3
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	381.6	0	22.3	0	158.8	0	89.4	0	33.6	0	0.1	0	0	0	0	0	2.2	0	32.9	0	15.4	0	26.7	0	0
LEGUMBRES Y HORTALIZAS	1004.7	1648.3	43.5	94.7	43.7	134.2	126.1	195.3	14.1	163.5	25.3	140.3	51.6	73	94.7	21.9	389.5	197	117.7	137.1	0	47.7	98.5	100.9	0	342.8
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	80	15	13.6	8.1	0	0	16.6	3.5	0	0	0	0.6	22.6	0	0	0	0	0	27.2	0	0	2.8	0	0	0	0
