,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),84260.6,67361.4,5872.7,6092.9,5801.8,5538.8,6023.9,9830.3,8766.8,11135.4,8073.8,6574.6,6738.4,7282.8,6712.1,5402,6721.9,2960.4,7228.7,5839.6,4555.9,1154,10232.5,1718.4,7532,3832.1
INDUSTRIAS AGROPECUARIAS,2671.6,45259,12.1,3118.2,5.9,4947.1,63.8,8020.5,0,6387.3,9.1,5209.8,21.8,6436.6,0,4348.3,0,2563.2,270.1,1403.2,117.2,728.4,1446.3,170.2,725.3,1926.3
ARROZ,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.2,0,1362.4,0,725.3,0
BANANO,0,387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.1,0,155.5,0,27.6,0,13.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",275.9,246.9,7.6,13.9,0,4.2,0.5,25.7,0,16.3,0,29,0,53.6,0,6.1,0,6.9,267.9,28.5,0,35.6,0,4.5,0,22.6
CAFE,0,43693.7,0,3036.8,0,4915.7,0,7875,0,6282.8,0,5133.1,0,6346.6,0,4227.6,0,2517.1,0,1146.2,0,463.5,0,118,0,1631.5
CARDAMOMO,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
CAUCHO NATURAL (HULE),0,249.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.2
FLORES Y FOLLAJES,0,165.4,0,0,0,0,0,0,0,18.5,0,27.8,0,19,0,8.9,0,18.1,0,27.2,0,18.3,0,18.3,0,9.2
"FRUTAS FRESCAS, SECAS O CONGELADAS",29.7,109.5,0,2.5,0,18.6,29.7,28.7,0,0,0,0,0,0,0,4.9,0,3.7,0,11.2,0,38.2,0,1.8,0,0
