,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,116722,33058.3,7374.2,2862.4,5893.1,2615.7,7510.1,4164.7,6956.2,3782.3,13676.7,3369.5,12882.6,2327.3,7778,2344.4,14703,2731.7,7686,2640.2,9174.4,2722.8,10563.3,2071.1,12524.5,1426.1
INDUSTRIAS AGROPECUARIAS,234.7,24956.7,37.7,1845.2,0.3,1762.2,35.8,3395.7,0.4,3433.2,50.6,3240.8,1.2,1976.6,50.6,1991.8,4,2229.1,32,2183.9,4.4,1586.4,7.3,1179.4,10.3,132.3
BANANO,0,593.7,0,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,222.1,0,314.7,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",15.8,170.2,3.7,1.8,0,2.6,0.3,17.4,0.4,3.5,4.1,22.7,0,12.3,0,21.1,0,5.1,0,9.7,0,19.8,7.3,42.6,0,11.7
CAFE,0,22299.9,0,840.7,0,1709.2,0,3258.5,0,3323.2,0,3185.5,0,1917.2,0,1970.7,0,2199.7,0,2152.7,0,1300.6,0,321.3,0,120.7
CARDAMOMO,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
CAUCHO NATURAL (HULE),46.1,128.5,0,0,0,0,0,0,0,89.5,46,0,0,0,0,0,0,0,0,0,0,0,0,38.9,0,0
FLORES Y FOLLAJES,0,27.1,0,0,0,0,0,13.3,0,13.3,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,199.1,0,77,0,50.4,0,40.8,0,3.6,0,8,0,13.2,0,0,0,0,0,0,0,2.6,0,3.6,0,0
LEGUMBRES Y HORTALIZAS,6.5,0,0.7,0,0.3,0,0,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
MIEL DE ABEJAS,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,113.3,32.7,9.6,15.9,0,0,30.8,0,0,0,0,0,0,0,43.1,0,4,0,25.7,0,0,16.8,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",53.1,0,23.7,0,0,0,4.6,0,0,0,0,0,1.2,0,2.6,0,0,0,6.3,0,4.4,0,0,0,10.3,0
SEMILLA DE AJONJOLI,0,167.3,0,20.3,0,0,0,24.8,0,0,0,24.8,0,24.8,0,0,0,24.3,0,0,0,24.3,0,24.3,0,0
TABACO EN RAMA O SIN ELABORAR,0,1288.3,0,854.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0
INDUSTRIAS MANUFACTURERAS,109174.2,8083.7,7291.1,1013.4,5778.1,853.5,7470.9,763.7,6855.6,349.2,13491.5,128.6,12764.6,350.7,7711.5,352.6,14613.7,502.5,7646.1,456.2,9123.5,1129,10502.3,890.5,5925.5,1293.8
ABONOS Y FERTILIZANTES,371.1,0,0,0,82.9,0,0,0,0,0,37,0,36.7,0,0,0,122.9,0,0,0,29.7,0,61.9,0,0,0
