,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,153968.4,48953.2,11468.7,920.9,7798.1,5516.2,23462.7,2648,8784,4833.5,24739,7315.2,6544.5,7011.8,31088.3,5312.1,8045.4,4121.2,8610.3,2439.8,8139.4,3186.1,7154.8,2074.4,8133.1,3574.1
INDUSTRIAS AGROPECUARIAS,384.6,35048.1,57,460.7,13.6,4981.2,20.1,1978.3,15.1,3919.4,15.2,5698.6,30.5,5616.9,0,4248.7,96.2,3247.6,6.7,1765.1,13.4,1593.8,116.8,980.6,0,557.1
BANANO,0,60.3,0,0,0,0,0,0,0,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",12.3,204.2,0,4.8,0,15,0,9.8,0,12.6,7,16.7,0,5.3,0,13.2,0,19.9,0,34,0,21.4,5.4,36.2,0,15.4
CAFE,0,30133.2,0,455.9,0,2267.2,0,1950,0,3736.5,0,5552.5,0,5352.1,0,4138.4,0,3051,0,1465.7,0,1150.8,0,628,0,385.2
CARDAMOMO,0,22.5,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
CAUCHO NATURAL (HULE),0,1449.3,0,0,0,0,0,0,0,73.2,0,103.7,0,163,0,72.9,0,0,0,237.2,0,386.3,0,272.7,0,140.3
"FRUTAS FRESCAS, SECAS O CONGELADAS",34.2,39,34.2,0,0,0,0,8.5,0,12.5,0,1.4,0,0,0,0,0,0,0,1.1,0,11,0,4.5,0,0
LEGUMBRES Y HORTALIZAS,3.2,0,0,0,0,0,0,0,0,0,0.1,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
MANZANA,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6,0,0,0
MIEL DE ABEJAS,0,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,145.8,130.2,9.6,0,13.6,7.9,0,10.1,12.8,0,8.2,0,0,55.7,0,0,94.8,0,6.7,25.5,0,0,0,15,0,16.2
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",108.5,0,13.2,0,0,0,20.1,0,2.2,0,0,0,27.3,0,0,0,1.5,0,0,0,13.4,0,30.8,0,0,0
SEMILLA DE AJONJOLI,0,182.3,0,0,0,36.8,0,0,0,24.3,0,24.3,0,0,0,24.3,0,24.3,0,0,0,24.3,0,24.3,0,0
TABACO EN RAMA O SIN ELABORAR,0,2786.1,0,0,0,2633.5,0,0,0,0,0,0,0,0,0,0,0,152.6,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,152346.2,13410.1,11370.8,460.2,7676.1,535.1,23422.9,669.7,8703.9,914.1,24576.6,1607.8,6272.6,1311.4,31059.5,899.4,7798.1,673.9,8473,674.6,8037.1,1592.3,6936.3,1054.7,8019.3,3017
ABONOS Y FERTILIZANTES,269.6,0,14.8,0,0,0,60.2,0,32.7,0,21.8,0,111.1,0,28.7,0,0,0,0,0,0,0,0,0,0.3,0
ALIMENTOS PREPARADOS PARA ANIMALES,29.1,0,0,0,0,0,0,0,0,0,11.5,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,825.1,11.6,195.8,0,36.5,0,13,0.1,117.8,0,59.8,0.9,25.6,0,55.4,0.1,69.3,10,91.4,0.4,15.9,0.1,72.6,0,72,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,83.8,22.3,3,0,0.3,0,21.9,0,0,0,0,0.2,19.3,0,6.3,0,23.5,21.9,0.5,0.1,3.7,0.1,3.2,0,2,0
