	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	277144.9	118149.7	26163.1	3294.9	21472.5	4806.1	27155.5	9925.5	18756.4	8588.5	22535	12620.5	24528.7	9939.8	21233.5	19428.2	23114.4	2977.9	23153.3	8005.3	24384.9	16574.9	20560.1	8604.9	24087.5	13383.1
INDUSTRIAS AGROPECUARIAS	2240.7	67658.3	402.3	2461.4	7.4	3757.7	141.2	9348.5	202.9	7110.3	317.3	7769.5	82.8	6436.3	357.5	7110.5	213.6	2115	217.9	6685.4	44.2	6190	154.1	5588.9	99.5	3084.7
AVES DE CORRAL VIVAS	229.5	0	0	0	0	0	0	0	0	0	229.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANANO	0	5990.4	0	171.7	0	351	0	666.4	0	1278.1	0	755.3	0	414.7	0	406.2	0	97.2	0	178.2	0	852.3	0	527.7	0	291.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	70.6	703.1	0	18.3	0	18.2	7.4	98.2	7.1	10.8	1.8	35.3	10.5	13.2	0	240.9	11.1	9.7	6.5	69.6	9.4	3.8	12	128	4.7	57
CAFE	0	34693.2	0	1451	0	2802.8	0	7254.1	0	4611.7	0	5958.4	0	3944	0	4551.5	0	983	0	743.9	0	813.9	0	291.3	0	1287.6
CARDAMOMO	0	1816.8	0	113.8	0	124.2	0	291	0	180.8	0	129.1	0	177.6	0	47.5	0	112.2	0	89.5	0	247.6	0	159.8	0	143.8
CAUCHO NATURAL (HULE)	2.3	735.3	0	45.4	0.8	30.3	0	30.1	0	60.7	0	88	0.8	269.6	0	30.7	0.6	149.5	0	31.1	0	0	0	0	0	0
ESPECIAS	151.9	20	0	0	0	20	4.9	0	0	0	0	0	0	0	67.8	0	33.9	0	0	0	0	0	45.3	0	0	0
FLORES Y FOLLAJES	0	38.9	0	3.5	0	3.4	0	2.9	0	4.9	0	4.1	0	2.3	0	2.1	0	3.4	0	3.8	0	2.9	0	2.9	0	2.7
"FRUTAS FRESCAS, SECAS O CONGELADAS"	4.8	224	0	3.3	0	0	0	0	0	0	0	88.2	0	0	0	7.4	1.3	47	0	0	0	0	3.4	47	0	31
HUEVOS DE AVES	337.9	0	81.6	0	0	0	0	0	81.6	0	0	0	0	0	0	0	0	0	81.6	0	2.8	0	6.9	0	83.4	0
LEGUMBRES Y HORTALIZAS	2.1	467.6	0	59	0	79.6	0	161.5	0	105.2	0	24.8	0	0	2.1	0	0	0	0	0	0	0	0	0	0	37.6
