	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	247582.3	94001.2	15977.9	5408.1	26928.6	8347.8	15240.9	10612.3	18657.8	8894.6	15570.4	11646.1	33271.6	9827.3	19943.5	9358.1	18528	8436.7	21144.8	7686.1	26360.5	2807	19293.6	4578.2	16664.7	6399
INDUSTRIAS AGROPECUARIAS	1996.1	86794.9	70.5	4830.8	56.5	8003.8	318.8	10190.2	556	8253.5	123.7	11139.9	80.4	9349.2	103.1	8939.4	57.4	7874	250.1	6919.5	176.6	1992.1	51.9	4170.2	151.1	5132.1
ANIMALES VIVOS DE GANADERIA	4.3	0	0	0	0	0	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DIVERSOS	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	40.4	376.8	4.1	31.8	0	33.8	0	34.8	21	48.4	0	54.3	0.2	44.5	5	18.3	0	18.7	0	27.4	0	34.8	7	22.2	3.2	7.7
CAFE	0	62409.2	0	3663.8	0	6773.7	0	9402.3	0	7069.5	0	10148.6	0	7903.9	0	3507	0	3762.9	0	5996.7	0	853.2	0	1044.8	0	2282.8
CARDAMOMO	0	6005.6	0	667	0	640.4	0	239.1	0	562.2	0	9.3	0	536.4	0	75.8	0	293.2	0	481.7	0	332.6	0	1189.6	0	978.4
CAUCHO NATURAL (HULE)	288.6	531.1	0	0	0	174	0	0	88.9	0	0.5	0	0	0	0	356.6	0	0	99.2	0.5	0	0	16.1	0	84	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	3.8	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	211.2	86.9	0	0	0	0	18.8	0	70	0	0	0	0	0.1	0	29	8.7	57.9	56.3	0	0	0	0	0	57.4	0
