	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	236898.9	85562.1	25765.1	7132.2	18973.8	5666.4	21062.8	8186.1	13086.9	8751.5	19079.7	17834.4	14449.4	8215.7	20648.5	7345.2	22321	7430.3	13705.3	5274	23262.9	4195.2	30220.3	2100.5	14323.3	3430.4
INDUSTRIAS AGROPECUARIAS	894.1	80787.9	52.4	6795.2	68.9	5473.2	43	7639.3	68	8413.8	12.8	17249.9	95.8	7773.6	124	6755.4	19	7132.6	171.6	4904.8	67.7	3793.1	104.4	1769.4	66.4	3087.5
ANIMALES VIVOS DIVERSOS	0.4	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVES DE CORRAL VIVAS	152.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.8	0	0	0	0	0	0	0
BANANO	0.4	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	77	1238.3	0	159.4	35.7	364.3	7.8	240	2.9	163.9	7.3	211.5	3.5	18.9	9.5	28.6	2.8	18.8	3.3	14.2	0	11.5	4.1	4	0	3.3
CAFE	0	57981.8	0	4272	0	4504.5	0	6943.4	0	7508.5	0	16112.6	0	5787.6	0	3904.9	0	3249.1	0	1382.2	0	687.5	0	905.1	0	2724.5
CARDAMOMO	0	1113.2	0	119.1	0	231.1	0	62.8	0	0	0	170	0	123	0	42.8	0	54.7	0	109.7	0	119	0	37.3	0	43.8
CAUCHO NATURAL (HULE)	175.6	193.8	0	0	0	0	2	0	22.3	0	0	0	88.3	0	63	0	0	70.9	0	0	0	0	0	122.9	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	5.9	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	47.6	0.5	10.1	0	0	0	0	0	0	0	0	0	0	0.5	37.5	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	807.2	0	51.1	0	35.5	0	85.8	0	155.5	0	82.9	0	39.9	0	56.4	0	40.6	0	75.8	0	79.6	0	52.1	0	52.1
