	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	200520.5	75130.6	16265.6	3109.8	9580.1	4683.1	18911.9	7129.1	11714.1	6907	13260.4	7502.7	14503.3	9323.3	22670	9648.1	16727.2	7562.6	18367	5972.3	20086.6	5930.4	23863.5	4763.8	14570.8	2598.2
INDUSTRIAS AGROPECUARIAS	895.9	72056.4	96.3	2831.8	92.7	4592.7	61.2	6923.7	20.6	6576	44.9	7333.8	26.1	9209.5	135	9409.5	93.2	7082.7	33.8	5795.4	114.9	5769	120.3	4393.1	56.9	2139.3
ANIMALES VIVOS DE GANADERIA	9.1	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVES DE CORRAL VIVAS	81.7	0	0	0	47.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	96.9	943.4	0	46.3	25	8	23.8	20.2	15.6	9.4	3.8	27.9	24.7	9.4	0.4	65.5	2.6	105.5	0	268.8	0	110.5	1	184.6	0	87.3
CAFE	0	55825	0	2413	0	4293	0	3461.5	0	6166.4	0	6852.4	0	7320.1	0	9019.6	0	6743.1	0	3835	0	2586.2	0	1253.3	0	1881.3
CARDAMOMO	0	478.2	0	35.2	0	76.5	0	60.3	0	17.3	0	5.9	0	26	0	67.5	0	31	0	70.1	0	27	0	13.5	0	48
CAUCHO NATURAL (HULE)	170.2	3.5	24.7	0	1	0	11.9	0	1	0	0	0	0	0	27.8	3.5	72.6	0	30.9	0	0	0	0	0	0.2	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	3.4	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
FLORES Y FOLLAJES	10.9	990.8	10.9	101.2	0	46.1	0	231.4	0	132	0	97.6	0	46.8	0	123.3	0	40.1	0	13.3	0	73.3	0	50.1	0	35.6
FRIJOL	0	0.3	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	283.4	0	39.9	0	0	0	0	0	25.3	0	0	0	114.2	0	0	0	0	0	53.4	0	0	0	25.4	0	25.2
LEGUMBRES Y HORTALIZAS	0	232.9	0	19.2	0	6.8	0	27.1	0	7.2	0	15.1	0	3.5	0	10.2	0	24.4	0	10.2	0	40.7	0	36	0	32.7
MIEL DE ABEJAS	0	1001.3	0	65.3	0	43.5	0	103.8	0	91.5	0	203.9	0	221.9	0	120	0	60.9	0	0	0	0	0	90.5	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	202.8	0	27.8	0	15.4	0	8.8	0	0	0	0	0	0	0	65.3	0	0	0	0	0	68.1	0	4.5	0	13	0
PIMIENTA	0	163.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.7	0	28.8	0	57.3	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	320.8	241.5	29.5	63.5	3.9	59.8	16.7	59.6	4	58.7	32.1	0	1.4	0	41.6	0	18	0	2.8	0	46.8	0	80.4	0	43.7	0
SEMILLA DE AJONJOLI	0	1003.1	0	48.3	0	59	0	53.5	0	0	0	131.1	0	233.3	0	0	0	0	0	48	0	186.7	0	214	0	29.2
TABACO EN RAMA O SIN ELABORAR	0	10889.3	0	0	0	0	0	2906	0	68.2	0	0	0	1234.3	0	0	0	0	0	1467.9	0	2687.2	0	2525.6	0	0
INDUSTRIAS MANUFACTURERAS	185030.6	3019.4	15876.7	274.7	9295	90.3	18331.5	202.3	11441.5	331	12567.6	168.9	10709.8	101.9	21807	230.4	15019	458	16036.1	177	19370.7	157.9	20330	370.7	14245.5	456.2
ABONOS Y FERTILIZANTES	251.6	0	11.6	0	0	0	74	0	0.2	0	26.8	0	39.9	0	15.2	0	39.4	0	0	0	12.8	0	12.1	0	19.7	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	2041	2.3	68.2	0	14.8	0	933	0	17.7	0	52.4	0.2	522.8	0	63.7	0	184.7	0.8	51	0	78.9	0.5	33.9	0.1	19.9	0.6
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	6.9	0.7	0.2	0	0	0	2.3	0	0.9	0	0	0	0.5	0	0	0	0.7	0	0.3	0	1.3	0.1	0.1	0.4	0.6	0.2
