	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	278127.8	119614.6	18347.8	9636.1	18552.3	13336.2	23146.4	16070.9	25462.2	11448.9	23260	12621	19702.9	8786.5	21780	14661.2	27593.9	7930.6	19843.8	7120.1	31916.5	6435.8	25337.5	5802.1	23184.7	5765.1
INDUSTRIAS AGROPECUARIAS	1923.1	102579.5	8.3	8758.2	168	11129.1	233.6	14744.1	430.7	10080	95.5	9993.9	243.8	8283	113.4	13745.3	208	6456.2	128.1	6771.6	161.2	5518.6	36.4	3293.2	96.1	3806.3
AVES DE CORRAL VIVAS	214.1	0	0	0	0	0	0	0	214.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANANO	0	469.8	0	0	0	0	0	0	0	32.4	0	32.4	0	0	0	0	0	0	0	283.5	0	121.5	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	82.9	314.8	4.9	22.7	0	37	0.1	27.3	5.1	17.8	0	34.2	6.1	30.7	0.3	33	11.8	48.2	0.1	14.3	43	19	0.1	13	11.5	17.5
CAFE	0	80026.6	0	7225.7	0	9973.2	0	13647.4	0	8996.3	0	8450.7	0	6897.4	0	10162.6	0	3652	0	2942.3	0	1996.6	0	2829.3	0	3253.1
CARDAMOMO	0	3630.3	0	52	0	773.2	0	695.9	0	464.8	0	484.2	0	27.7	0	0	0	526.2	0	22.9	0	124.9	0	261.1	0	197.4
CAUCHO NATURAL (HULE)	77.1	1140.2	0	241.4	0.1	0	0	0	23.6	0	0.7	43.1	0	47.2	0	216.6	6.4	414.2	11.2	51.4	0.4	126.2	34.8	0	0	0
CEBOLLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	0	13.3	0	0	0	13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	92.5	0	0	0	0	0	1.9	0	0	0	0	0	47.2	0	1.3	0	23.8	0	0	0	0	0	0	0	18.4	0
FLORES Y FOLLAJES	10.2	407.9	0	32.2	0	41.5	0	29.1	0	44.7	0	32.9	0	34.6	0	31.9	0	48.5	0	31.7	0	31.7	0	32	10.2	17.2
