,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,171953.6,73507.4,16389.4,4347,12844.9,6429.6,14460.2,6690.1,15252.2,5779.2,12827.7,5744.6,16531.1,8371.5,16909.9,6468.1,12053.3,3125,14641.7,6012.1,14983.8,8169.5,12902.5,6790.1,12156.7,5580.5
INDUSTRIAS AGROPECUARIAS,2615.1,65110.4,107.2,3829.4,131.7,6181,183,4995.7,250.3,5322.5,193.7,5118.6,245.5,7806.9,325.7,5621.3,158.3,2618.3,244,5396.9,129.7,7214.7,250.3,6055.5,395.9,4949.5
ANIMALES VIVOS DIVERSOS,0,6.4,0,4,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,362.2,0,0,0,56,0,146.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.8,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",102.4,446.3,0,17.9,0,25.9,0,39.5,12.6,14.8,8.6,165.7,61.2,26.9,7.5,17.4,8.6,37.5,2.8,18.1,1.1,35.7,0,34.9,0,12
CACAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFE,0,36275.8,0,3037.3,0,4851.4,0,4056,0,4105.3,0,3685.5,0,5342.5,0,3684.6,0,1893.3,0,1596.5,0,539.1,0,460.4,0,3023.9
CARDAMOMO,0,3096.7,0,188.8,0,856.7,0,253,0,248.5,0,6.6,0,0,0,11,0,0,0,0,0,0,0,588.8,0,943.3
CAUCHO NATURAL (HULE),91.4,1167.7,0,0,0,0,16.1,42.3,0.4,82.3,0,292.7,0,0,0.5,141.9,0,86.4,0,494.6,1.4,27.5,0.3,0,72.6,0
ESPECIAS,188,33.1,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,91.1,0,0,0,0,0,7.4,0,84,33.1
FLORES Y FOLLAJES,0,1351.6,0,36.9,0,52.2,0,90.3,0,142,0,153.4,0,157.4,0,102.4,0,120.4,0,143.6,0,111.5,0,62.9,0,178.5
FRIJOL,18.2,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,9.1,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,452.2,0,0,0,27.3,0,0,0,104.3,0,291,0,0,0,0.7,0,0,0,19.8,0,1.5,0,7.8,0,0
HUEVOS DE AVES,579.9,0,39.9,0,0,0,0,0,145.1,0,0,0,38.4,0,183,0,0,0,1.3,0,0,0,172.3,0,0,0
