,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),256092.4,145190.3,16750.6,8956.1,14283.7,11280,17827.2,19193.3,28467.4,15641.5,19037.3,17636.1,19715.8,24225.5,22111.8,11571.1,30876.2,12482.9,24710.7,3839.2,20362.1,4097.8,25977.8,8212.8,15971.9,8053.9
INDUSTRIAS AGROPECUARIAS,2404.7,135005,19.7,8544.7,126.5,10978.6,2.8,18629.3,338.2,15181.2,94.1,17267.7,57.3,22642.2,336.7,10295.9,667.1,12032.6,176.6,3148,298.2,3292.5,116.5,7374.7,170.9,5617.6
ANIMALES VIVOS DE GANADERIA,8.4,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVES DE CORRAL VIVAS,150,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
BANANO,0,31.9,0,0,0,0,0,0,0,15.9,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",484.2,257.5,0,12.5,0,26.8,0,22.2,18.2,39.6,7.3,10.8,4.8,30.9,0,14.4,440.5,34.8,0,9.9,13.4,13.1,0,22.5,0,20
CAFE,0,105511.6,0,6649.9,0,8742.2,0,16909.2,0,14047.3,0,15290.1,0,19680.8,0,4951.3,0,9060.7,0,2273.2,0,437.2,0,4229.5,0,3240.3
CARDAMOMO,0.1,6743.7,0,1195,0,537.6,0,1178.1,0,263.5,0,757.2,0,249.9,0,142.7,0.1,173.1,0,179,0,102.6,0,993.4,0,971.4
CAUCHO NATURAL (HULE),401.8,1696.4,0,0.8,0,0,0,79.1,80,163.6,11.1,0,17,0,0,136.2,85.9,0,18.8,54.1,20.7,608.3,0,539,168.4,115.2
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPECIAS,132.8,15,0,15,0,0,0,0,41,0,0,0,0,0,0,0,61.6,0,0,0,30.1,0,0,0,0,0
FLORES Y FOLLAJES,0,1581.3,0,232.1,0,148.5,0,149,0,272.3,0,180.1,0,166.5,0,54.1,0,87,0,142.5,0,60.7,0,58.3,0,30.4
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,603.8,0,0,0,0,0,0,0,1,0,0,0,4.7,0,577.4,0,4.7,0,1.6,0,0,0,7.5,0,6.9
HUEVOS DE AVES,404.9,0,0,0,96.2,0,0,0,88.8,0,0.3,0,0,0,0,0,68.4,0,75.6,0,0,0,75.6,0,0,0
LEGUMBRES Y HORTALIZAS,0,276.6,0,64.6,0,157.5,0,0,0,0,0,0,0,0.3,0,0,0,30.2,0,19.8,0,0,0,0,0,4.3
MIEL DE ABEJAS,0,2603.1,0,0,0,0,0,0,0,136.5,0,957,0,922,0,260.6,0,95.5,0,231.5,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,255.7,28.9,0,9.4,0.6,0,2.7,0,21.2,4.5,62.4,7.5,6.5,0,67.4,7.5,2.5,0,82.3,0,8.4,0,1.7,0,0,0
PIMIENTA,240.2,420.3,0,0,0,0,0,0,63.2,0,0,0,0,0,0,0,0,156.3,0,131.8,173.6,0,3.4,97.7,0,34.6
