,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,165622.4,54632.2,17048.6,1935.4,11545.1,2575.2,9225.6,3535.1,13352,6734.9,14117.2,6223.2,10197.3,6410.6,16998.2,7044.3,15922.7,4772.3,10743.2,8341.1,15029.6,3889,13618.2,1683.4,17824.7,1487.6
INDUSTRIAS AGROPECUARIAS,1359.2,51271.9,25.5,1816.1,64.2,2377.1,100,3482.2,118.1,6495.9,174.3,5866.2,49.9,6269,88.3,6461.3,95.3,4056.1,201.6,8032.4,66.1,3488.1,278.1,1490.7,97.8,1436.7
ANIMALES VIVOS DE GANADERIA,43.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,0,41.8,0
AVES DE CORRAL VIVAS,57.6,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,33.9,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",11.6,206.7,0,17.2,0,15.6,0,18.9,0,32.1,0,18.5,0,27.9,1.5,3.4,0,12.3,10.1,13.9,0,15.5,0,14.9,0,16.7
CAFE,0,34397.3,0,1128.7,0,1978.2,0,2403.9,0,4304.7,0,4297.4,0,3890.1,0,5343.4,0,2828.5,0,3753.3,0,2801.3,0,1036.8,0,631
CARDAMOMO,0,998,0,300.9,0,107.5,0,21,0,14.4,0,29,0,24.5,0,7,0,111.3,0,77.7,0,50,0,109.9,0,144.7
CAUCHO NATURAL (HULE),299.7,228.8,8.7,0,0.5,0,17.9,0,78.4,0,20.6,0,25.4,0,39.9,0,29.3,0,39.7,0,5.8,110.4,25.5,56.7,8.1,61.6
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
ESPECIAS,46.3,18.9,0.5,2.4,3.3,11.1,30.5,0,5.6,0,0,5.4,1.2,0,0,0,0,0,5.1,0,0,0,0,0,0.2,0
FLORES Y FOLLAJES,0,3589.2,0,215.7,0,185.5,0,113.9,0,465.3,0,578.8,0,279.2,0,537.5,0,230.6,0,311,0,304.2,0,242.1,0,125.5
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,155.8,0,33.3,0,0,0,19.2,0,5.9,0,16.1,0,6.3,0,55.2,0,19.8,0,0,0,0,0,0,0,0
LEGUMBRES Y HORTALIZAS,119.9,213.8,0,30.5,0,2.9,0,71.1,0.2,3.2,0,70,0,3.9,0,23.3,0.2,0,0,8.5,0,0.4,119.6,0,0,0
MIEL DE ABEJAS,0,602.9,0,39.5,0,76.4,0,122.3,0,154.5,0,21,0,117.8,0,71.4,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,401.3,0,0.4,0,24.5,0,34.9,0,3.7,0,101.8,0,1,0,18,0,10.4,0,90.3,0,0.6,0,95.5,0,20.2,0
PAPA,164.8,0,0,0,14.6,0,14.6,0,0,0,44,0,14.6,0,0,0,15.7,0,15.7,0,15.7,0,15,0,14.9,0
PIMIENTA,12.8,31.6,2,0,0,0,2,0,0,0,0,0,3.5,0,0,0,0,31.6,4.5,0,0,0,0,0,0.9,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",199.4,197.8,14,0,21.3,0,0.2,70,6.6,0,8,127.8,3.4,0,28.8,0,39,0,36.2,0,10.1,0,22.4,0,9.2,0
SEMILLA DE AJONJOLI,0,1569.1,0,47.9,0,0,0,0,0,0,0,0,0,46.6,0,420.1,0,230.7,0,180.3,0,206.4,0,21.5,0,415.7
TABACO EN RAMA O SIN ELABORAR,0,9062.2,0,0,0,0,0,641.9,0,1515.8,0,702.1,0,1872.8,0,0,0,591.4,0,3687.7,0,0,0,8.9,0,41.6
INDUSTRIAS MANUFACTURERAS,155472.8,3355.3,14636.1,119.3,11089.2,198.2,8531.3,53,12548.8,239,13417.7,357,9717.8,141.6,16160.2,580.3,14987.6,713.9,9959.7,308.7,14694.7,400.9,12550.4,192.6,17179.5,50.9
ABONOS Y FERTILIZANTES,1759.4,0,3.4,0,1.6,0,31.7,0,62.5,0,2,0,18.4,0,1266.5,0,18.5,0,60.2,0,60.6,0,153.2,0,80.9,0
ALIMENTOS PREPARADOS PARA ANIMALES,86.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,0,6.1,0,0,0,9.8,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,1007,1.5,27.2,0.1,149.5,0,80.3,0,103.7,0,80.2,0.1,56,0,250.4,0.4,126.9,0,16.1,0,43,0.6,40.1,0.3,33.7,0.1
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,15.1,0.1,2.9,0,0.1,0,0.4,0,1.7,0,1.6,0,0.8,0,5,0,0.5,0,0.8,0,0.2,0.1,0.8,0,0.2,0
APARATOS TRANSMISORES Y RECEPTORES,640.1,0.9,64.2,0.1,229.6,0,44.3,0,11.5,0,30.4,0,10.1,0,47,0.2,47.7,0,44.8,0,31.4,0.2,7.8,0.1,71.3,0.4
ARMAS Y MUNICIONES,68.7,0,0,0,0,0,23.9,0,0,0,0,0,0,0,7.5,0,15.7,0,18.2,0,0,0,0,0,3.4,0
ARTICULOS DE VESTUARIO,171.4,283.7,1.4,19.2,1.7,31.1,8.5,4.5,30.5,44.7,7.6,35.8,14.5,8.8,16.8,13.3,11.7,16.9,40.8,45.4,21.2,56.3,13.9,5.1,2.7,2.7
AZUCAR,0.6,0,0.1,0,0.1,0,0.2,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,218.9,0,16.3,0,20.8,0,39.1,0,20.6,0,5.1,0,13,0,13.9,0,0.5,0,48.9,0,13,0,9.1,0,18.5,0
BATERIAS ELECTRICAS,58.9,0.7,0.6,0,4.9,0,15.8,0,9.2,0,4.9,0,0.1,0,12.8,0,0.2,0.7,1.8,0,4.2,0,3.5,0,1,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,439.4,0,5.1,0,39.7,0,14.7,0,29.9,0,37.2,0,23.5,0,17.6,0,64.2,0,11.4,0,50.2,0,86.5,0,59.3,0
CALZADO,47.4,0,0.2,0,0.1,0,9.9,0,0.2,0,0.6,0,3.5,0,8.7,0,1.1,0,2.3,0,1.4,0,19.5,0,0,0
CERAS,794.8,0,41.4,0,115.7,0,68.1,0,47.9,0,115.4,0,5,0,124.6,0,46.6,0,75.7,0,108.6,0,13.1,0,32.6,0
CLAVOS Y TORNILLOS,650.9,0.5,77,0,42.9,0,70.8,0,52.7,0,34.7,0,32.9,0,103.5,0,77,0.5,56.8,0,9.3,0,81.6,0,11.8,0
DETERGENTES Y JABONES,1540.8,28.1,206.3,0,93.7,28,164.9,0,183.5,0,147.1,0,48.3,0,122.9,0,108.1,0.1,131.2,0,151.3,0,100.3,0,83.3,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",30.6,0.2,0.6,0,0.1,0,0,0,2.8,0.1,0.6,0,0,0,0.9,0.1,0.1,0,0.1,0,8.4,0.1,14.8,0,2.2,0
GLICERINA CRUDA,20,0,0,0,0.7,0,0,0,0,0,0,0,0,0,19.3,0,0,0,0,0,0,0,0,0,0,0
GRASAS Y ACEITES COMESTIBLES,86.4,0,3,0,5.1,0,3.4,0,0.4,0,2.8,0,0,0,3.7,0,16.4,0,0,0,0.1,0,51.4,0,0.1,0
HARINAS DE CEREALES,943.3,0,0,0,0.8,0,0,0,1.3,0,0,0,917.6,0,0,0,0,0,0,0,0,0,23.7,0,0,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,2247.6,21.3,239.7,0.1,159.6,19.4,106.1,0,203.5,0,165,0,133.3,0,281.8,0.5,234.4,0.8,218.4,0,189.4,0.2,150.4,0.2,166,0.1
HILOS E HILAZAS,167.8,0,18.5,0,1.9,0,5.8,0,45.7,0,0.2,0,35.2,0,39,0,7.3,0,1.3,0,3.8,0,9.2,0,0,0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",5099.7,0.2,417.9,0,337.4,0.2,90.2,0,595.9,0,859.5,0,574.9,0,522.1,0,492.9,0,305.9,0,635.9,0,79.7,0,187.5,0
INSTRUMENTAL MEDICO Y OTROS,5159.4,92.7,387,30.3,294.2,0.2,394.6,27.7,409.9,0.2,806.9,0,398.7,31.2,510.8,3,632.1,0,239,0,412.9,0,271.4,0,401.8,0.1
JOYERIA DE FANTASIA,1.3,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",151.8,23.7,3.7,0.2,9.7,0,2.8,1.8,14.1,0.1,8.5,6.4,4,0,18.2,2.6,5.8,0,2,4.5,17.6,2.3,59.2,1.3,6.2,4.6
LAMINA Y ALAMBRE,1624.8,0.1,368.6,0,10.4,0.1,10.6,0,83.3,0,48.1,0,3,0,32.7,0,46,0,53.5,0,153.7,0,596.4,0,218.6,0
LECHE Y OTROS PRODUCTOS LACTEOS,37.9,0,0,0,0,0,0,0,0,0,3.8,0,0,0,7.5,0,0,0,8.3,0,0,0,5.4,0,12.8,0
MANUFACTURAS DE CAUCHO,1029.4,1.2,83.7,0,69.9,0,119.9,0,112.9,0,171.1,0,27.7,0,115.3,0,101.2,1.2,87.3,0,73.3,0,51.6,0,15.3,0
MANUFACTURAS DE CERAMICA,1366.5,2.5,97,0.3,0,0.1,10.5,0.1,22.4,0,38,0.1,1.1,0,14.3,0.3,581.3,0,21,0.2,29.9,0.5,114.7,0.7,436.4,0.2
