,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,189526.7,60923,17360.4,2825.2,13586,4303.9,15678.9,7751.5,19737.9,6312.4,13183.2,7319.2,11515.1,8109.6,15971.9,8661,17856.4,3966.7,16050.4,4468.6,17700.3,3740.1,16448.5,1409.2,14437.7,2055.6
INDUSTRIAS AGROPECUARIAS,854.4,57845.1,51.1,2623.6,84.8,4190.7,58.8,7314.1,70.9,6148.1,215.2,7205.2,40,7543.3,51,8485.9,87.5,3750.6,41.4,4168.5,37.2,3534.9,33.6,1147.1,83,1733.1
ANIMALES VIVOS DE GANADERIA,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,4.7,0
AVES DE CORRAL VIVAS,21.1,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",40.5,295.3,0,29,0,25.2,0,31.3,24.3,32.3,8.6,29.6,0.3,32.2,1.4,32.3,4.1,13.2,1.6,28.4,0,13,0.3,12.6,0,16.3
CAFE,0,42840.7,0,2022.9,0,3775.9,0,6480.7,0,5576.2,0,6746.8,0,4864.1,0,5493.7,0,3292.2,0,2090,0,873.7,0,199.9,0,1424.6
CARDAMOMO,0,416.1,0,105,0,7.5,0,35.9,0,2.5,0,42.5,0,0,0,2.5,0,0,0,62.9,0,38.3,0,96.3,0,22.7
CAUCHO NATURAL (HULE),213.6,45.2,0,14,1.8,0,0.7,0,8.5,0,189.1,0,0,0,6.4,0,6,31.2,0,0,0,0,0,0,1.1,0
ESPECIAS,2.4,71.5,0,13.6,0,0,0,0.9,0,29.7,0,0,0,0,0,0,1.5,0,0.8,27.3,0,0,0,0,0,0
FLORES Y FOLLAJES,0.7,1535,0,59.3,0,69,0.7,205.5,0,266.5,0,170.6,0,195.8,0,112.4,0,63.6,0,68.9,0,135.7,0,89.6,0,98.2
FRIJOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,454.9,0,105.3,0,20.6,0,71.7,0,66.2,0,82.1,0,23.7,0,0,0,24.3,0,8.1,0,0,0,36.8,0,16.2
LEGUMBRES Y HORTALIZAS,0,99.3,0,4.9,0,3.2,0,13.7,0,2.1,0,2.2,0,17.3,0,7.5,0,0,0,0,0,0,0,21.9,0,26.4
MIEL DE ABEJAS,0,387,0,0,0,0,0,66.8,0,113.2,0,108.1,0,0,0,43.7,0,55.1,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,210.4,2,6,0,59,0,2.6,0,17.6,0,10,0,3.8,0,8.7,0,59.4,2,0,0,8.4,0,9.9,0,25.2,0
PIMIENTA,0,62.3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2.3,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",340.9,194,27.3,78,24,58,54.9,58,20.6,0,7.5,0,36,0,34.5,0,16.4,0,17.6,0,28.9,0,21.4,0,52,0
PLATANO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SEMILLA DE AJONJOLI,0,1635.1,0,171.6,0,231.4,0,215.8,0,59.5,0,23.2,0,40.2,0,101.6,0,80.4,0,162.5,0,222.3,0,197.8,0,128.7
TABACO EN RAMA O SIN ELABORAR,0,9806.8,0,0,0,0,0,133.9,0,0,0,0,0,2369.9,0,2692.1,0,148.4,0,1720.4,0,2249.7,0,492.3,0,0
INDUSTRIAS MANUFACTURERAS,181788,3048.5,16944.8,201.6,13271.5,103.8,15328.4,437.4,16553.1,162,12691.8,114,11018.6,561.3,15598.5,175.1,17384.2,214,15706.4,295.6,17333.6,205.1,15769.9,259,14187.2,319.6
ABONOS Y FERTILIZANTES,1003.2,0,18,0,117.4,0,68.6,0,40.7,0,177.5,0,38,0,23.5,0,239.4,0,0.6,0,150.2,0,7.2,0,122.4,0
ALIMENTOS PREPARADOS PARA ANIMALES,114.8,0,59.1,0,0,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,1463,3.5,59.6,0.2,37.6,0.4,88,0,76.2,0,103.7,0.5,99,1.1,125.3,0,71.1,0,169.5,0,205.7,0,128.2,1.3,299.2,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,10.9,0.2,0.7,0,0.1,0,0.7,0,0,0,0.5,0,4.2,0,0.8,0,0.5,0,0.7,0,0,0,1,0.2,1.7,0
APARATOS TRANSMISORES Y RECEPTORES,7275.4,1.8,970.2,0.2,71,0.5,12.2,0,240.5,0,893.2,0,307.2,0.1,114.1,0,2147.3,0.5,618.4,0,431.2,0,1093.2,0.7,377.1,0
ARMAS Y MUNICIONES,38.9,0,0,0,0,0,0.6,0,0,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,0,0
ARTICULOS DE VESTUARIO,235.4,110.6,22,0.9,13.1,7.8,9.4,17.4,9.7,11.9,1.4,7.2,41.9,11.5,71.1,28.5,7.3,7.1,29.4,2.3,1.3,1.5,0.6,1.7,28.2,12.9
AZUCAR,0.2,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZUCARES Y ARTICULOS DE CONFITERIA,194.4,0,17.2,0,0,0,18.8,0,0,0,0.3,0,54.8,0,38.2,0,0,0,16.3,0,44.5,0,3.9,0,0.3,0
BATERIAS ELECTRICAS,168.6,0,6.2,0,17,0,3.8,0,28.1,0,0.6,0,3.7,0,5.7,0,1.7,0,1.8,0,6.1,0,93.1,0,0.8,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,355.7,0.1,4.2,0,6.9,0.1,36.2,0,29.1,0,13.6,0,31.7,0,57.9,0,0.2,0,39.1,0,33.4,0,98,0,5.5,0
CAFE SOLUBLE Y MOLIDO,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
CALZADO,43,1.7,1.6,0,6.3,0,8.4,0,0.1,0.3,0.1,0,0.4,0,3.2,0,0.2,0,5.8,0,0,1.4,16.4,0,0.6,0
CERAS,662,5.4,50.9,0,20.5,0,125.3,1.1,62.3,0.7,82.9,0.9,14.3,0,23.3,0,42.2,0,63.8,1.9,79.5,0,31.2,0.7,65.9,0
CLAVOS Y TORNILLOS,960.6,0.2,57.8,0,64,0,139.7,0,106.8,0,123.4,0,32.7,0,59.1,0,131.9,0.2,109.7,0,21.6,0,68.4,0,45.7,0
DETERGENTES Y JABONES,2160.4,0,298.1,0,126.5,0,154.6,0,124.6,0,129.4,0,117.4,0,152.7,0,290.7,0,231.4,0,189.5,0,192.4,0,152.9,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",30,0.4,6.2,0,2.4,0,0,0,10.9,0,0.2,0,1,0,0.8,0,0,0,0.7,0,6.7,0,1.1,0.4,0,0
GRASAS Y ACEITES COMESTIBLES,31.6,12,2.6,0,0.1,0,1.4,0,2.9,12,0,0,4.6,0,0,0,0,0,7.1,0,3.9,0,3.8,0,5.1,0
